cnt,flyState,setpoint.h [m],setpoint.pitch [deg],setpoint.roll [deg],setpoint.yaw [deg],motval_avg [frac],motval_0 [frac],motval_1 [frac],motval_2 [frac],motval_3 [frac],hor_velocities.xv,hor_velocities.yv,hor_velocities.dt,hor_velocities.seqNum,att.ts [s],att.ax [m/s^2],att.ay [m/s^2],att.az [m/s^2],att.gx [deg/s],att.filtered_gx [deg/s],att.gx_bias_kalman [deg/s],att.gy [deg/s],att.filtered_gy [deg/s],att.gy_bias_kalman [deg/s],att.gz [deg/s],att.hv [m/sec],att.h [m],att.pitch [deg],att.pitch_vel_kalman [deg/s],att.roll [deg],att.roll_vel_kalman [deg/s],att.yaw [deg],att.magx [deg],att.magy [deg],att.magz [deg],xPos [m],yPos [m],targetXVel [m/s],targetYVel [m/s],targetPitch [deg],targetRoll [deg],targetPitchVel [deg/s],targetRollVel [deg/s],adj_pitch,adj_roll,adj_yaw,adj_h
1580,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.625370,0.467289,0.614114,0.493227,0.000000,0.000000,0.000000,0,946686755.988037,-0.656044,-0.407729,-10.362197,-2.574541,-27.314504,-0.389356,-2.746971,-12.058333,0.279157,-13.505051,0.097752,1.278060,-2.870793,-14.904661,-0.503549,-24.823290,-19.988650,-67.000000,55.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.574159,0.100710,0.003670,0.009298,0.069742,0.000000
1581,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.626601,0.471225,0.612919,0.489255,0.000000,0.000000,0.000000,0,946686755.993041,0.800128,0.358678,-9.825712,-16.246833,-24.967139,-0.391154,-34.730368,-10.966099,0.274284,-11.551866,0.097752,1.278060,-2.896964,-14.660516,-0.615033,-24.805226,-20.046455,-67.000000,55.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.579393,0.123007,0.001087,0.007928,0.069760,0.000000
1582,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.622602,0.474114,0.616916,0.486368,0.000000,0.000000,0.000000,0,946686755.998046,0.876769,0.588599,-9.595791,-57.629934,-26.012803,-0.394025,-6.775414,-9.308124,0.269098,16.342051,0.097752,1.278060,-2.913195,-14.323523,-0.724575,-24.855165,-19.964664,-68.000000,56.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.582639,0.144915,0.001642,0.004485,0.069759,0.000000
1583,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.622459,0.469919,0.617083,0.490539,0.000000,0.000000,0.000000,0,946686756.003173,-0.579403,-0.254447,-10.055634,-35.656607,-28.991141,-0.393820,0.793176,-11.934718,0.269416,4.134647,0.089249,1.281800,-2.976853,-14.185697,-0.867802,-25.099347,-19.943466,-68.000000,56.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.595371,0.173560,0.003811,0.006499,0.069771,0.000000
1584,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.622991,0.463734,0.616532,0.496743,0.000000,0.000000,0.000000,0,946686756.008178,0.033722,-0.407729,-10.208916,-0.438246,-29.564864,-0.393172,-24.048892,-14.762291,0.267222,-11.551866,0.089249,1.281800,-3.037735,-14.238338,-1.016640,-25.365535,-20.001284,-67.000000,55.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.607547,0.203328,0.006638,0.009867,0.069761,0.000000
1585,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.629895,0.458354,0.609535,0.502216,0.000000,0.000000,0.000000,0,946686756.013092,0.953410,0.358678,-9.595791,-36.999419,-31.097777,-0.395629,-18.494522,-12.076932,0.261492,4.806055,0.089249,1.281800,-3.063315,-14.108289,-1.152916,-25.710791,-19.977667,-67.000000,55.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.612663,0.230583,0.005876,0.016056,0.069715,0.000000
1586,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.632262,0.464421,0.607038,0.496278,0.000000,0.000000,0.000000,0,946686756.018096,0.033722,0.128756,-9.672431,-57.629934,-31.170419,-0.397247,11.718802,-8.997028,0.259534,20.858790,0.089249,1.281800,-3.098444,-13.789875,-1.294982,-26.039074,-19.873291,-64.000000,56.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.619689,0.258996,0.001658,0.014270,0.069650,0.000000
1587,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.631563,0.472547,0.607625,0.488265,0.000000,0.000000,0.000000,0,946686756.023162,-0.426122,-0.637651,-10.285556,-22.472609,-31.324932,-0.396095,-15.503708,-10.695513,0.259154,-5.753350,0.089249,1.281800,-3.151593,-13.604630,-1.455615,-26.359097,-19.902437,-64.000000,56.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.630319,0.291123,-0.002055,0.009914,0.069594,0.000000
1588,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.634876,0.473538,0.604109,0.487477,0.000000,0.000000,0.000000,0,946686756.028045,0.723488,-0.177807,-9.902353,-11.119724,-32.920525,-0.396784,-26.856595,-11.159699,0.254372,2.791833,0.089249,1.281800,-3.178629,-13.456654,-1.612060,-26.760243,-19.888804,-65.000000,57.000000,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.635726,0.322412,-0.004207,0.011176,0.069492,0.000000
1589,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.630374,0.476107,0.608358,0.485161,0.000000,0.000000,0.000000,0,946686756.033050,0.340285,-0.024526,-9.519150,-43.591419,-31.874154,-0.398085,3.845027,-8.265882,0.251128,15.365460,0.089249,1.281800,-3.201811,-13.131118,-1.759752,-27.066276,-19.811901,-65.000000,57.000000,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.640362,0.351950,-0.003240,0.007768,0.069366,0.000000
1590,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.625693,0.476792,0.612846,0.484670,0.000000,0.000000,0.000000,0,946686756.038055,-0.656044,-0.484369,-9.978993,-46.704305,-30.580735,-0.397662,9.887692,-7.627420,0.251726,8.224128,0.089249,1.281800,-3.246541,-12.789373,-1.912492,-27.269925,-19.770739,-68.000000,60.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.649308,0.382498,-0.001242,0.005181,0.069269,0.000000
1591,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.626184,0.475809,0.612081,0.485925,0.000000,0.000000,0.000000,0,946686756.043212,0.263644,-0.484369,-10.132275,-20.397351,-32.043078,-0.397434,-34.364147,-9.844623,0.248698,2.974944,-0.590748,1.230800,-3.278316,-12.610336,-2.070939,-27.555437,-19.755397,-68.000000,60.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.655663,0.414188,-0.000997,0.006055,0.069133,0.000000
1592,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.630894,0.474844,0.606963,0.487299,0.000000,0.000000,0.000000,0,946686756.048217,0.876769,-0.177807,-9.749072,-29.919125,-34.979698,-0.398564,-9.155858,-7.965224,0.243334,22.995086,-0.590748,1.230800,-3.286129,-12.317574,-2.234578,-28.012242,-19.640307,-61.000000,61.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.657226,0.446916,-0.002869,0.009097,0.068929,0.000000
1593,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.631363,0.476723,0.606097,0.485818,0.000000,0.000000,0.000000,0,946686756.053131,-0.426122,-0.407729,-9.672431,-36.877346,-32.574757,-0.398753,22.827539,-4.763246,0.243168,10.665610,-0.590748,1.230800,-3.312173,-11.840758,-2.393056,-28.283484,-19.587897,-61.000000,61.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.662435,0.478611,-0.004043,0.008590,0.068730,0.000000
1594,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.624041,0.476552,0.613086,0.486321,0.000000,0.000000,0.000000,0,946686756.058074,-0.732684,-0.714291,-10.208916,-31.445051,-30.064205,-0.397859,-17.762078,-7.833898,0.243845,-2.091128,-0.590748,1.230800,-3.357990,-11.596168,-2.546754,-28.374604,-19.598233,-66.000000,60.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.671598,0.509351,-0.000296,0.005181,0.068564,-0.000000
1595,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.619286,0.474240,0.617495,0.488979,0.000000,0.000000,0.000000,0,946686756.063171,0.800128,-0.101166,-9.902353,-29.613942,-32.201604,-0.399418,-46.815699,-11.075561,0.238577,10.848720,-0.590748,1.230800,-3.380697,-11.572085,-2.694743,-28.596372,-19.542937,-66.000000,60.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.676139,0.538949,0.003237,0.004133,0.068390,-0.000000
1596,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.614308,0.472319,0.622038,0.491335,0.000000,0.000000,0.000000,0,946686756.068054,0.416925,-0.331088,-9.672431,-36.205939,-33.210330,-0.400211,13.488876,-9.794382,0.234778,35.080416,-0.590748,1.230800,-3.406779,-11.467388,-2.852480,-28.870220,-19.371641,-59.000000,69.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.681356,0.570496,0.006686,0.002821,0.068173,-0.000000
1597,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.612974,0.469129,0.622950,0.494947,0.000000,0.000000,0.000000,0,946686756.073089,-0.962606,-0.714291,-9.978993,-24.181647,-30.637354,-0.399561,19.104282,-8.933901,0.236238,-0.076907,-0.590748,1.230800,-3.462708,-11.319203,-3.007473,-28.960081,-19.372029,-59.000000,69.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.692542,0.601495,0.008949,0.003960,0.067962,-0.000000
1598,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.617817,0.476348,0.617678,0.488157,0.000000,0.000000,0.000000,0,946686756.078063,-0.042919,-0.331088,-10.132275,-23.876460,-28.656056,-0.400365,-34.608296,-9.123710,0.234191,1.632130,-0.590748,1.230800,-3.496836,-11.189125,-3.143764,-28.913291,-19.363911,-59.000000,57.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.699367,0.628753,0.002917,0.002987,0.067747,-0.000000
1599,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.621873,0.483622,0.613135,0.481370,0.000000,0.000000,0.000000,0,946686756.083221,1.030050,0.052115,-9.595791,-41.943417,-30.737942,-0.402795,-31.678517,-8.350771,0.227986,25.619678,-0.552499,1.237600,-3.500371,-11.012233,-3.279329,-29.003354,-19.231766,-59.000000,57.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.700074,0.655866,-0.002747,0.001621,0.067504,-0.000000
1600,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.620702,0.482854,0.613826,0.482618,0.000000,0.000000,0.000000,0,946686756.088195,-0.349481,-0.714291,-9.749072,-31.933348,-30.746220,-0.402363,28.748130,-7.695900,0.227161,27.023530,-0.552499,1.237600,-3.535533,-10.809949,-3.433464,-29.091214,-19.097351,-63.000000,61.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.707107,0.686693,-0.001778,0.001660,0.067264,-0.000000
1601,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.616995,0.477896,0.617033,0.488075,0.000000,0.000000,0.000000,0,946686756.093139,-0.809325,-0.790932,-10.208916,-11.424909,-28.337941,-0.401747,-5.676748,-9.793469,0.227818,-3.800165,-0.552499,1.237600,-3.590115,-10.759245,-3.577458,-29.016580,-19.116139,-63.000000,61.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.718023,0.715492,0.002554,0.002535,0.067014,-0.000000
1602,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.621591,0.477684,0.611897,0.488828,0.000000,0.000000,0.000000,0,946686756.098083,0.800128,0.052115,-9.749072,-34.863123,-29.136471,-0.404363,-32.533039,-7.924166,0.222509,14.510942,-0.552499,1.237600,-3.597201,-10.583176,-3.704253,-28.995202,-19.044398,-58.000000,58.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.719440,0.740851,0.000362,0.005210,0.066744,-0.000000
1603,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.628936,0.482075,0.603966,0.485022,0.000000,0.000000,0.000000,0,946686756.103179,0.493566,-0.024526,-9.519150,-54.639117,-32.125488,-0.406918,1.952880,-3.741131,0.218530,34.470046,-0.552499,1.237600,-3.593093,-10.147062,-3.845515,-29.169983,-18.868741,-58.000000,58.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.718619,0.769103,-0.005506,0.006979,0.066451,-0.000000
1604,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.628027,0.477995,0.604274,0.489704,0.000000,0.000000,0.000000,0,946686756.108093,-0.962606,-1.020854,-10.055634,-20.824610,-31.986541,-0.405864,15.747246,-6.226957,0.219908,19.943236,-0.552499,1.237600,-3.635320,-9.907328,-4.009567,-29.328283,-18.770740,-64.000000,58.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.727064,0.801913,-0.003011,0.008866,0.066150,-0.000000
1605,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.629397,0.476847,0.602246,0.491510,0.000000,0.000000,0.000000,0,946686756.113128,0.033722,-0.714291,-10.055634,-9.105502,-30.709986,-0.405975,-22.156743,-7.289372,0.217506,2.181463,-0.552499,1.237600,-3.657945,-9.748234,-4.160092,-29.391773,-18.759757,-64.000000,58.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.731589,0.832018,-0.003122,0.010453,0.065821,-0.000000
1606,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.626988,0.479085,0.604002,0.489926,0.000000,0.000000,0.000000,0,946686756.118072,0.876769,-0.024526,-9.442510,-48.108158,-31.199748,-0.408752,-13.306376,-4.307020,0.211910,21.957457,-0.552499,1.237600,-3.645677,-9.401260,-4.295613,-29.479985,-18.651198,-55.000000,61.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.729135,0.859123,-0.003036,0.008457,0.065495,-0.000000
1607,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.623785,0.477165,0.606578,0.492472,0.000000,0.000000,0.000000,0,946686756.123229,-0.272840,-0.331088,-9.672431,-59.705191,-33.805199,-0.410565,14.038209,-3.184295,0.210866,30.258490,0.607753,1.279420,-3.657576,-9.008575,-4.449686,-29.733228,-18.495155,-55.000000,61.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.731515,0.889937,-0.000475,0.008129,0.065182,0.000000
1608,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.626063,0.471549,0.603677,0.498712,0.000000,0.000000,0.000000,0,946686756.128234,-0.732684,-1.020854,-10.208916,-15.575425,-35.372181,-0.410109,-11.536302,-7.309160,0.211203,12.130497,0.607753,1.279420,-3.697794,-8.911919,-4.625974,-30.074608,-18.434442,-60.000000,60.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.739559,0.925195,0.001194,0.012387,0.064870,0.000000
1609,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.628071,0.466185,0.601004,0.504740,0.000000,0.000000,0.000000,0,946686756.133148,0.646847,-0.407729,-9.595791,-20.885646,-36.238655,-0.411923,-24.232002,-7.676086,0.206326,9.994202,0.607753,1.279420,-3.705748,-8.839517,-4.791670,-30.447638,-18.385331,-60.000000,60.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.741150,0.958334,0.002872,0.016406,0.064538,0.000000
1610,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.630215,0.466619,0.598196,0.504970,0.000000,0.000000,0.000000,0,946686756.138092,0.187003,-0.331088,-9.365869,-64.038823,-37.690395,-0.414162,14.648579,-3.513796,0.203415,27.023530,0.607753,1.279420,-3.706824,-8.502425,-4.961520,-30.890388,-18.251724,-57.000000,57.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.741365,0.992304,0.001583,0.017593,0.064206,0.000000
1611,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.626853,0.471991,0.600951,0.500204,0.000000,0.000000,0.000000,0,946686756.143188,-0.885965,-1.097494,-9.978993,-47.131564,-37.508814,-0.413726,6.347545,-3.811915,0.204500,20.126346,0.607753,1.279420,-3.735258,-8.211145,-5.148074,-31.295364,-18.149160,-57.000000,57.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.747052,1.029615,0.000578,0.013529,0.063902,0.000000
1612,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.630503,0.475253,0.596680,0.497565,0.000000,0.000000,0.000000,0,946686756.148101,0.110363,-1.174135,-9.978993,-18.138981,-39.500194,-0.413213,-27.711113,-5.763847,0.201761,11.520128,0.607753,1.279420,-3.747855,-8.061783,-5.344647,-31.803878,-18.092562,-50.000000,60.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.749571,1.068930,-0.002878,0.014034,0.063591,0.000000
1613,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.631103,0.476018,0.595398,0.497481,0.000000,0.000000,0.000000,0,946686756.153137,0.646847,-0.561010,-9.135946,-35.595569,-40.296744,-0.414909,-7.202674,-4.258670,0.196878,21.225013,0.607753,1.279420,-3.739276,-7.821389,-5.530689,-32.328666,-17.985673,-50.000000,60.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.747855,1.106138,-0.003561,0.014292,0.063250,0.000000
1614,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.623271,0.477703,0.602587,0.496440,0.000000,0.000000,0.000000,0,946686756.158111,-0.732684,-1.174135,-9.595791,-59.400005,-38.638446,-0.414379,25.879391,-2.487772,0.197518,21.652272,0.607753,1.279420,-3.758344,-7.487246,-5.723597,-32.713577,-17.877974,-53.000000,61.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.751669,1.144719,-0.000487,0.009855,0.062929,0.000000
1615,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.623931,0.479663,0.601334,0.495072,0.000000,0.000000,0.000000,0,946686756.163269,-0.732684,-1.710619,-10.132275,-39.196752,-39.101471,-0.412298,-8.545488,-2.909104,0.197960,11.153905,0.560999,1.282480,-3.778009,-7.202167,-5.928954,-33.105402,-17.820442,-53.000000,61.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.755602,1.185791,-0.001797,0.009501,0.062632,0.000000
1616,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.623697,0.479911,0.600954,0.495438,0.000000,0.000000,0.000000,0,946686756.168243,0.723488,-1.174135,-9.519150,-26.684163,-41.201443,-0.412083,-34.364147,-4.465051,0.192829,16.525161,0.560999,1.282480,-3.768451,-7.030733,-6.132125,-33.606574,-17.738246,-54.000000,64.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.753690,1.226425,-0.001804,0.009567,0.062325,0.000000
1617,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.625726,0.481850,0.598258,0.494166,0.000000,0.000000,0.000000,0,946686756.173156,-0.042919,-1.097494,-9.289228,-43.835567,-41.268731,-0.412167,22.888577,-1.015163,0.190844,29.892269,0.560999,1.282480,-3.763143,-6.648850,-6.333794,-34.079130,-17.591386,-54.000000,64.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.752629,1.266759,-0.003788,0.009946,0.061992,0.000000
1618,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.619298,0.485277,0.604089,0.491336,0.000000,0.000000,0.000000,0,946686756.178131,-1.345809,-1.863901,-9.978993,-38.098086,-36.770385,-0.409661,17.456282,-1.192616,0.193610,8.407239,0.560999,1.282480,-3.789686,-6.308764,-6.531375,-34.230593,-17.549560,-54.000000,60.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.757937,1.306275,-0.002288,0.005317,0.061693,0.000000
1619,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.608803,0.485410,0.614064,0.491723,0.000000,0.000000,0.000000,0,946686756.183227,-0.119559,-1.480697,-9.902353,-31.506089,-35.673201,-0.408555,-39.552294,-5.302293,0.191639,3.341166,0.560999,1.282480,-3.804468,-6.253505,-6.714657,-34.299206,-17.532534,-54.000000,60.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.760893,1.342931,0.002893,0.000263,0.061434,0.000000
1620,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.608605,0.489244,0.613676,0.488476,0.000000,0.000000,0.000000,0,946686756.188110,0.723488,-0.867572,-9.212587,-35.900752,-37.061065,-0.409641,-12.879117,-3.890045,0.186402,32.150640,0.560999,1.282480,-3.791105,-6.105894,-6.890120,-34.451376,-17.375541,-50.000000,64.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.758221,1.378024,0.001076,-0.001460,0.061140,0.000000
1621,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.603323,0.485372,0.618373,0.492931,0.000000,0.000000,0.000000,0,946686756.193145,-0.809325,-1.633979,-9.902353,-37.609792,-35.554147,-0.408195,31.433761,-3.625940,0.187064,23.239234,0.560999,1.282480,-3.815164,-5.957132,-7.075144,-34.498224,-17.258529,-50.000000,64.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.763033,1.415029,0.005652,-0.001873,0.060848,0.000000
1622,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.604891,0.486184,0.616244,0.492680,0.000000,0.000000,0.000000,0,946686756.198120,-1.039247,-1.710619,-10.285556,-19.359721,-31.706596,-0.406627,-1.526231,-4.017980,0.188386,0.594501,0.560999,1.282480,-3.845379,-5.844429,-7.242856,-34.291423,-17.255572,-59.000000,63.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.769076,1.448571,0.004462,-0.001214,0.060568,0.000000
1623,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.608744,0.496010,0.611862,0.483384,0.000000,0.000000,0.000000,0,946686756.203277,0.723488,-0.637651,-9.519150,-29.186683,-30.294659,-0.408699,-38.819849,-3.240521,0.183243,6.698202,0.225249,1.297440,-3.829367,-5.681036,-7.379909,-34.001970,-17.221030,-59.000000,63.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.765873,1.475982,-0.002377,-0.003936,0.060303,0.000000
1624,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.606746,0.495316,0.613312,0.484626,0.000000,0.000000,0.000000,0,946686756.208251,-0.042919,-0.944213,-9.442510,-43.835567,-31.608070,-0.409735,6.103397,-2.808859,0.181076,37.766046,0.225249,1.297440,-3.830825,-5.503244,-7.529880,-33.818067,-17.033181,-52.000000,64.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.766165,1.505976,-0.001031,-0.004314,0.060029,0.000000
1625,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.604681,0.488817,0.614851,0.491651,0.000000,0.000000,0.000000,0,946686756.213226,-1.269168,-1.787260,-10.132275,-27.050386,-30.577910,-0.408078,17.761467,-5.444376,0.183168,11.764275,0.225249,1.297440,-3.872699,-5.513618,-7.692673,-33.582026,-16.974654,-52.000000,64.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.774540,1.538535,0.003251,-0.001834,0.059766,0.000000
1626,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.603890,0.481600,0.615121,0.499389,0.000000,0.000000,0.000000,0,946686756.218200,-0.196200,-1.174135,-9.902353,-12.523576,-28.938214,-0.408526,-24.354076,-7.472992,0.181294,-1.175573,0.225249,1.297440,-3.898017,-5.651140,-7.833804,-33.252165,-16.980501,-51.000000,63.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.779603,1.566761,0.007255,0.001639,0.059506,0.000000
1627,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.610845,0.484105,0.607604,0.497445,0.000000,0.000000,0.000000,0,946686756.223205,0.800128,-0.254447,-9.059306,-41.210975,-29.925160,-0.412416,-11.597340,-3.051355,0.175690,21.530198,0.225249,1.297440,-3.877884,-5.487020,-7.956774,-33.004154,-16.872743,-51.000000,63.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.775577,1.591355,0.002525,0.004145,0.059225,0.000000
1628,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.613595,0.487014,0.604353,0.495038,0.000000,0.000000,0.000000,0,946686756.228118,-0.732684,-1.404057,-9.672431,-44.629048,-30.868112,-0.412201,15.503097,-2.543905,0.176101,27.939084,0.225249,1.297440,-3.894979,-5.307076,-8.111199,-32.838263,-16.735478,-48.000000,62.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.778996,1.622240,-0.000304,0.004316,0.058974,0.000000
1629,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.614231,0.490647,0.603197,0.491924,0.000000,0.000000,0.000000,0,946686756.233154,-0.962606,-1.863901,-10.055634,-8.312021,-28.427180,-0.410542,-0.732749,-4.511060,0.177117,6.881313,0.225249,1.297440,-3.925306,-5.267832,-8.263606,-32.525730,-16.700824,-48.000000,62.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.785061,1.652721,-0.002439,0.003078,0.058714,0.000000
1630,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.614969,0.493329,0.601943,0.489760,0.000000,0.000000,0.000000,0,946686756.238128,0.493566,-0.867572,-9.365869,-15.026094,-27.205382,-0.412249,-24.659261,-3.991358,0.172738,2.181463,0.225249,1.297440,-3.917502,-5.191119,-8.387916,-32.150148,-16.689974,-45.000000,61.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.783500,1.677583,-0.004149,0.002364,0.058456,0.000000
1631,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.610698,0.490924,0.605755,0.492623,0.000000,0.000000,0.000000,0,946686756.243286,0.110363,-0.561010,-9.212587,-53.601488,-28.366432,-0.415258,8.544878,-1.673289,0.169962,19.577013,0.025502,1.284520,-3.909310,-4.969846,-8.508961,-31.873136,-16.588995,-45.000000,61.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.781862,1.701792,-0.000811,0.001660,0.058226,0.000000
1632,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.610193,0.492028,0.605804,0.491974,0.000000,0.000000,0.000000,0,946686756.248291,-1.039247,-1.787260,-9.902353,-32.726828,-28.162843,-0.414059,11.718802,-2.015110,0.171408,23.727531,0.025502,1.284520,-3.930599,-4.789964,-8.656808,-31.605560,-16.470238,-44.000000,60.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.786120,1.731362,-0.001111,0.001084,0.057999,0.000000
1633,11,0.500000,0.000000,0.000000,0.000000,0.550000,0.613339,0.489420,0.602203,0.495039,0.000000,0.000000,0.000000,0,946686756.253173,-0.349481,-1.863901,-9.978993,-1.109653,-27.514624,-0.412714,-16.602375,-3.585318,0.170223,1.876278,0.025502,1.284520,-3.941823,-4.721239,-8.802502,-31.313416,-16.461079,-44.000000,60.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.788365,1.760500,-0.001379,0.004189,0.057771,0.000000
