seq,gx,gy,gz,ax,ay,az,mx,my,mz
4113,-0.041,0.097,0.031,0.10,-0.01,-9.85,52,-54,6
4114,-0.041,0.036,-0.091,0.10,-0.01,-9.85,49,-51,11
4115,0.081,-0.025,0.031,0.10,-0.01,-9.85,49,-51,11
4116,0.081,0.097,0.031,0.10,-0.01,-9.77,46,-54,6
4117,-0.041,0.036,0.031,0.10,-0.01,-9.77,46,-54,6
4118,-0.041,-0.025,0.031,0.10,-0.01,-9.77,52,-52,10
4119,0.081,-0.025,0.031,0.10,-0.01,-9.85,52,-52,10
4120,0.020,-0.086,-0.030,0.10,-0.01,-9.85,47,-51,15
4121,0.081,0.036,0.031,0.10,-0.01,-9.77,47,-51,15
4122,0.020,0.036,-0.030,0.03,-0.01,-9.77,50,-56,10
4123,0.020,0.036,0.092,0.10,-0.01,-9.77,50,-56,10
4124,-0.041,0.036,-0.030,0.10,-0.01,-9.77,53,-55,13
4125,0.020,-0.025,-0.030,0.10,-0.01,-9.77,53,-55,13
4126,0.020,-0.086,0.092,0.10,-0.01,-9.77,53,-53,5
4127,0.081,-0.025,0.031,0.10,-0.01,-9.77,53,-53,5
4128,0.020,-0.086,-0.030,0.10,-0.01,-9.77,47,-53,7
4129,0.020,-0.025,0.031,0.10,-0.01,-9.77,47,-53,7
4130,0.020,-0.086,0.031,0.03,-0.01,-9.77,53,-57,7
4131,-0.041,-0.086,-0.030,0.10,-0.01,-9.77,53,-57,7
4132,0.020,0.158,-0.030,0.10,-0.01,-9.77,53,-49,9
4133,0.081,0.036,-0.030,0.10,-0.01,-9.77,53,-49,9
4134,0.020,-0.147,0.031,0.03,-0.01,-9.85,50,-54,8
4135,0.020,0.036,-0.030,0.03,-0.01,-9.85,50,-54,8
4136,0.020,0.036,-0.030,0.03,-0.01,-9.85,51,-51,7
4137,0.020,-0.147,0.031,0.03,-0.01,-9.85,51,-51,7
4138,-0.041,-0.086,-0.030,0.03,-0.01,-9.85,50,-56,6
4139,-0.041,-0.025,0.031,0.03,-0.01,-9.77,50,-56,6
4140,0.081,0.036,0.031,0.03,-0.01,-9.77,53,-53,3
4141,0.020,0.036,-0.030,0.03,-0.01,-9.77,53,-53,3
4142,-0.041,-0.025,-0.030,0.03,-0.01,-9.77,47,-51,11
4143,0.020,0.036,-0.030,0.03,-0.01,-9.77,47,-51,11
4144,0.020,0.036,0.031,0.03,-0.01,-9.77,49,-53,15
4145,0.142,-0.025,-0.030,0.03,-0.01,-9.77,49,-53,15
4146,-0.041,0.036,-0.030,0.10,-0.01,-9.77,51,-59,9
4147,0.020,0.036,-0.030,0.10,-0.01,-9.77,51,-59,9
4148,0.020,0.097,-0.030,0.10,-0.01,-9.77,49,-51,7
4149,0.081,-0.025,0.031,0.10,-0.01,-9.77,49,-51,7
4150,0.020,0.036,0.031,0.10,-0.01,-9.77,46,-54,10
4151,-0.041,0.158,-0.091,0.10,-0.01,-9.77,46,-54,10
4152,-0.102,-0.208,0.092,0.10,-0.01,-9.77,58,-56,16
4153,-0.163,-0.147,0.092,0.03,-0.01,-9.77,58,-56,16
4154,-0.041,-0.025,-0.091,0.03,-0.01,-9.77,48,-52,10
4155,-0.041,-0.086,-0.091,0.03,-0.01,-9.77,48,-52,10
4156,-0.102,-0.147,0.031,0.03,-0.01,-9.77,51,-53,11
4157,-0.041,-0.025,0.092,0.03,-0.01,-9.77,51,-53,11
4158,-0.041,-0.025,-0.030,0.03,-0.01,-9.77,53,-51,11
4159,-0.041,0.036,-0.030,0.10,-0.01,-9.77,53,-51,11
4160,0.081,0.036,0.092,0.10,-0.01,-9.77,50,-52,6
4161,-0.041,0.036,-0.030,0.10,-0.01,-9.77,50,-52,6
4162,0.081,0.097,-0.030,0.10,-0.01,-9.77,51,-53,9
4163,-0.102,-0.086,-0.091,0.10,-0.01,-9.77,51,-53,9
4164,0.020,-0.025,0.092,0.10,-0.09,-9.77,54,-52,10
4165,0.020,-0.086,0.092,0.03,-0.09,-9.77,54,-52,10
4166,0.020,-0.086,0.092,0.03,-0.09,-9.77,50,-54,16
4167,0.020,0.097,0.031,0.03,-0.09,-9.77,50,-54,16
4168,0.081,-0.025,-0.030,0.03,-0.01,-9.77,53,-49,9
4169,0.020,-0.147,-0.091,0.03,-0.01,-9.77,53,-49,9
4170,0.081,0.036,-0.152,0.03,-0.01,-9.77,48,-56,10
4171,-0.041,-0.025,0.031,0.03,-0.01,-9.77,48,-56,10
4172,-0.041,-0.147,0.031,0.03,-0.09,-9.85,48,-54,8
4173,0.020,-0.086,0.092,0.10,-0.01,-9.85,48,-54,8
4174,-0.041,-0.025,0.031,0.10,-0.01,-9.85,50,-52,8
4175,-0.041,-0.025,0.031,0.10,-0.01,-9.85,50,-52,8
4176,0.081,-0.025,-0.091,0.10,-0.01,-9.85,51,-53,5
4177,-0.102,-0.025,-0.030,0.10,-0.01,-9.85,51,-53,5
4178,0.081,0.097,-0.030,0.10,-0.01,-9.85,51,-49,7
4179,0.020,-0.025,-0.030,0.10,-0.01,-9.85,51,-49,7
4180,-0.102,0.036,0.031,0.10,-0.01,-9.77,52,-56,4
4181,0.020,0.036,0.031,0.10,-0.01,-9.77,52,-56,4
4182,0.081,0.036,0.031,0.10,-0.01,-9.85,52,-48,10
4183,0.020,-0.025,-0.091,0.10,-0.01,-9.85,52,-48,10
4184,0.081,-0.025,0.031,0.03,-0.01,-9.85,51,-55,5
4185,0.020,0.036,-0.091,0.03,-0.01,-9.77,51,-55,5
4186,-0.041,-0.086,0.031,0.03,-0.01,-9.85,55,-51,9
4187,-0.102,0.097,0.031,0.10,-0.09,-9.85,55,-51,9
4188,0.020,-0.025,0.092,0.10,-0.01,-9.85,49,-53,13
4189,0.020,-0.025,-0.030,0.10,-0.01,-9.85,49,-53,13
4190,0.020,0.097,0.031,0.10,-0.01,-9.85,48,-54,10
4191,0.020,-0.025,-0.091,0.10,-0.01,-9.85,48,-54,10
4192,0.020,0.219,0.031,0.10,-0.01,-9.77,55,-57,7
4193,-0.041,0.097,-0.030,0.10,-0.01,-9.85,55,-57,7
4194,-0.041,0.036,0.154,0.10,-0.01,-9.85,50,-54,4
4195,0.020,0.036,0.031,0.10,-0.01,-9.85,50,-54,4
4196,0.020,0.036,-0.030,0.10,-0.01,-9.85,52,-52,6
4197,0.142,0.097,0.092,0.03,-0.01,-9.85,52,-52,6
4198,0.020,-0.025,0.031,0.03,-0.01,-9.77,55,-57,11
4199,0.081,-0.025,-0.030,0.03,-0.01,-9.85,55,-57,11
4200,0.020,-0.025,0.031,0.03,-0.01,-9.85,54,-50,14
4201,0.020,-0.025,-0.030,0.03,-0.01,-9.85,54,-50,14
4202,0.020,-0.025,0.031,0.03,-0.01,-9.77,45,-63,9
4203,-0.041,-0.025,0.031,0.03,-0.01,-9.77,45,-63,9
4204,-0.102,-0.025,-0.030,0.03,-0.01,-9.77,50,-46,10
4205,0.020,-0.086,-0.030,0.03,-0.01,-9.77,50,-46,10
4206,0.081,-0.086,-0.091,0.10,-0.01,-9.77,50,-56,10
4207,0.081,0.097,0.031,0.10,-0.01,-9.77,50,-56,10
4208,0.020,-0.025,-0.030,0.10,-0.01,-9.77,51,-51,11
4209,-0.102,-0.086,0.031,0.10,-0.01,-9.77,51,-51,11
4210,-0.041,-0.086,0.031,0.10,-0.01,-9.77,49,-53,5
4211,0.020,-0.086,-0.030,0.10,-0.01,-9.85,49,-53,5
4212,-0.041,-0.025,0.031,0.10,-0.01,-9.85,47,-51,9
4213,0.081,-0.025,0.092,0.03,-0.01,-9.85,47,-51,9
4214,0.020,-0.025,-0.091,0.10,-0.09,-9.85,50,-52,12
4215,-0.041,0.036,-0.030,0.10,-0.09,-9.85,50,-52,12
4216,0.020,0.097,-0.030,0.10,-0.09,-9.85,50,-52,12
4217,0.081,0.036,0.031,0.10,-0.09,-9.77,50,-52,12
4218,-0.041,0.036,0.092,0.10,-0.09,-9.77,51,-49,7
4219,-0.041,-0.147,-0.030,0.10,-0.01,-9.77,51,-49,7
4220,0.081,0.097,-0.030,0.10,-0.09,-9.77,45,-53,9
4221,-0.102,-0.086,-0.091,0.10,-0.09,-9.77,45,-53,9
4222,0.020,-0.025,0.031,0.10,-0.09,-9.77,51,-53,9
4223,-0.102,0.097,0.092,0.10,-0.01,-9.77,51,-53,9
4224,0.081,0.097,0.031,0.10,-0.01,-9.77,50,-46,6
4225,-0.041,0.036,0.092,0.10,-0.01,-9.77,50,-46,6
4226,-0.102,-0.086,-0.091,0.10,-0.01,-9.77,50,-50,10
4227,0.081,-0.025,0.031,0.10,-0.01,-9.77,50,-50,10
4228,0.020,0.036,0.031,0.10,-0.09,-9.77,45,-53,7
4229,-0.041,0.036,-0.030,0.10,-0.01,-9.77,45,-53,7
4230,0.020,-0.025,0.031,0.03,-0.01,-9.85,50,-52,14
4231,0.081,-0.025,-0.030,0.03,-0.01,-9.85,50,-52,14
4232,-0.102,-0.086,-0.030,0.03,-0.01,-9.85,45,-53,11
4233,-0.041,-0.086,-0.030,0.03,-0.01,-9.85,45,-53,11
4234,-0.041,0.036,0.031,0.03,-0.01,-9.85,47,-59,11
4235,-0.041,-0.025,0.031,0.10,-0.01,-9.85,47,-59,11
4236,0.020,-0.025,0.031,0.10,-0.01,-9.85,53,-51,5
4237,0.020,0.036,-0.030,0.10,-0.01,-9.85,53,-51,5
4238,0.020,-0.025,-0.030,0.10,-0.01,-9.85,49,-53,3
4239,0.081,0.036,-0.030,0.10,-0.01,-9.77,49,-53,3
4240,-0.041,0.158,0.092,0.10,-0.09,-9.77,50,-56,12
4241,-0.102,-0.025,-0.030,0.10,-0.01,-9.77,50,-56,12
4242,0.020,0.036,-0.030,0.10,-0.01,-9.77,48,-58,10
4243,0.020,0.036,0.154,0.10,-0.01,-9.77,48,-58,10
4244,0.020,0.036,0.031,0.10,-0.01,-9.77,54,-52,10
4245,-0.041,-0.025,-0.091,0.10,-0.01,-9.85,54,-52,10
4246,-0.102,0.036,-0.152,0.10,-0.01,-9.85,51,-53,13
4247,0.020,-0.025,-0.091,0.10,-0.01,-9.85,51,-53,13
4248,-0.041,-0.086,0.031,0.10,-0.01,-9.77,53,-49,15
4249,0.020,-0.086,0.031,0.10,-0.01,-9.77,53,-49,15
4250,-0.041,-0.025,0.031,0.10,-0.01,-9.85,52,-54,12
4251,-0.102,-0.025,-0.030,0.10,-0.01,-9.77,52,-54,12
4252,0.020,-0.025,0.031,0.10,-0.01,-9.85,54,-50,12
4253,0.020,0.036,0.092,0.10,-0.01,-9.77,54,-50,12
4254,0.081,0.036,-0.091,0.10,-0.09,-9.77,51,-57,7
4255,0.020,0.036,-0.030,0.10,-0.09,-9.77,51,-57,7
4256,-0.102,-0.025,-0.030,0.10,-0.01,-9.77,49,-53,13
4257,0.020,0.036,0.031,0.10,-0.01,-9.77,49,-53,13
4258,0.020,0.036,0.031,0.10,-0.01,-9.77,51,-51,9
4259,-0.041,-0.025,-0.030,0.10,-0.01,-9.77,51,-51,9
4260,-0.041,-0.025,0.031,0.10,-0.01,-9.77,50,-54,8
4261,0.020,-0.086,-0.030,0.10,-0.01,-9.77,50,-54,8
4262,0.020,-0.086,-0.030,0.10,-0.01,-9.77,49,-59,9
4263,0.081,-0.025,-0.030,0.10,-0.01,-9.77,49,-59,9
4264,0.020,-0.025,0.031,0.10,-0.01,-9.77,52,-50,12
4265,0.020,-0.025,0.031,0.10,-0.01,-9.77,52,-50,12
4266,-0.102,0.097,-0.030,0.10,-0.01,-9.85,50,-52,8
4267,-0.041,-0.086,0.031,0.10,-0.01,-9.85,50,-52,8
4268,0.081,-0.147,-0.030,0.10,-0.01,-9.85,48,-54,14
4269,-0.102,-0.025,-0.030,0.10,-0.01,-9.77,48,-54,14
4270,-0.041,-0.025,-0.091,0.10,-0.01,-9.77,52,-50,12
4271,-0.041,0.036,0.031,0.10,-0.01,-9.85,52,-50,12
4272,0.020,0.158,0.154,0.10,-0.01,-9.77,49,-51,11
4273,0.020,-0.025,0.092,0.10,-0.01,-9.77,49,-51,11
4274,-0.041,0.036,0.092,0.10,-0.09,-9.77,49,-51,9
4275,-0.041,-0.025,0.092,0.10,-0.01,-9.77,49,-51,9
4276,0.081,-0.025,-0.091,0.10,-0.01,-9.77,48,-54,10
4277,-0.041,-0.025,-0.091,0.10,-0.01,-9.85,48,-54,10
4278,0.020,0.097,-0.091,0.10,-0.01,-9.85,51,-51,11
4279,-0.041,0.097,0.092,0.10,-0.01,-9.85,51,-51,11
4280,-0.163,-0.025,0.092,0.10,-0.01,-9.85,45,-57,9
4281,-0.041,-0.086,-0.091,0.10,-0.01,-9.85,45,-57,9
4282,-0.041,-0.025,-0.030,0.10,-0.01,-9.85,51,-55,5
4283,0.020,-0.208,0.031,0.10,-0.01,-9.85,51,-55,5
4284,0.081,0.036,0.092,0.10,-0.01,-9.85,50,-54,10
4285,0.081,-0.147,0.092,0.10,-0.01,-9.85,50,-54,10
4286,0.020,-0.025,-0.030,0.03,-0.01,-9.85,46,-54,6
4287,0.020,-0.025,0.031,0.10,-0.01,-9.85,46,-54,6
4288,0.081,-0.086,-0.030,0.10,-0.01,-9.85,48,-56,8
4289,-0.041,-0.025,0.031,0.10,-0.01,-9.85,48,-56,8
4290,0.020,-0.086,0.031,0.10,-0.01,-9.85,48,-52,12
4291,-0.102,-0.147,0.031,0.03,-0.01,-9.85,48,-52,12
4292,0.020,-0.025,0.031,0.03,-0.01,-9.77,51,-53,7
4293,0.020,-0.025,0.031,0.03,-0.01,-9.85,51,-53,7
4294,0.081,-0.025,-0.030,0.03,-0.01,-9.85,47,-57,9
4295,0.020,-0.208,0.031,0.03,-0.01,-9.85,47,-57,9
4296,-0.041,0.036,0.031,0.10,-0.01,-9.85,51,-57,3
4297,0.081,-0.025,-0.030,0.03,-0.01,-9.85,51,-57,3
4298,0.081,-0.025,0.031,0.10,-0.01,-9.85,50,-54,8
4299,0.081,-0.025,0.031,0.10,-0.01,-9.77,50,-54,8
4300,-0.041,-0.086,0.031,0.10,-0.01,-9.77,54,-56,8
4301,-0.102,-0.086,0.031,0.10,-0.01,-9.77,54,-56,8
4302,-0.041,-0.147,-0.030,0.10,-0.01,-9.77,49,-57,13
4303,-0.041,-0.147,0.031,0.10,-0.01,-9.77,49,-57,13
4304,-0.041,-0.147,-0.030,0.10,-0.01,-9.77,44,-54,6
4305,0.020,-0.086,-0.030,0.10,-0.01,-9.77,44,-54,6
4306,0.020,0.036,0.031,0.10,-0.01,-9.77,51,-53,11
4307,-0.041,0.097,0.031,0.10,-0.01,-9.77,51,-53,11
4308,0.081,-0.025,-0.030,0.10,-0.01,-9.77,49,-57,9
4309,0.020,0.097,0.031,0.03,-0.01,-9.77,49,-57,9
4310,-0.102,-0.086,0.092,0.03,-0.01,-9.77,52,-56,10
4311,0.081,0.036,0.031,0.03,-0.01,-9.77,52,-56,10
4312,-0.102,-0.025,0.031,0.03,-0.01,-9.77,51,-55,9
4313,0.142,-0.025,-0.030,0.03,-0.09,-9.77,51,-55,9
4314,0.020,-0.025,-0.091,0.03,-0.09,-9.77,49,-55,9
4315,0.081,-0.025,-0.030,0.03,-0.09,-9.85,49,-55,9
4316,0.020,-0.025,-0.030,0.03,-0.01,-9.85,50,-58,8
4317,0.020,0.097,0.031,0.10,-0.09,-9.85,50,-58,8
4318,0.020,-0.086,-0.091,0.10,-0.01,-9.77,50,-52,6
4319,0.020,0.097,0.092,0.10,-0.01,-9.85,50,-52,6
4320,-0.041,-0.086,0.031,0.03,-0.01,-9.85,49,-53,5
4321,0.020,-0.086,-0.091,0.10,-0.01,-9.85,49,-53,5
4322,0.081,0.036,-0.030,0.10,-0.01,-9.85,56,-56,12
4323,-0.041,0.036,0.031,0.10,-0.01,-9.85,56,-56,12
4324,-0.041,-0.086,-0.091,0.10,-0.01,-9.77,54,-52,10
4325,0.020,-0.086,-0.030,0.10,-0.01,-9.85,54,-52,10
4326,-0.041,0.036,0.031,0.10,-0.01,-9.85,53,-53,11
4327,0.020,0.097,-0.030,0.10,-0.01,-9.85,53,-53,11
4328,0.020,0.036,0.031,0.10,-0.01,-9.85,48,-54,8
4329,-0.041,0.036,0.092,0.10,-0.01,-9.85,48,-54,8
4330,0.081,0.097,0.031,0.10,-0.01,-9.85,46,-52,6
4331,0.081,-0.025,-0.030,0.10,-0.01,-9.85,46,-52,6
4332,-0.041,-0.025,-0.091,0.10,-0.01,-9.85,47,-55,13
4333,0.081,-0.147,-0.030,0.10,-0.01,-9.85,47,-55,13
4334,-0.041,0.097,-0.030,0.03,-0.01,-9.85,50,-54,8
4335,0.142,-0.025,-0.030,0.03,-0.01,-9.85,50,-54,8
4336,-0.041,-0.025,-0.030,0.10,-0.01,-9.85,52,-52,8
4337,0.020,-0.086,-0.091,0.10,-0.01,-9.85,52,-52,8
4338,0.020,-0.086,-0.030,0.10,-0.01,-9.85,53,-53,9
4339,0.020,-0.086,0.092,0.10,-0.01,-9.85,53,-53,9
4340,-0.041,-0.025,0.031,0.10,-0.01,-9.85,48,-54,10
4341,-0.041,0.036,-0.030,0.10,-0.01,-9.85,48,-54,10
4342,0.081,0.036,0.092,0.10,-0.01,-9.85,47,-59,1
4343,0.020,-0.025,-0.030,0.10,-0.01,-9.85,47,-59,1
4344,0.020,-0.025,-0.030,0.10,-0.01,-9.77,53,-49,7
4345,0.020,-0.086,0.031,0.10,-0.01,-9.77,53,-49,7
4346,0.081,-0.086,0.031,0.10,-0.01,-9.77,47,-47,7
4347,0.081,0.158,0.031,0.10,-0.01,-9.77,47,-47,7
4348,-0.041,0.097,-0.030,0.10,-0.01,-9.77,52,-54,4
4349,-0.041,0.097,0.031,0.10,-0.01,-9.77,52,-54,4
4350,-0.041,-0.025,0.031,0.10,-0.01,-9.85,49,-51,7
4351,-0.041,-0.025,0.031,0.10,-0.01,-9.77,49,-51,7
4352,0.020,0.097,0.031,0.03,-0.01,-9.85,50,-52,4
4353,0.020,0.036,0.031,0.03,-0.01,-9.85,50,-52,4
4354,-0.041,0.036,0.092,0.03,-0.01,-9.85,47,-57,7
4355,-0.041,0.036,-0.091,0.03,-0.01,-9.85,47,-57,7
4356,-0.041,-0.086,-0.091,0.03,-0.01,-9.85,52,-54,12
4357,0.081,0.036,-0.091,0.03,-0.01,-9.85,52,-54,12
4358,0.020,0.097,-0.030,0.03,-0.01,-9.85,47,-51,11
4359,-0.102,-0.086,0.031,0.03,-0.01,-9.85,47,-51,11
4360,-0.041,0.158,0.031,0.03,-0.01,-9.85,50,-54,6
4361,-0.041,0.036,0.092,0.03,-0.01,-9.85,50,-54,6
4362,0.081,-0.025,-0.030,0.03,-0.01,-9.85,45,-57,7
4363,-0.041,-0.147,-0.091,0.03,-0.01,-9.77,45,-57,7
4364,0.020,0.036,0.031,0.03,-0.01,-9.77,50,-50,8
4365,-0.041,-0.025,-0.030,0.03,-0.01,-9.77,50,-50,8
4366,0.020,0.036,0.031,0.03,-0.01,-9.77,48,-54,6
4367,-0.041,0.097,-0.030,0.03,-0.01,-9.85,48,-54,6
4368,-0.102,-0.086,0.031,0.03,-0.01,-9.85,47,-55,5
4369,-0.041,-0.025,-0.030,0.03,-0.01,-9.77,47,-55,5
4370,-0.041,0.036,0.092,0.03,-0.01,-9.77,44,-56,10
4371,0.020,-0.025,-0.030,0.03,-0.01,-9.85,44,-56,10
4372,0.020,0.036,-0.030,0.03,-0.01,-9.85,44,-54,4
4373,-0.041,-0.025,-0.030,0.03,-0.01,-9.77,44,-54,4
4374,-0.102,0.036,0.092,0.10,-0.01,-9.77,48,-52,6
4375,-0.041,0.036,0.031,0.10,-0.01,-9.77,48,-52,6
4376,0.020,0.036,-0.030,0.10,-0.01,-9.77,51,-53,9
4377,0.020,-0.025,-0.030,0.10,-0.01,-9.85,51,-53,9
4378,0.081,-0.025,0.031,0.10,-0.01,-9.85,52,-54,12
4379,-0.102,0.036,-0.091,0.10,-0.01,-9.85,52,-54,12
4380,-0.102,-0.025,0.092,0.10,-0.01,-9.85,47,-55,11
4381,-0.041,-0.025,0.031,0.10,-0.01,-9.85,47,-55,11
4382,-0.041,-0.086,-0.030,0.10,-0.01,-9.85,53,-53,5
4383,0.020,-0.086,-0.091,0.03,-0.01,-9.85,53,-53,5
4384,0.081,0.036,0.031,0.03,-0.01,-9.85,53,-51,9
4385,0.081,0.097,0.031,0.03,-0.01,-9.85,53,-51,9
4386,-0.041,0.036,-0.091,0.03,-0.01,-9.85,49,-55,7
4387,-0.041,-0.025,-0.030,0.03,-0.01,-9.85,49,-55,7
4388,-0.102,-0.025,-0.030,0.03,-0.01,-9.85,48,-52,10
4389,0.020,-0.025,-0.091,0.03,-0.01,-9.85,48,-52,10
4390,-0.102,-0.208,0.031,0.03,-0.01,-9.85,48,-50,6
4391,0.020,-0.086,0.092,0.03,-0.01,-9.85,48,-50,6
4392,-0.041,-0.025,-0.030,0.10,-0.01,-9.85,53,-51,7
4393,0.081,-0.025,-0.030,0.03,-0.01,-9.85,53,-51,7
4394,-0.041,-0.025,0.092,0.10,-0.01,-9.85,49,-51,9
4395,0.020,0.097,0.031,0.10,-0.01,-9.85,49,-51,9
4396,0.081,0.036,0.092,0.10,-0.01,-9.85,53,-51,9
4397,0.142,-0.025,0.031,0.10,-0.01,-9.85,53,-51,9
4398,0.020,0.036,-0.030,0.10,-0.01,-9.85,50,-50,8
4399,-0.041,0.036,-0.091,0.03,-0.01,-9.85,50,-50,8
4400,-0.041,0.036,0.031,0.03,-0.01,-9.85,46,-56,8
4401,-0.041,-0.025,0.031,0.03,-0.01,-9.85,46,-56,8
4402,0.020,-0.025,-0.030,0.03,-0.01,-9.85,53,-53,5
4403,-0.102,-0.025,-0.030,0.10,-0.01,-9.85,53,-53,5
4404,0.020,-0.086,-0.091,0.10,-0.01,-9.85,47,-51,11
4405,0.020,0.097,-0.152,0.10,-0.01,-9.85,47,-51,11
4406,-0.041,-0.086,-0.091,0.10,-0.01,-9.85,46,-56,10
4407,0.081,0.036,0.092,0.10,-0.01,-9.85,46,-56,10
4408,-0.041,-0.025,0.154,0.10,-0.01,-9.85,45,-55,5
4409,0.081,0.036,0.031,0.10,-0.01,-9.85,45,-55,5
4410,-0.041,-0.086,-0.030,0.10,-0.01,-9.85,53,-53,11
4411,-0.041,-0.025,-0.030,0.10,-0.01,-9.85,53,-53,11
4412,0.020,0.097,-0.030,0.10,-0.01,-9.85,56,-56,6
4413,0.081,-0.086,0.031,0.10,-0.01,-9.85,56,-56,6
4414,0.020,-0.086,0.031,0.10,-0.01,-9.85,53,-55,7
4415,-0.102,-0.025,-0.091,0.03,-0.01,-9.85,53,-55,7
4416,-0.102,-0.025,0.092,0.03,-0.01,-9.85,48,-56,6
4417,-0.102,-0.025,0.092,0.03,-0.01,-9.85,48,-56,6
4418,0.081,-0.025,-0.091,0.03,-0.01,-9.85,57,-53,7
4419,0.142,-0.025,0.031,0.03,-0.01,-9.85,57,-53,7
4420,0.081,-0.025,0.092,0.10,-0.01,-9.85,52,-50,8
4421,0.020,-0.086,-0.030,0.10,-0.01,-9.85,52,-50,8
4422,0.142,0.036,-0.030,0.10,-0.01,-9.85,50,-56,12
4423,0.020,-0.025,-0.030,0.10,-0.01,-9.85,50,-56,12
4424,0.020,0.097,-0.030,0.10,-0.01,-9.85,52,-56,6
4425,0.020,0.036,-0.030,0.10,-0.09,-9.85,52,-56,6
4426,0.020,-0.086,-0.030,0.10,-0.09,-9.85,45,-59,1
4427,0.020,0.036,-0.030,0.10,-0.09,-9.85,45,-59,1
4428,0.020,-0.147,0.031,0.03,-0.01,-9.85,52,-50,8
4429,0.081,-0.086,0.092,0.03,-0.01,-9.85,52,-50,8
4430,0.081,-0.025,-0.091,0.03,-0.01,-9.85,50,-54,8
4431,0.020,-0.086,0.031,0.03,-0.01,-9.85,50,-54,8
4432,0.020,-0.025,0.031,0.03,-0.01,-9.85,50,-54,10
4433,0.020,0.036,0.031,0.03,-0.01,-9.85,50,-54,10
4434,-0.041,0.036,-0.030,0.03,-0.01,-9.85,51,-55,13
4435,-0.102,-0.025,-0.030,0.03,-0.01,-9.85,51,-55,13
4436,0.081,-0.025,0.031,0.03,-0.01,-9.85,51,-51,11
4437,-0.041,0.036,-0.091,0.10,-0.01,-9.85,51,-51,11
4438,0.020,0.097,0.154,0.10,-0.01,-9.85,50,-54,6
4439,-0.041,-0.086,0.092,0.10,-0.01,-9.85,50,-54,6
4440,-0.041,0.036,-0.030,0.10,-0.09,-9.85,51,-57,11
4441,0.081,-0.025,-0.030,0.10,-0.09,-9.85,51,-57,11
4442,0.020,0.036,0.092,0.10,-0.09,-9.85,49,-53,11
4443,0.020,0.097,-0.030,0.10,-0.09,-9.85,49,-53,11
4444,0.020,0.036,0.031,0.10,-0.09,-9.85,51,-51,5
4445,-0.163,-0.025,0.031,0.10,-0.09,-9.85,51,-51,5
4446,-0.041,-0.025,0.031,0.10,-0.09,-9.85,49,-59,7
4447,-0.041,-0.147,-0.030,0.10,-0.09,-9.85,49,-59,7
4448,-0.041,0.036,0.031,0.10,-0.09,-9.85,50,-50,4
4449,-0.102,-0.086,-0.030,0.10,-0.01,-9.85,50,-50,4
4450,-0.041,-0.025,-0.030,0.10,-0.01,-9.85,52,-50,2
4451,-0.041,0.097,0.031,0.10,-0.09,-9.85,52,-50,2
4452,0.081,-0.025,0.031,0.03,-0.01,-9.85,52,-56,14
4453,-0.041,-0.025,-0.091,0.03,-0.01,-9.85,52,-56,14
4454,0.020,0.036,0.092,0.03,-0.01,-9.85,50,-54,12
4455,-0.102,-0.086,0.092,0.10,-0.01,-9.85,50,-54,12
4456,-0.102,-0.147,0.031,0.10,-0.01,-9.85,49,-49,9
4457,0.020,0.036,-0.091,0.10,-0.01,-9.85,49,-49,9
4458,0.081,0.036,-0.091,0.10,-0.01,-9.85,49,-61,11
4459,-0.041,-0.025,-0.030,0.10,-0.01,-9.85,49,-61,11
4460,0.020,0.036,0.092,0.10,-0.01,-9.85,48,-50,6
4461,0.081,0.036,0.031,0.10,-0.01,-9.85,48,-50,6
4462,0.020,0.036,-0.030,0.10,-0.09,-9.77,45,-55,5
4463,-0.041,0.097,-0.091,0.10,-0.09,-9.77,45,-55,5
4464,-0.041,-0.086,-0.030,0.03,-0.09,-9.77,47,-53,5
4465,-0.041,-0.025,-0.030,0.03,-0.09,-9.77,47,-53,5
4466,0.020,-0.025,0.092,0.03,-0.09,-9.77,49,-53,7
4467,-0.041,0.097,0.031,0.03,-0.09,-9.77,49,-53,7
4468,0.020,0.036,0.031,0.03,-0.09,-9.77,52,-50,8
4469,-0.102,0.036,0.092,0.03,-0.09,-9.77,52,-50,8
4470,0.081,-0.086,0.031,0.03,-0.09,-9.77,49,-57,9
4471,-0.102,0.097,-0.030,0.03,-0.09,-9.77,49,-57,9
4472,0.020,0.097,0.031,0.10,-0.09,-9.77,53,-53,9
4473,0.020,0.097,0.031,0.03,-0.01,-9.77,53,-53,9
4474,0.020,0.036,-0.030,0.10,-0.01,-9.77,51,-55,11
4475,0.020,-0.025,0.031,0.10,-0.01,-9.77,51,-55,11
4476,-0.041,-0.086,0.092,0.10,-0.01,-9.77,54,-56,8
4477,0.081,0.036,-0.091,0.10,-0.01,-9.77,54,-56,8
4478,-0.041,-0.086,-0.030,0.03,-0.01,-9.77,52,-56,8
4479,-0.041,-0.086,-0.030,0.03,-0.01,-9.77,52,-56,8
4480,-0.102,-0.025,-0.091,0.03,-0.01,-9.77,50,-50,8
4481,0.020,0.036,-0.030,0.10,-0.09,-9.77,50,-50,8
4482,0.081,-0.025,-0.091,0.10,-0.09,-9.77,51,-53,11
4483,0.081,0.097,0.031,0.10,-0.09,-9.77,51,-53,11
4484,0.081,-0.147,-0.030,0.10,-0.09,-9.77,54,-50,4
