seq,gx,gy,gz,ax,ay,az,mx,my,mz
40848,-1.767,0.789,-0.612,0.15,7.02,-6.78,-107,-11,23
40849,-2.195,0.240,0.487,0.15,7.02,-6.85,-107,-11,23
40850,-0.425,-0.005,0.365,0.15,7.02,-6.85,-111,-9,27
40851,1.040,1.094,-0.551,0.15,7.02,-6.85,-111,-9,27
40852,1.223,1.582,-0.734,0.15,7.02,-6.78,-101,-5,29
40853,-0.058,-0.188,0.121,0.15,7.02,-6.78,-101,-5,29
40854,-2.378,-1.469,-0.123,0.15,6.94,-6.85,-106,-8,26
40855,-2.317,-0.798,0.182,0.23,6.94,-6.85,-106,-8,26
40856,0.369,0.301,0.182,0.15,6.94,-6.85,-108,-8,26
40857,1.834,0.789,-0.490,0.15,7.02,-6.85,-108,-8,26
40858,0.796,0.484,-0.123,0.15,6.94,-6.78,-107,-9,23
40859,-1.279,-0.432,-0.062,0.15,6.94,-6.85,-107,-9,23
40860,-1.828,-0.615,-0.123,0.15,6.94,-6.85,-108,-10,28
40861,0.613,0.606,-0.367,0.15,7.02,-6.85,-108,-10,28
40862,1.895,0.972,-0.123,0.15,7.02,-6.85,-111,-9,29
40863,0.552,0.240,-0.184,0.07,7.02,-6.85,-111,-9,29
40864,-1.096,-0.127,-0.123,0.07,7.02,-6.85,-104,-8,28
40865,-0.852,0.179,-0.123,0.07,7.02,-6.78,-104,-8,28
40866,0.003,0.667,-0.123,0.07,7.02,-6.78,-105,-11,27
40867,-0.119,0.972,-0.367,0.15,7.02,-6.85,-105,-11,27
40868,-0.486,0.545,-0.062,0.15,7.02,-6.78,-107,-9,25
40869,-0.791,0.301,-0.184,0.07,7.02,-6.78,-107,-9,25
40870,-0.241,0.545,-0.184,0.15,6.94,-6.78,-97,-9,23
40871,0.552,0.484,-0.428,0.15,7.02,-6.78,-97,-9,23
40872,0.491,0.056,-0.123,0.15,7.02,-6.78,-106,-8,28
40873,0.003,-0.310,0.060,0.15,6.94,-6.78,-106,-8,28
40874,-0.180,-0.310,0.060,0.15,6.94,-6.78,-102,-6,26
40875,0.064,-0.005,-0.184,0.15,7.02,-6.78,-102,-6,26
40876,0.308,0.056,-0.123,0.15,7.02,-6.78,-106,-8,30
40877,0.003,0.056,-0.001,0.15,7.02,-6.78,-106,-8,30
40878,-0.608,0.301,0.060,0.15,7.02,-6.85,-101,-11,23
40879,-0.547,0.301,-0.123,0.15,7.02,-6.85,-101,-11,23
40880,-0.547,0.423,-0.184,0.15,7.02,-6.78,-104,-8,24
40881,-0.486,0.484,-0.001,0.15,7.02,-6.85,-104,-8,24
40882,0.247,0.484,0.121,0.07,7.02,-6.85,-108,-6,30
40883,0.918,0.301,0.243,0.07,7.02,-6.85,-108,-6,30
40884,0.186,-0.066,0.060,0.07,7.02,-6.78,-103,-7,23
40885,-0.669,-0.066,-0.123,0.15,6.94,-6.78,-103,-7,23
40886,-0.486,-0.127,-0.123,0.15,7.02,-6.78,-103,-15,25
40887,0.369,0.056,-0.001,0.15,7.02,-6.78,-103,-15,25
40888,0.552,0.362,-0.001,0.15,7.02,-6.78,-107,-7,29
40889,-0.363,0.606,-0.123,0.15,7.02,-6.78,-107,-7,29
40890,-0.974,0.301,0.182,0.15,7.02,-6.78,-107,-5,25
40891,-0.974,0.117,0.121,0.15,6.94,-6.85,-107,-5,25
40892,-0.425,0.240,-0.001,0.23,6.94,-6.85,-103,-5,29
40893,0.552,0.484,-0.367,0.23,7.02,-6.85,-103,-5,29
40894,0.918,0.545,-0.184,0.15,7.02,-6.85,-104,-6,32
40895,0.125,0.179,0.060,0.15,7.02,-6.85,-104,-6,32
40896,-0.363,-0.493,0.182,0.23,6.94,-6.85,-105,-7,25
40897,-0.547,-0.127,-0.184,0.23,6.94,-6.85,-105,-7,25
40898,-0.241,0.240,-0.001,0.23,6.94,-6.85,-110,-10,26
40899,0.918,0.606,-0.123,0.23,7.02,-6.85,-110,-10,26
40900,1.895,0.545,0.121,0.15,7.02,-6.85,-107,-11,25
40901,0.613,0.179,0.243,0.15,7.02,-6.78,-107,-11,25
40902,-1.828,-0.737,0.304,0.15,7.02,-6.78,-104,-4,28
40903,-2.011,-0.798,-0.001,0.15,7.02,-6.78,-104,-4,28
40904,-0.180,-0.127,-0.245,0.15,7.10,-6.85,-105,-11,25
40905,1.223,0.667,-0.428,0.15,7.02,-6.85,-105,-11,25
40906,0.430,0.728,-0.245,0.07,7.02,-6.78,-106,-12,26
40907,-1.157,0.423,0.426,0.15,7.02,-6.78,-106,-12,26
40908,-1.157,0.179,0.365,0.15,7.02,-6.85,-103,-5,29
40909,0.308,0.789,0.060,0.15,7.02,-6.85,-103,-5,29
40910,0.857,0.728,-0.245,0.15,7.02,-6.85,-106,-12,26
40911,0.491,0.117,-0.184,0.15,7.02,-6.85,-106,-12,26
40912,-0.180,-0.127,-0.123,0.15,6.94,-6.78,-112,-8,26
40913,0.186,-0.066,-0.062,0.15,6.94,-6.78,-112,-8,26
40914,0.430,0.179,0.060,0.15,7.02,-6.78,-104,-8,28
40915,0.125,0.117,0.182,0.23,7.02,-6.78,-104,-8,28
40916,-0.547,-0.066,0.365,0.15,7.02,-6.78,-105,-11,27
40917,-0.852,-0.005,0.060,0.15,7.02,-6.78,-105,-11,27
40918,-0.486,0.179,-0.123,0.15,7.02,-6.78,-105,-5,25
40919,0.003,0.362,-0.184,0.15,7.02,-6.78,-105,-5,25
40920,0.247,0.301,0.060,0.15,7.02,-6.78,-109,-11,29
40921,0.003,0.056,0.243,0.15,7.02,-6.85,-109,-11,29
40922,-0.180,0.117,0.121,0.15,7.02,-6.78,-108,-10,26
40923,-0.119,0.117,0.121,0.15,7.02,-6.78,-108,-10,26
40924,0.125,0.240,0.121,0.15,7.02,-6.78,-103,-7,29
40925,0.186,0.423,0.060,0.15,7.02,-6.78,-103,-7,29
40926,-0.058,0.545,-0.001,0.15,7.02,-6.78,-104,-6,30
40927,-0.058,0.362,0.060,0.15,6.94,-6.78,-104,-6,30
40928,-0.058,0.423,0.121,0.15,6.94,-6.78,-106,-6,26
40929,-0.058,0.301,0.060,0.15,7.02,-6.78,-106,-6,26
40930,-0.180,0.240,-0.001,0.15,6.94,-6.78,-105,-7,29
40931,-0.241,0.056,0.121,0.23,6.94,-6.78,-105,-7,29
40932,-0.241,0.117,0.121,0.23,7.02,-6.78,-108,-8,30
40933,-0.119,-0.005,-0.001,0.23,6.94,-6.78,-108,-8,30
40934,0.064,0.117,0.060,0.15,7.02,-6.78,-110,-12,28
40935,0.064,0.117,-0.001,0.15,7.02,-6.78,-110,-12,28
40936,-0.058,0.117,0.060,0.15,7.02,-6.85,-103,-3,25
40937,0.003,0.179,0.060,0.15,6.94,-6.85,-103,-3,25
40938,-0.119,0.240,0.060,0.15,7.02,-6.85,-108,-6,28
40939,0.064,0.240,-0.001,0.15,7.02,-6.85,-108,-6,28
40940,0.003,0.240,-0.123,0.15,7.02,-6.85,-104,-12,26
40941,-0.119,0.362,-0.001,0.15,7.02,-6.85,-104,-12,26
40942,-0.302,0.240,-0.001,0.15,7.02,-6.85,-109,-5,29
40943,-0.241,0.301,-0.062,0.15,7.02,-6.85,-109,-5,29
40944,0.064,0.301,-0.062,0.15,7.02,-6.85,-103,-9,29
40945,-0.119,0.301,0.060,0.15,7.02,-6.85,-103,-9,29
40946,-0.119,0.179,-0.001,0.15,7.02,-6.85,-105,-13,25
40947,-0.241,0.056,0.121,0.15,7.02,-6.85,-105,-13,25
40948,-0.180,-0.066,-0.062,0.15,7.02,-6.85,-106,-8,30
40949,0.003,0.117,0.060,0.15,7.02,-6.85,-106,-8,30
40950,0.003,0.117,0.060,0.15,7.02,-6.85,-104,-10,22
40951,0.003,0.179,0.060,0.15,7.02,-6.85,-104,-10,22
40952,0.064,0.179,0.060,0.15,7.02,-6.85,-105,-7,19
40953,-0.058,0.179,-0.062,0.15,7.02,-6.85,-105,-7,19
40954,-0.119,0.362,0.121,0.15,7.02,-6.85,-103,-5,29
40955,0.003,0.362,-0.062,0.15,7.02,-6.85,-103,-5,29
40956,-0.119,0.362,0.060,0.15,7.02,-6.85,-108,-6,28
40957,-0.058,0.240,-0.001,0.15,7.02,-6.85,-108,-6,28
40958,-0.119,0.240,-0.001,0.15,7.02,-6.85,-108,-6,26
40959,-0.119,0.179,0.060,0.15,7.02,-6.85,-108,-6,26
40960,-0.119,0.240,-0.001,0.23,7.02,-6.85,-107,-13,29
40961,-0.119,0.240,-0.001,0.15,7.02,-6.85,-107,-13,29
40962,-0.119,0.056,0.060,0.15,7.02,-6.85,-108,-6,24
40963,-0.119,-0.066,0.121,0.15,7.02,-6.78,-108,-6,24
40964,0.003,0.117,-0.123,0.23,6.94,-6.78,-103,-11,31
40965,0.125,0.117,-0.001,0.15,6.94,-6.78,-103,-11,31
40966,0.125,0.240,-0.001,0.15,6.94,-6.78,-111,-5,29
40967,0.003,0.240,0.060,0.15,7.02,-6.78,-111,-5,29
40968,-0.180,0.056,0.121,0.15,6.94,-6.78,-104,-10,22
40969,-0.119,0.117,0.060,0.15,6.94,-6.78,-104,-10,22
40970,-0.058,0.179,0.060,0.15,6.94,-6.78,-107,-5,25
40971,0.003,0.301,0.060,0.15,6.94,-6.85,-107,-5,25
40972,0.064,0.240,0.060,0.15,7.02,-6.85,-103,-9,29
40973,0.003,0.423,0.060,0.15,6.94,-6.85,-103,-9,29
40974,-0.058,0.240,0.060,0.15,7.02,-6.85,-102,-6,26
40975,-0.180,0.179,0.060,0.15,6.94,-6.85,-102,-6,26
40976,-0.058,0.240,0.060,0.15,6.94,-6.85,-102,-8,28
40977,0.186,0.179,0.060,0.15,7.02,-6.85,-102,-8,28
40978,-0.058,0.117,-0.062,0.15,7.02,-6.85,-103,-5,29
40979,-0.058,0.056,-0.001,0.15,7.02,-6.85,-103,-5,29
40980,-0.180,0.117,-0.001,0.15,7.02,-6.85,-101,-1,25
40981,-0.241,0.056,0.060,0.15,7.02,-6.85,-101,-1,25
40982,-0.119,0.117,0.060,0.15,7.02,-6.85,-111,-7,25
40983,-0.241,0.056,-0.001,0.15,7.02,-6.85,-111,-7,25
40984,-0.302,0.117,0.060,0.15,7.02,-6.85,-104,-4,24
40985,-0.180,0.056,0.060,0.15,7.02,-6.85,-104,-4,24
40986,-0.058,0.240,0.060,0.15,7.02,-6.85,-99,-11,27
40987,0.125,0.179,-0.001,0.15,7.02,-6.85,-99,-11,27
40988,0.125,0.301,0.060,0.07,7.02,-6.85,-108,-6,26
40989,-0.058,0.301,0.060,0.07,7.02,-6.85,-108,-6,26
40990,-0.119,0.240,0.060,0.07,7.02,-6.85,-107,-7,29
40991,-0.180,0.179,0.121,0.07,7.02,-6.85,-107,-7,29
40992,-0.119,0.240,-0.001,0.07,6.94,-6.85,-108,-6,30
40993,0.003,0.240,-0.062,0.07,6.94,-6.85,-108,-6,30
40994,-0.058,0.423,-0.123,0.07,6.94,-6.85,-108,-4,26
40995,0.003,0.179,0.060,0.15,7.02,-6.85,-108,-4,26
40996,-0.119,0.117,-0.123,0.15,7.02,-6.85,-103,-13,27
40997,-0.119,0.117,-0.062,0.15,7.02,-6.85,-103,-13,27
40998,-0.058,0.056,0.060,0.15,7.02,-6.85,-102,-2,26
40999,-0.119,-0.005,0.060,0.15,7.02,-6.85,-102,-2,26
41000,0.003,0.117,0.060,0.15,7.02,-6.85,-104,-6,28
41001,-0.058,0.179,0.060,0.15,7.02,-6.85,-104,-6,28
41002,0.003,0.179,-0.001,0.15,7.02,-6.78,-102,-14,26
41003,-0.058,0.117,0.121,0.15,7.02,-6.78,-102,-14,26
41004,-0.058,0.117,0.060,0.15,7.02,-6.78,-104,-6,26
41005,-0.180,0.240,-0.123,0.15,7.02,-6.78,-104,-6,26
41006,-0.058,0.301,-0.001,0.15,7.02,-6.78,-106,-10,24
41007,0.003,0.240,0.060,0.15,7.02,-6.78,-106,-10,24
41008,-0.119,0.117,0.060,0.15,7.02,-6.85,-104,-10,32
41009,-0.058,0.179,0.060,0.15,7.02,-6.85,-104,-10,32
41010,0.064,0.117,-0.062,0.15,7.02,-6.85,-108,-14,26
41011,-0.058,0.179,0.121,0.15,7.02,-6.85,-108,-14,26
41012,-0.058,-0.005,-0.001,0.15,6.94,-6.78,-109,-3,27
41013,-0.180,0.117,0.060,0.15,7.02,-6.85,-109,-3,27
41014,-0.119,0.179,-0.001,0.15,6.94,-6.85,-105,-11,25
41015,0.003,0.240,-0.001,0.15,7.02,-6.85,-105,-11,25
41016,0.003,0.117,-0.123,0.15,7.02,-6.85,-102,-10,28
41017,-0.119,0.179,-0.001,0.15,7.02,-6.85,-102,-10,28
41018,-0.180,0.056,-0.001,0.15,6.94,-6.85,-104,-10,28
41019,-0.119,0.179,-0.062,0.15,7.02,-6.85,-104,-10,28
41020,0.064,0.240,-0.062,0.15,7.02,-6.85,-103,-9,29
41021,0.003,0.301,0.060,0.15,7.02,-6.85,-103,-9,29
41022,-0.119,0.179,0.060,0.15,7.02,-6.85,-107,-7,27
41023,-0.241,0.179,-0.001,0.15,7.02,-6.85,-107,-7,27
41024,-0.302,0.117,-0.001,0.15,7.02,-6.85,-110,-10,28
41025,0.003,0.179,-0.062,0.15,7.02,-6.85,-110,-10,28
41026,-0.058,0.240,-0.001,0.15,7.02,-6.85,-107,-5,29
41027,0.064,0.240,-0.001,0.15,7.02,-6.85,-107,-5,29
41028,-0.302,0.056,0.182,0.15,7.02,-6.85,-105,-11,27
41029,-0.241,0.117,0.060,0.15,7.02,-6.85,-105,-11,27
41030,-0.119,0.179,0.060,0.15,7.02,-6.85,-103,-7,27
41031,-0.119,0.117,-0.001,0.15,7.02,-6.85,-103,-7,27
41032,-0.058,0.179,0.060,0.15,7.02,-6.85,-103,-7,29
41033,-0.119,0.240,0.121,0.15,7.02,-6.85,-103,-7,29
41034,-0.241,0.117,-0.001,0.15,7.02,-6.85,-104,-10,28
41035,-0.058,0.179,-0.062,0.15,7.02,-6.85,-104,-10,28
41036,-0.058,0.179,0.060,0.15,7.02,-6.85,-106,-10,26
41037,0.125,0.240,-0.062,0.15,7.02,-6.85,-106,-10,26
41038,0.186,0.179,-0.062,0.15,7.02,-6.85,-109,-9,29
41039,-0.180,0.179,-0.123,0.15,7.02,-6.85,-109,-9,29
41040,-0.180,0.179,0.060,0.15,7.02,-6.85,-103,-13,25
41041,-0.180,0.056,0.060,0.15,7.02,-6.85,-103,-13,25
41042,-0.119,0.301,-0.001,0.15,7.02,-6.85,-106,-10,28
41043,0.003,0.240,0.060,0.15,7.02,-6.85,-106,-10,28
41044,0.064,0.179,-0.062,0.15,7.02,-6.85,-103,-7,29
41045,-0.180,-0.005,0.060,0.15,7.02,-6.85,-103,-7,29
41046,-0.241,0.240,0.060,0.15,7.02,-6.85,-103,-11,23
41047,-0.119,0.117,0.121,0.15,7.02,-6.85,-103,-11,23
41048,-0.119,0.117,0.060,0.15,7.02,-6.85,-104,-6,28
41049,-0.241,0.179,0.060,0.15,7.02,-6.85,-104,-6,28
41050,-0.119,0.117,0.060,0.15,6.94,-6.85,-106,-8,32
41051,0.003,0.179,0.060,0.15,7.02,-6.85,-106,-8,32
41052,0.003,0.240,0.060,0.15,7.02,-6.85,-100,-8,24
41053,0.125,0.240,-0.001,0.15,7.02,-6.85,-100,-8,24
41054,-0.180,0.179,-0.062,0.15,7.02,-6.85,-107,-9,31
41055,-0.119,0.301,0.060,0.15,6.94,-6.85,-107,-9,31
41056,-0.241,0.301,0.060,0.15,7.02,-6.78,-101,-13,23
41057,-0.058,0.240,0.121,0.15,7.02,-6.85,-101,-13,23
41058,-0.180,0.301,-0.001,0.15,7.02,-6.85,-105,-11,31
41059,-0.058,0.240,0.060,0.15,7.02,-6.78,-105,-11,31
41060,-0.058,0.117,0.060,0.15,7.02,-6.78,-109,-7,27
41061,0.064,0.179,-0.062,0.15,7.02,-6.78,-109,-7,27
41062,0.064,0.117,-0.001,0.15,7.02,-6.78,-106,-10,28
41063,-0.058,0.117,0.060,0.15,7.02,-6.85,-106,-10,28
41064,-0.180,0.179,-0.001,0.15,7.02,-6.85,-104,-6,24
41065,-0.058,0.179,0.060,0.15,7.02,-6.78,-104,-6,24
41066,0.003,0.117,-0.001,0.15,7.02,-6.85,-108,-6,32
41067,-0.058,0.240,-0.001,0.15,7.02,-6.85,-108,-6,32
41068,-0.180,0.240,-0.001,0.15,7.02,-6.85,-103,-3,29
41069,-0.119,0.117,-0.001,0.15,7.02,-6.85,-103,-3,29
41070,-0.180,0.179,-0.001,0.15,7.02,-6.85,-105,-9,23
41071,-0.180,0.301,-0.001,0.15,7.02,-6.85,-105,-9,23
41072,-0.180,0.117,-0.001,0.15,7.02,-6.78,-109,-7,31
41073,-0.119,0.179,0.121,0.15,7.02,-6.78,-109,-7,31
41074,0.003,0.056,0.121,0.15,7.02,-6.78,-102,-12,28
41075,-0.058,0.179,-0.001,0.15,7.02,-6.78,-102,-12,28
41076,0.186,0.056,0.121,0.15,7.02,-6.78,-109,-5,25
41077,0.125,0.301,0.121,0.15,7.02,-6.78,-109,-5,25
41078,0.003,0.240,0.060,0.15,7.02,-6.78,-105,-5,29
41079,-0.180,0.301,0.060,0.15,7.02,-6.78,-105,-5,29
41080,-0.180,0.240,0.060,0.15,7.02,-6.78,-108,-8,26
41081,-0.119,0.362,0.060,0.15,7.02,-6.85,-108,-8,26
41082,0.003,0.240,-0.123,0.15,7.02,-6.78,-104,-8,32
41083,0.003,0.362,-0.001,0.15,7.02,-6.85,-104,-8,32
41084,-0.119,0.117,-0.001,0.15,7.02,-6.85,-105,-7,25
41085,-0.119,-0.005,0.060,0.15,7.02,-6.85,-105,-7,25
41086,-0.180,0.056,0.121,0.15,7.02,-6.85,-102,-8,24
41087,-0.058,0.056,-0.001,0.15,7.02,-6.85,-102,-8,24
41088,0.003,0.056,0.060,0.15,7.02,-6.78,-104,-8,22
41089,0.064,0.179,-0.001,0.15,7.02,-6.85,-104,-8,22
41090,-0.180,0.179,0.121,0.15,7.02,-6.85,-105,-15,33
41091,-0.119,0.117,0.060,0.15,7.02,-6.85,-105,-15,33
41092,-0.119,0.179,0.121,0.07,7.02,-6.85,-107,-9,27
41093,-0.119,0.240,0.060,0.07,7.02,-6.85,-107,-9,27
41094,-0.058,0.423,-0.001,0.07,7.02,-6.85,-107,-9,33
41095,-0.180,0.362,-0.001,0.15,7.02,-6.85,-107,-9,33
41096,-0.180,0.484,0.121,0.15,7.02,-6.85,-106,-10,28
41097,-0.241,0.179,0.121,0.15,7.02,-6.85,-106,-10,28
41098,-0.180,0.240,0.060,0.15,7.02,-6.85,-104,-10,28
41099,-0.180,0.117,-0.062,0.15,7.02,-6.85,-104,-10,28
41100,-0.058,0.179,-0.062,0.15,7.02,-6.85,-105,-9,27
41101,-0.119,0.056,0.060,0.15,7.02,-6.78,-105,-9,27
41102,-0.058,0.056,-0.001,0.15,7.02,-6.78,-101,-9,29
41103,-0.058,0.117,-0.001,0.15,7.02,-6.78,-101,-9,29
41104,0.003,0.179,-0.001,0.15,7.02,-6.78,-106,-6,34
41105,0.003,0.301,-0.123,0.15,7.02,-6.78,-106,-6,34
41106,-0.180,0.240,0.060,0.15,7.02,-6.78,-106,-8,30
41107,-0.241,0.301,0.060,0.15,7.02,-6.78,-106,-8,30
41108,-0.180,0.240,-0.001,0.15,7.02,-6.78,-102,-6,28
41109,-0.241,0.301,0.060,0.15,7.02,-6.78,-102,-6,28
41110,-0.058,0.240,0.060,0.15,7.02,-6.78,-105,-11,27
41111,0.003,0.179,0.060,0.15,7.02,-6.78,-105,-11,27
41112,-0.058,0.179,0.060,0.15,7.02,-6.78,-108,-8,26
41113,0.003,0.179,-0.001,0.15,7.02,-6.78,-108,-8,26
41114,-0.058,0.301,0.060,0.15,7.02,-6.78,-108,-4,32
41115,-0.058,0.117,0.060,0.15,7.02,-6.78,-108,-4,32
41116,0.003,0.117,0.060,0.15,7.02,-6.78,-108,-6,30
41117,-0.119,0.179,0.060,0.15,7.02,-6.78,-108,-6,30
41118,-0.180,0.301,0.060,0.15,7.02,-6.78,-107,-5,25
41119,0.064,0.301,-0.062,0.15,7.02,-6.78,-107,-5,25
41120,0.247,0.362,0.060,0.15,7.02,-6.78,-106,-2,24
41121,0.186,0.301,0.060,0.15,7.02,-6.78,-106,-2,24
41122,-0.058,0.240,0.060,0.15,7.02,-6.78,-104,-6,24
41123,-0.180,0.240,0.060,0.15,7.02,-6.78,-104,-6,24
41124,-0.119,0.179,0.060,0.15,7.02,-6.78,-105,-11,27
41125,0.003,0.240,0.060,0.15,7.02,-6.78,-105,-11,27
41126,-0.119,0.240,-0.001,0.15,7.02,-6.78,-110,-14,28
41127,-0.241,0.117,0.060,0.15,7.02,-6.78,-110,-14,28
41128,-0.241,0.056,0.060,0.15,7.02,-6.78,-110,-8,34
41129,-0.119,0.056,0.060,0.15,7.02,-6.78,-110,-8,34
41130,0.064,0.179,-0.001,0.15,7.02,-6.78,-108,-12,24
41131,0.003,0.179,0.060,0.15,7.02,-6.78,-108,-12,24
41132,-0.119,0.056,0.060,0.15,7.02,-6.78,-102,-10,28
41133,-0.119,0.117,0.060,0.15,7.02,-6.85,-102,-10,28
41134,0.003,0.179,-0.001,0.15,7.02,-6.85,-101,-5,29
41135,0.003,0.240,0.060,0.15,7.02,-6.78,-101,-5,29
41136,0.003,0.301,0.060,0.15,7.02,-6.78,-103,-7,29
41137,0.064,0.362,0.121,0.15,7.02,-6.85,-103,-7,29
41138,0.003,0.179,-0.001,0.15,7.02,-6.85,-110,-8,28
41139,0.003,0.179,0.121,0.15,7.02,-6.85,-110,-8,28
41140,-0.058,0.179,0.060,0.15,7.02,-6.78,-104,-12,30
41141,-0.058,0.179,-0.001,0.15,7.02,-6.78,-104,-12,30
41142,-0.241,0.179,0.182,0.15,7.02,-6.78,-103,-11,25
41143,-0.180,0.117,0.121,0.15,7.02,-6.78,-103,-11,25
41144,-0.180,0.179,-0.001,0.15,7.02,-6.78,-107,-3,27
41145,-0.119,0.179,0.060,0.15,7.02,-6.78,-107,-3,27
41146,-0.119,0.179,0.182,0.15,7.02,-6.85,-103,-13,27
41147,-0.119,0.240,-0.001,0.15,7.02,-6.85,-103,-13,27
41148,-0.058,0.240,-0.062,0.15,7.02,-6.85,-107,-11,31
41149,0.064,0.301,0.060,0.15,7.02,-6.85,-107,-11,31
41150,0.125,0.301,-0.001,0.15,7.02,-6.85,-109,-9,27
41151,0.003,0.301,0.060,0.15,7.02,-6.85,-109,-9,27
41152,-0.119,0.240,0.121,0.15,7.02,-6.85,-105,-5,23
41153,-0.302,0.240,0.243,0.15,7.02,-6.85,-105,-5,23
41154,-0.180,0.240,0.121,0.15,7.02,-6.85,-102,-10,26
41155,-0.119,0.301,-0.001,0.15,7.02,-6.85,-102,-10,26
41156,0.003,0.362,-0.001,0.15,7.02,-6.78,-104,-6,30
41157,-0.058,0.240,0.121,0.15,7.02,-6.78,-104,-6,30
41158,-0.180,0.179,0.121,0.15,7.02,-6.78,-107,-3,29
41159,-0.119,0.056,0.121,0.15,7.02,-6.78,-107,-3,29
41160,-0.180,0.117,-0.062,0.15,7.02,-6.78,-104,-6,24
41161,-0.119,0.117,-0.001,0.15,7.02,-6.78,-104,-6,24
41162,0.064,0.240,-0.001,0.15,7.02,-6.78,-101,-5,25
41163,0.003,0.179,-0.001,0.15,7.02,-6.78,-101,-5,25
41164,0.064,0.179,0.060,0.15,7.02,-6.78,-102,-4,28
41165,-0.180,0.056,0.121,0.15,7.02,-6.78,-102,-4,28
41166,-0.302,0.179,-0.001,0.15,7.02,-6.78,-107,-9,29
41167,-0.180,0.301,0.121,0.15,7.02,-6.78,-107,-9,29
41168,-0.058,0.362,-0.001,0.15,7.02,-6.78,-108,-6,30
41169,-0.058,0.240,0.060,0.15,7.02,-6.78,-108,-6,30
41170,-0.058,0.240,0.060,0.15,7.02,-6.85,-100,-8,20
41171,-0.058,0.179,0.121,0.15,7.02,-6.78,-100,-8,20
41172,-0.119,0.117,0.060,0.15,7.02,-6.85,-109,-9,25
41173,-0.119,0.179,0.060,0.15,7.02,-6.85,-109,-9,25
41174,0.003,0.179,0.121,0.15,7.02,-6.85,-105,-7,31
41175,-0.058,0.117,-0.001,0.15,7.02,-6.85,-105,-7,31
41176,-0.119,0.117,0.121,0.15,7.02,-6.85,-104,-4,26
41177,-0.058,0.240,0.182,0.15,7.02,-6.85,-104,-4,26
41178,-0.058,0.117,-0.001,0.15,7.02,-6.85,-107,-7,29
41179,0.003,0.240,-0.001,0.15,7.02,-6.85,-107,-7,29
41180,-0.058,0.301,0.121,0.15,7.02,-6.78,-107,-11,23
41181,-0.058,0.301,-0.062,0.15,7.02,-6.85,-107,-11,23
41182,-0.119,0.179,0.060,0.15,7.02,-6.85,-102,-4,28
41183,0.064,0.301,-0.001,0.15,7.02,-6.85,-102,-4,28
41184,0.003,0.423,-0.062,0.15,7.02,-6.85,-106,-12,24
41185,0.064,0.179,-0.062,0.15,7.02,-6.85,-106,-12,24
41186,-0.119,0.056,-0.001,0.15,7.02,-6.78,-107,-5,25
41187,-0.241,-0.066,0.060,0.15,7.02,-6.85,-107,-5,25
41188,-0.180,-0.066,-0.001,0.15,7.02,-6.85,-102,-6,26
41189,-0.119,0.056,-0.001,0.23,7.02,-6.85,-102,-6,26
41190,0.003,-0.005,-0.062,0.15,7.02,-6.78,-104,-2,28
41191,-0.058,0.117,-0.062,0.15,7.02,-6.78,-104,-2,28
41192,-0.119,0.179,-0.001,0.15,7.02,-6.78,-96,-10,28
41193,-0.119,0.240,-0.001,0.15,7.02,-6.78,-96,-10,28
41194,-0.119,0.117,-0.001,0.15,7.02,-6.85,-102,-12,24
41195,-0.058,0.301,-0.001,0.15,7.02,-6.85,-102,-12,24
41196,0.003,0.240,0.060,0.15,7.02,-6.85,-106,-10,26
41197,0.003,0.301,-0.001,0.15,7.02,-6.78,-106,-10,26
41198,-0.058,0.240,0.060,0.15,7.02,-6.78,-103,-5,25
41199,0.003,0.301,-0.123,0.15,7.02,-6.85,-103,-5,25
41200,0.125,0.240,-0.001,0.15,7.02,-6.85,-105,-11,25
41201,-0.058,0.240,0.121,0.15,7.02,-6.85,-105,-11,25
41202,-0.119,0.179,0.060,0.15,7.02,-6.78,-106,-4,26
41203,-0.119,-0.005,0.060,0.15,7.02,-6.78,-106,-4,26
41204,-0.241,0.056,0.060,0.15,7.02,-6.85,-106,-10,26
41205,-0.058,0.117,-0.001,0.15,7.02,-6.85,-106,-10,26
41206,-0.180,0.117,0.060,0.15,7.02,-6.85,-103,-11,27
41207,-0.119,0.240,-0.001,0.15,7.02,-6.85,-103,-11,27
41208,-0.119,0.240,-0.062,0.15,7.02,-6.85,-100,-6,26
41209,-0.180,0.240,-0.001,0.15,6.94,-6.85,-100,-6,26
41210,-0.119,0.301,0.121,0.15,6.94,-6.85,-110,-12,26
41211,-0.119,0.301,0.060,0.15,7.02,-6.85,-110,-12,26
41212,-0.058,0.362,0.060,0.15,6.94,-6.85,-105,-3,25
41213,-0.180,0.240,-0.062,0.15,6.94,-6.85,-105,-3,25
41214,0.003,0.240,-0.062,0.15,7.02,-6.85,-111,-5,27
41215,-0.058,0.240,0.060,0.15,7.02,-6.85,-111,-5,27
41216,-0.058,0.179,-0.062,0.15,7.02,-6.78,-109,-3,29
41217,-0.119,0.056,0.060,0.15,7.02,-6.85,-109,-3,29
41218,-0.180,0.179,0.060,0.15,7.02,-6.85,-106,-2,24
41219,-0.119,0.056,0.060,0.15,7.02,-6.85,-106,-2,24
41220,-0.180,0.056,0.060,0.15,7.02,-6.85,-101,-9,19
41221,-0.180,0.056,-0.001,0.15,7.02,-6.85,-101,-9,19
41222,-0.241,0.179,-0.001,0.15,7.02,-6.85,-109,-9,27
