nr,time,flyState,ax,ay,az,gx,gy,gz,height_speed,set_h,height,throttle,set_pitch,pitch,set_roll,roll,set_yaw,yaw,motval_0,motval_1, motval_2,motval_3,hor_xv,hor_yv, hor_dt,hor_seqNum,xPos,yPos,targetXVel,targetYVel,targetPitch, targetRoll, adj_pitch, adj_roll, adj_yaw, adj_h
658,946684905.377044,11,0.554877,-0.672137,-9.343256,22.949919,0.379650,-3.459578,0.046750,0.400000,0.322320,0.663330,0.000000,-1.804210,0.000000,0.050036,0.000000,-7.174999,0.659672,0.635500,0.692035,0.666116,-0.247003,0.197603,0.032623,95,-0.020646,-0.017219,0.000000,0.000000,0.000000,0.000000,0.015745,-0.000437,0.012523,0.003330
659,946684905.382049,11,-0.364810,-0.059012,-9.343256,9.094516,11.915647,-25.554979,0.046750,0.400000,0.322320,0.663330,0.000000,-1.743825,0.000000,0.091858,0.000000,-7.302902,0.660057,0.636168,0.692096,0.665001,-0.247003,0.197603,0.032623,95,-0.021882,-0.016230,0.000000,0.000000,0.000000,0.000000,0.015218,-0.000802,0.012746,0.003330
660,946684905.387176,11,-0.441451,0.247550,-9.573178,23.499253,-0.474868,-11.333354,0.072251,0.400000,0.325380,0.663239,0.000000,-1.748336,0.000000,0.221136,0.000000,-7.361009,0.658899,0.637064,0.693273,0.663719,-0.249348,0.199479,0.032623,95,-0.023161,-0.015207,0.000000,0.000000,0.000000,0.000000,0.015257,-0.001930,0.012847,0.003239
661,946684905.392852,11,0.631518,-0.518856,-9.419897,25.696586,-1.512497,5.695974,0.072251,0.400000,0.325380,0.663239,0.000000,-1.711501,0.000000,0.341042,0.000000,-7.328679,0.658118,0.638488,0.693941,0.662407,-0.249348,0.199479,0.032623,95,-0.024576,-0.014075,0.000000,0.000000,0.000000,0.000000,0.014936,-0.002976,0.012791,0.003239
662,946684905.397125,11,-0.058248,-0.442216,-9.343256,9.887997,10.267648,-18.291573,0.072251,0.400000,0.325380,0.663239,0.000000,-1.654370,0.000000,0.360500,0.000000,-7.406840,0.658583,0.639020,0.693749,0.661602,-0.249348,0.199479,0.032623,95,-0.025641,-0.013222,0.000000,0.000000,0.000000,0.000000,0.014437,-0.003146,0.012927,0.003239
663,946684905.402160,11,-0.594732,0.324191,-9.419897,15.564441,3.614612,-22.564166,0.072251,0.400000,0.325380,0.663239,0.000000,-1.646034,0.000000,0.449456,0.000000,-7.520452,0.658078,0.639671,0.694651,0.660555,-0.249579,0.199663,0.032593,96,-0.026898,-0.012217,0.000000,0.000000,0.000000,0.000000,0.014364,-0.003922,0.013126,0.003239
664,946684905.407196,11,0.248315,-0.135653,-9.649818,27.710807,-0.841090,7.221900,0.072251,0.400000,0.325380,0.663239,0.000000,-1.623207,0.000000,0.578419,0.000000,-7.484083,0.657088,0.641059,0.695514,0.659294,-0.249579,0.199663,0.032593,96,-0.028155,-0.011212,0.000000,0.000000,0.000000,0.000000,0.014165,-0.005048,0.013062,0.003239
665,946684905.412139,11,0.324955,-0.748778,-9.573178,12.207404,5.201575,-10.478835,0.072251,0.400000,0.325380,0.663239,0.000000,-1.567421,0.000000,0.601211,0.000000,-7.535879,0.657466,0.641654,0.695316,0.658518,-0.249579,0.199663,0.032593,96,-0.029389,-0.010225,0.000000,0.000000,0.000000,0.000000,0.013678,-0.005247,0.013153,0.003239
666,946684905.417205,11,-0.441451,0.017628,-9.343256,7.507554,7.398908,-23.845943,0.072251,0.400000,0.325380,0.663239,0.000000,-1.533861,0.000000,0.634758,0.000000,-7.656681,0.657677,0.642029,0.695527,0.657721,-0.249579,0.199663,0.032593,96,-0.030653,-0.009213,0.000000,0.000000,0.000000,0.000000,0.013385,-0.005539,0.013363,0.003239
667,946684905.422180,11,-0.288170,0.247550,-9.649818,23.377178,0.074465,-0.896024,0.072251,0.400000,0.325380,0.663239,0.000000,-1.530286,0.000000,0.755634,0.000000,-7.661138,0.656662,0.643107,0.696558,0.656628,-0.249579,0.199663,0.032593,96,-0.031895,-0.008220,0.000000,0.000000,0.000000,0.000000,0.013354,-0.006594,0.013371,0.003239
668,946684905.427337,11,0.478237,-0.595497,-9.726460,17.700736,-7.738273,-0.224616,0.046749,0.400000,0.326060,0.663218,0.000000,-1.533751,0.000000,0.814731,0.000000,-7.662297,0.656097,0.643570,0.697086,0.656120,-0.250101,0.200080,0.032593,96,-0.033184,-0.007188,0.000000,0.000000,0.000000,0.000000,0.013385,-0.007110,0.013373,0.003218
669,946684905.432434,11,0.018393,-0.365575,-9.496537,3.784295,14.540238,-21.526535,0.046749,0.400000,0.326060,0.663218,0.000000,-1.443556,0.000000,0.811248,0.000000,-7.772015,0.657106,0.644136,0.696460,0.655171,-0.250101,0.200080,0.032593,96,-0.034459,-0.006168,0.000000,0.000000,0.000000,0.000000,0.012597,-0.007079,0.013565,0.003218
670,946684905.437255,11,-0.594732,0.094269,-9.573178,11.963256,9.168981,-17.376019,0.046749,0.400000,0.326060,0.663218,0.000000,-1.410504,0.000000,0.865952,0.000000,-7.855786,0.657063,0.644755,0.696795,0.654259,-0.250100,0.200080,0.032593,97,-0.035665,-0.005204,0.000000,0.000000,0.000000,0.000000,0.012309,-0.007557,0.013711,0.003218
671,946684905.442291,11,0.171674,-0.288934,-9.879741,16.479995,-12.071902,7.160863,0.046749,0.400000,0.326060,0.663218,0.000000,-1.448787,0.000000,0.929114,0.000000,-7.819724,0.656115,0.645035,0.697617,0.654105,-0.250100,0.200080,0.032593,97,-0.036924,-0.004196,0.000000,0.000000,0.000000,0.000000,0.012643,-0.008108,0.013648,0.003218
672,946684905.447326,11,0.324955,-0.595497,-9.573178,9.521775,3.736686,-8.159429,0.046749,0.400000,0.326060,0.663218,0.000000,-1.400826,0.000000,0.943297,0.000000,-7.860806,0.656482,0.645506,0.697394,0.653491,-0.250100,0.200080,0.032593,97,-0.038184,-0.003189,0.000000,0.000000,0.000000,0.000000,0.012225,-0.008232,0.013720,0.003218
673,946684905.452270,11,-0.518091,-0.135653,-9.496537,3.173925,19.179052,-26.409497,0.046749,0.400000,0.326060,0.663218,0.000000,-1.314503,0.000000,0.945150,0.000000,-7.991377,0.657447,0.646047,0.696885,0.652494,-0.250100,0.200080,0.032593,97,-0.039420,-0.002199,0.000000,0.000000,0.000000,0.000000,0.011471,-0.008248,0.013948,0.003218
674,946684905.457336,11,-0.288170,0.094269,-9.879741,9.033479,-4.198126,-0.468764,0.046749,0.400000,0.326060,0.663218,0.000000,-1.333454,0.000000,0.986676,0.000000,-7.993751,0.656923,0.646240,0.697417,0.652293,-0.250100,0.200080,0.032593,97,-0.040687,-0.001186,0.000000,0.000000,0.000000,0.000000,0.011637,-0.008610,0.013952,0.003218
675,946684905.462463,11,0.478237,-0.518856,-9.726460,9.521775,-4.259163,2.766198,0.046749,0.400000,0.326060,0.663218,0.000000,-1.320250,0.000000,1.004799,0.000000,-7.979568,0.656855,0.646538,0.697435,0.652044,-0.250100,0.200080,0.032593,97,-0.041969,-0.000160,0.000000,0.000000,0.000000,0.000000,0.011521,-0.008769,0.013927,0.003218
676,946684905.467468,11,0.018393,-0.442216,-9.189975,2.807703,21.071201,-20.610981,0.025500,0.400000,0.327420,0.663177,0.000000,-1.200369,0.000000,0.990372,0.000000,-8.082726,0.658167,0.647238,0.696402,0.650903,-0.256921,0.205537,0.031860,98,-0.043255,0.000869,0.000000,0.000000,0.000000,0.000000,0.010475,-0.008643,0.014107,0.003177
677,946684905.472503,11,-0.518091,-0.059012,-9.803100,4.638814,6.300241,-18.230537,0.025500,0.400000,0.327420,0.663177,0.000000,-1.177280,0.000000,1.002673,0.000000,-8.174516,0.658421,0.647386,0.696468,0.650434,-0.256921,0.205537,0.031860,98,-0.044549,0.001904,0.000000,0.000000,0.000000,0.000000,0.010274,-0.008750,0.014267,0.003177
678,946684905.477386,11,0.171674,-0.288934,-9.649818,7.873776,-7.921385,11.250344,0.025500,0.400000,0.327420,0.663177,0.000000,-1.195102,0.000000,1.019937,0.000000,-8.119580,0.658019,0.647477,0.696679,0.650535,-0.256921,0.205537,0.031860,98,-0.045803,0.002907,0.000000,0.000000,0.000000,0.000000,0.010429,-0.008901,0.014171,0.003177
679,946684905.482421,11,0.401596,-0.365575,-9.189975,-3.784295,15.394757,-6.633503,0.025500,0.400000,0.327420,0.663177,0.000000,-1.086491,0.000000,0.975805,0.000000,-8.152979,0.659410,0.647982,0.695404,0.649914,-0.256921,0.205537,0.031860,98,-0.047097,0.003942,0.000000,0.000000,0.000000,0.000000,0.009481,-0.008516,0.014230,0.003177
680,946684905.487457,11,-0.364810,-0.135653,-9.573178,0.061037,10.328685,-29.888608,0.025500,0.400000,0.327420,0.663177,0.000000,-1.037874,0.000000,0.961773,0.000000,-8.303498,0.660220,0.648021,0.695120,0.649349,-0.256921,0.205537,0.031860,98,-0.048391,0.004977,0.000000,0.000000,0.000000,0.000000,0.009057,-0.008393,0.014492,0.003177
681,946684905.492431,11,-0.058248,-0.288934,-9.726460,3.173925,-0.719016,3.803827,0.025500,0.400000,0.327420,0.663177,0.000000,-1.031544,0.000000,0.956733,0.000000,-8.284577,0.660286,0.648065,0.694988,0.649371,-0.256921,0.205537,0.031860,98,-0.049669,0.006000,0.000000,0.000000,0.000000,0.000000,0.009002,-0.008349,0.014459,0.003177
682,946684905.497467,11,0.401596,-0.442216,-9.189975,-11.719107,13.563647,-1.872616,0.025500,0.400000,0.327420,0.663177,0.000000,-0.933182,0.000000,0.869746,0.000000,-8.294008,0.661920,0.648148,0.693387,0.649255,-0.256921,0.205537,0.031860,98,-0.050963,0.007035,0.000000,0.000000,0.000000,0.000000,0.008144,-0.007590,0.014476,0.003177
683,946684905.502441,11,-0.211529,-0.059012,-9.343256,-8.117923,10.755944,-22.442091,0.025500,0.400000,0.327420,0.663177,0.000000,-0.877773,0.000000,0.819187,0.000000,-8.405636,0.663039,0.647996,0.692657,0.649018,-0.197765,0.197765,0.033112,99,-0.051946,0.008018,0.000000,0.000000,0.000000,0.000000,0.007660,-0.007149,0.014671,0.003177
684,946684905.507598,11,-0.211529,-0.059012,-9.726460,3.845332,-3.038423,-5.595874,0.029750,0.400000,0.328440,0.663147,0.000000,-0.890893,0.000000,0.828785,0.000000,-8.434493,0.662861,0.647884,0.692875,0.648968,-0.198381,0.198381,0.033112,99,-0.052969,0.009041,0.000000,0.000000,0.000000,0.000000,0.007775,-0.007233,0.014721,0.003147
685,946684905.512603,11,0.248315,-0.518856,-9.343256,-11.291848,17.897275,-0.224616,0.029750,0.400000,0.328440,0.663147,0.000000,-0.779508,0.000000,0.742001,0.000000,-8.435618,0.664592,0.648097,0.691148,0.648751,-0.198381,0.198381,0.033112,99,-0.053962,0.010034,0.000000,0.000000,0.000000,0.000000,0.006802,-0.006475,0.014723,0.003147
686,946684905.517517,11,-0.058248,-0.212294,-8.960053,-21.485031,12.526017,-11.333354,0.029750,0.400000,0.328440,0.663147,0.000000,-0.710540,0.000000,0.620299,0.000000,-8.491309,0.666353,0.647539,0.689581,0.649114,-0.198381,0.198381,0.033112,99,-0.054937,0.011009,0.000000,0.000000,0.000000,0.000000,0.006201,-0.005413,0.014820,0.003147
687,946684905.522583,11,-0.288170,0.170909,-9.726460,-5.981628,-2.855312,-16.399426,0.029750,0.400000,0.328440,0.663147,0.000000,-0.726987,0.000000,0.591260,0.000000,-8.574389,0.666608,0.646997,0.689616,0.649366,-0.198381,0.198381,0.033112,99,-0.055942,0.012014,0.000000,0.000000,0.000000,0.000000,0.006344,-0.005160,0.014965,0.003147
688,946684905.527618,11,0.095034,-0.672137,-9.419897,-3.601184,6.666463,1.362346,0.029750,0.400000,0.328440,0.663147,0.000000,-0.679179,0.000000,0.537615,0.000000,-8.567530,0.667481,0.646958,0.688719,0.649429,-0.198381,0.198381,0.033112,99,-0.056941,0.013013,0.000000,0.000000,0.000000,0.000000,0.005927,-0.004692,0.014953,0.003147
689,946684905.532592,11,0.171674,-0.595497,-9.036694,-24.536881,16.127202,-6.023133,0.029750,0.400000,0.328440,0.663147,0.000000,-0.581735,0.000000,0.383373,0.000000,-8.597489,0.669730,0.646410,0.686574,0.649872,-0.203066,0.203066,0.032348,100,-0.057951,0.014023,0.000000,0.000000,0.000000,0.000000,0.005077,-0.003346,0.015005,0.003147
690,946684905.537628,11,-0.364810,0.400831,-9.496537,-18.494216,8.375500,-20.855128,0.029750,0.400000,0.328440,0.663147,0.000000,-0.546519,0.000000,0.303726,0.000000,-8.702515,0.670916,0.645839,0.685755,0.650077,-0.203066,0.203066,0.032348,100,-0.058974,0.015046,0.000000,0.000000,0.000000,0.000000,0.004769,-0.002651,0.015189,0.003147
691,946684905.542572,11,-0.211529,-0.212294,-9.649818,-4.028443,-2.367016,-1.506394,0.029750,0.400000,0.328440,0.663147,0.000000,-0.558328,0.000000,0.270746,0.000000,-8.709962,0.671114,0.645436,0.685584,0.650455,-0.203066,0.203066,0.032348,100,-0.059978,0.016050,0.000000,0.000000,0.000000,0.000000,0.004872,-0.002363,0.015202,0.003147
692,946684905.547729,11,0.324955,-0.902059,-9.266616,-14.648885,6.788538,-1.201209,0.004250,0.400000,0.327760,0.663167,0.000000,-0.499793,0.000000,0.151458,0.000000,-8.716157,0.672697,0.644915,0.684063,0.650994,-0.202646,0.202646,0.032348,100,-0.061023,0.017095,0.000000,0.000000,0.000000,0.000000,0.004362,-0.001322,0.015213,0.003167
693,946684905.552764,11,-0.058248,-0.059012,-9.343256,-27.100437,18.202460,-16.338388,0.004250,0.400000,0.327760,0.663167,0.000000,-0.402685,0.000000,0.010209,0.000000,-8.798422,0.674920,0.644386,0.682127,0.651236,-0.202646,0.202646,0.032348,100,-0.062043,0.018115,0.000000,0.000000,0.000000,0.000000,0.003514,-0.000089,0.015356,0.003167
694,946684905.557678,11,-0.671373,0.170909,-9.726460,-19.714957,7.826167,-14.995575,0.004250,0.400000,0.327760,0.663167,0.000000,-0.385274,0.000000,-0.080754,0.000000,-8.872109,0.675995,0.643616,0.681309,0.651749,-0.202646,0.202646,0.032348,100,-0.063039,0.019111,0.000000,0.000000,0.000000,0.000000,0.003362,0.000705,0.015485,0.003167
695,946684905.562713,11,0.095034,-0.442216,-9.496537,-11.658071,-8.470717,4.841456,0.004250,0.400000,0.327760,0.663167,0.000000,-0.415651,0.000000,-0.159835,0.000000,-8.847732,0.676377,0.642703,0.680842,0.652747,-0.202646,0.202646,0.032348,100,-0.064059,0.020131,0.000000,0.000000,0.000000,0.000000,0.003627,0.001395,0.015442,0.003167
696,946684905.567718,11,0.324955,-0.595497,-9.266616,-20.142216,13.807795,-4.253059,0.004250,0.400000,0.327760,0.663167,0.000000,-0.324452,0.000000,-0.287532,0.000000,-8.869019,0.678324,0.642347,0.678969,0.653028,-0.200373,0.100187,0.032715,101,-0.065062,0.020633,0.000000,0.000000,0.000000,0.000000,0.002831,0.002509,0.015479,0.003167
697,946684905.572692,11,-0.594732,0.324191,-9.649818,-31.678213,22.291940,-30.132756,0.004250,0.400000,0.327760,0.663167,0.000000,-0.232595,0.000000,-0.430059,0.000000,-9.018900,0.680631,0.641644,0.677185,0.653209,-0.200373,0.100187,0.032715,101,-0.066059,0.021131,0.000000,0.000000,0.000000,0.000000,0.002030,0.003753,0.015741,0.003167
698,946684905.577758,11,-0.594732,-0.135653,-9.803100,-20.203254,-2.794275,3.071383,0.004250,0.400000,0.327760,0.663167,0.000000,-0.265121,0.000000,-0.536437,0.000000,-9.003340,0.681249,0.640459,0.676513,0.654448,-0.200373,0.100187,0.032715,101,-0.067074,0.021638,0.000000,0.000000,0.000000,0.000000,0.002314,0.004681,0.015714,0.003167
699,946684905.582702,11,0.554877,-0.672137,-9.343256,-19.592883,-2.977386,5.757012,0.004250,0.400000,0.327760,0.663167,0.000000,-0.248300,0.000000,-0.660667,0.000000,-8.974877,0.682430,0.639571,0.675233,0.655435,-0.200373,0.100187,0.032715,101,-0.068064,0.022134,0.000000,0.000000,0.000000,0.000000,0.002167,0.005765,0.015664,0.003167
700,946684905.587890,11,-0.134888,-0.135653,-9.573178,-30.030215,24.733422,-26.409497,0.016999,0.400000,0.329800,0.663106,0.000000,-0.119803,0.000000,-0.818709,0.000000,-9.111889,0.685108,0.639013,0.672910,0.655393,-0.201620,0.100810,0.032715,101,-0.069110,0.022657,0.000000,0.000000,0.000000,0.000000,0.001045,0.007145,0.015903,0.003106
701,946684905.592895,11,-0.977935,0.324191,-9.726460,-27.100437,8.619648,-12.370982,0.016999,0.400000,0.329800,0.663106,0.000000,-0.112816,0.000000,-0.935758,0.000000,-9.173806,0.686299,0.637944,0.671936,0.656245,-0.201620,0.100810,0.032715,101,-0.070119,0.023161,0.000000,0.000000,0.000000,0.000000,0.000985,0.008166,0.016011,0.003106
702,946684905.597808,11,0.095034,-0.288934,-9.573178,-24.536881,-9.081088,9.968566,0.016999,0.400000,0.329800,0.663106,0.000000,-0.147407,0.000000,-1.063283,0.000000,-9.124831,0.687024,0.636615,0.671039,0.657745,-0.201620,0.000000,0.032715,102,-0.071110,0.023161,0.000000,0.000000,0.000000,0.000000,0.001286,0.009279,0.015926,0.003106
703,946684905.602844,11,0.554877,-0.442216,-9.419897,-27.832881,17.347941,-12.126835,0.016999,0.400000,0.329800,0.663106,0.000000,-0.030246,0.000000,-1.216387,0.000000,-9.185901,0.689489,0.636195,0.668787,0.657953,-0.201620,0.000000,0.032715,102,-0.072125,0.023161,0.000000,0.000000,0.000000,0.000000,0.000264,0.010615,0.016032,0.003106
704,946684905.607879,11,-0.748013,0.094269,-9.726460,-30.335398,12.831202,-27.874385,0.016999,0.400000,0.329800,0.663106,0.000000,0.007150,0.000000,-1.357352,0.000000,-9.326250,0.691291,0.635046,0.667476,0.658611,-0.201620,0.000000,0.032715,102,-0.073141,0.023161,0.000000,0.000000,0.000000,0.000000,-0.000062,0.011845,0.016277,0.003106
705,946684905.612823,11,-0.594732,0.017628,-9.803100,-26.001771,-2.916349,7.160863,0.016999,0.400000,0.329800,0.663106,0.000000,-0.027642,0.000000,-1.476482,0.000000,-9.290846,0.691965,0.633765,0.666678,0.660016,-0.201620,0.000000,0.032715,102,-0.074137,0.023161,0.000000,0.000000,0.000000,0.000000,0.000241,0.012885,0.016216,0.003106
706,946684905.617858,11,0.478237,-0.288934,-9.496537,-28.870510,6.117130,2.461013,0.016999,0.400000,0.329800,0.663106,0.000000,0.028849,0.000000,-1.624839,0.000000,-9.278454,0.693731,0.632984,0.664869,0.660840,-0.201620,0.000000,0.032715,102,-0.075152,0.023161,0.000000,0.000000,0.000000,0.000000,-0.000252,0.014179,0.016194,0.003106
707,946684905.622863,11,-0.058248,0.094269,-9.803100,-30.030215,9.352092,-29.644459,0.016999,0.400000,0.329800,0.663106,0.000000,0.077457,0.000000,-1.760358,0.000000,-9.426825,0.695597,0.631967,0.663521,0.661339,-0.201620,0.000000,0.032715,102,-0.076162,0.023161,0.000000,0.000000,0.000000,0.000000,-0.000676,0.015362,0.016453,0.003106
708,946684905.627990,11,-0.671373,0.094269,-9.956381,-23.987548,8.131351,-4.436170,0.004251,0.400000,0.328100,0.663157,0.000000,0.095199,0.000000,-1.867829,0.000000,-9.449569,0.696780,0.631195,0.662519,0.662134,-0.103675,0.000000,0.031647,103,-0.076693,0.023161,0.000000,0.000000,0.000000,0.000000,-0.000831,0.016300,0.016493,0.003157
709,946684905.633026,11,0.018393,-0.365575,-9.496537,-32.776880,2.576983,4.719382,0.004251,0.400000,0.328100,0.663157,0.000000,0.112947,0.000000,-2.036148,0.000000,-9.425802,0.698363,0.629923,0.660854,0.663489,-0.103675,0.000000,0.031647,103,-0.077215,0.023161,0.000000,0.000000,0.000000,0.000000,-0.000986,0.017769,0.016451,0.003157
710,946684905.637969,11,0.171674,0.017628,-9.649818,-33.509325,7.154759,-20.733055,0.004251,0.400000,0.328100,0.663157,0.000000,0.159299,0.000000,-2.187013,0.000000,-9.528286,0.700262,0.628832,0.659312,0.664222,-0.103675,0.000000,0.031647,103,-0.077728,0.023161,0.000000,0.000000,0.000000,0.000000,-0.001390,0.019085,0.016630,0.003157
711,946684905.642974,11,-0.364810,0.324191,-9.879741,-18.738365,-0.474868,-12.248909,0.004251,0.400000,0.328100,0.663157,0.000000,0.145169,0.000000,-2.252539,0.000000,-9.589592,0.700818,0.628030,0.658970,0.664810,-0.103675,0.000000,0.031647,103,-0.078247,0.023161,0.000000,0.000000,0.000000,0.000000,-0.001267,0.019657,0.016737,0.003157
712,946684905.647979,11,-0.288170,-0.288934,-9.649818,-29.725028,9.413130,3.986938,0.004251,0.400000,0.328100,0.663157,0.000000,0.183154,0.000000,-2.398181,0.000000,-9.569637,0.702386,0.627125,0.657333,0.665785,-0.103675,0.000000,0.031647,103,-0.078765,0.023161,0.000000,0.000000,0.000000,0.000000,-0.001598,0.020928,0.016702,0.003157
713,946684905.652954,11,0.095034,0.017628,-9.419897,-39.613025,7.215796,-14.995575,0.004251,0.400000,0.328100,0.663157,0.000000,0.226276,0.000000,-2.577458,0.000000,-9.644240,0.704457,0.625807,0.655522,0.666843,-0.103675,0.000000,0.031647,103,-0.079281,0.023161,0.000000,0.000000,0.000000,0.000000,-0.001975,0.022493,0.016832,0.003157
714,946684905.658050,11,0.018393,0.477472,-9.803100,-22.583696,-4.442274,-16.216316,0.004251,0.400000,0.328100,0.663157,0.000000,0.207678,0.000000,-2.654547,0.000000,-9.726878,0.705111,0.624828,0.655156,0.667533,-0.103675,0.000000,0.031647,103,-0.079810,0.023161,0.000000,0.000000,0.000000,0.000000,-0.001812,0.023165,0.016977,0.003157
715,946684905.662994,11,-0.134888,-0.288934,-9.573178,-19.287698,8.253426,4.841456,0.004251,0.400000,0.328100,0.663157,0.000000,0.245411,0.000000,-2.744121,0.000000,-9.702941,0.706180,0.624417,0.654003,0.668028,-0.203240,-0.101620,0.032287,104,-0.080814,0.022659,0.000000,0.000000,0.000000,0.000000,-0.002142,0.023947,0.016935,0.003157
716,946684905.668151,11,-0.288170,-0.442216,-9.573178,-39.674063,6.666463,-12.676168,-0.021249,0.400000,0.328100,0.663157,0.000000,0.270002,0.000000,-2.948188,0.000000,-9.768312,0.708290,0.622737,0.652122,0.669480,-0.203240,-0.101620,0.032287,104,-0.081863,0.022135,0.000000,0.000000,0.000000,0.000000,-0.002356,0.025728,0.017049,0.003157
717,946684905.673187,11,-0.058248,0.630753,-9.573178,-31.495102,-5.907163,-17.864314,-0.021249,0.400000,0.328100,0.663157,0.000000,0.240586,0.000000,-3.058479,0.000000,-9.858277,0.709153,0.621360,0.651573,0.670542,-0.203240,-0.101620,0.032287,104,-0.082886,0.021623,0.000000,0.000000,0.000000,0.000000,-0.002100,0.026690,0.017206,0.003157
718,946684905.678070,11,0.018393,0.324191,-9.803100,-15.503403,2.149724,2.338939,-0.021249,0.400000,0.328100,0.663157,0.000000,0.254496,0.000000,-3.099091,0.000000,-9.846856,0.709609,0.621147,0.651078,0.670795,-0.203240,-0.101620,0.032287,104,-0.083878,0.021127,0.000000,0.000000,0.000000,0.000000,-0.002221,0.027045,0.017186,0.003157
719,946684905.683074,11,-0.211529,-0.672137,-9.496537,-27.893918,2.760094,-6.145207,-0.021249,0.400000,0.328100,0.663157,0.000000,0.261655,0.000000,-3.245900,0.000000,-9.877607,0.711006,0.619875,0.649788,0.671960,-0.203240,-0.101620,0.032287,104,-0.084895,0.020618,0.000000,0.000000,0.000000,0.000000,-0.002283,0.028326,0.017240,0.003157
720,946684905.688140,11,-0.211529,0.170909,-9.573178,-36.378063,0.379650,-20.733055,-0.021249,0.400000,0.328100,0.663157,0.000000,0.257054,0.000000,-3.399232,0.000000,-9.982642,0.712487,0.618313,0.648673,0.673155,-0.203240,-0.101620,0.032287,104,-0.085925,0.020104,0.000000,0.000000,0.000000,0.000000,-0.002243,0.029664,0.017423,0.003157
721,946684905.693084,11,-0.058248,0.554113,-9.726460,-20.813624,-2.550127,-5.534837,-0.021249,0.400000,0.328100,0.663157,0.000000,0.244617,0.000000,-3.454268,0.000000,-10.010006,0.712907,0.617677,0.648349,0.673696,-0.202850,-0.101425,0.032349,105,-0.086928,0.019602,0.000000,0.000000,0.000000,0.000000,-0.002135,0.030144,0.017471,0.003157
722,946684905.698120,11,-0.058248,-0.288934,-9.573178,-21.362957,-6.395459,2.705161,-0.021249,0.400000,0.328100,0.663157,0.000000,0.212842,0.000000,-3.549654,0.000000,-9.996383,0.713438,0.616591,0.647770,0.674829,-0.202850,-0.101425,0.032349,105,-0.087950,0.019091,0.000000,0.000000,0.000000,0.000000,-0.001857,0.030977,0.017447,0.003157
723,946684905.703125,11,-0.211529,-0.288934,-9.573178,-26.856289,1.539354,-17.559129,-0.021249,0.400000,0.328100,0.663157,0.000000,0.214218,0.000000,-3.670935,0.000000,-10.084266,0.714662,0.615391,0.646853,0.675722,-0.202850,-0.101425,0.032349,105,-0.088965,0.018584,0.000000,0.000000,0.000000,0.000000,-0.001869,0.032035,0.017600,0.003157
724,946684905.708557,11,-0.058248,0.630753,-9.649818,-23.621327,-1.573534,-14.018982,-0.029750,0.400000,0.325720,0.663228,0.000000,0.206474,0.000000,-3.745566,0.000000,-10.160418,0.715450,0.614611,0.646474,0.676380,-0.201379,-0.100689,0.032349,105,-0.090059,0.018037,0.000000,0.000000,0.000000,0.000000,-0.001802,0.032686,0.017733,0.003228
725,946684905.713562,11,-0.134888,0.094269,-9.573178,-21.179845,-6.151311,-0.896024,-0.029750,0.400000,0.325720,0.663228,0.000000,0.172963,0.000000,-3.820329,0.000000,-10.164903,0.715818,0.613658,0.646122,0.677317,-0.201379,-0.100689,0.032349,105,-0.091067,0.017533,0.000000,0.000000,0.000000,0.000000,-0.001509,0.033339,0.017741,0.003228
726,946684905.718261,11,-0.211529,-0.442216,-9.496537,-19.531847,-6.822718,-6.206244,-0.029750,0.400000,0.325720,0.663228,0.000000,0.134738,0.000000,-3.903760,0.000000,-10.194066,0.716263,0.612546,0.645778,0.678327,-0.201379,-0.100689,0.032349,105,-0.092013,0.017060,0.000000,0.000000,0.000000,0.000000,-0.001176,0.034067,0.017792,0.003228
727,946684905.723266,11,0.018393,0.247550,-9.649818,-17.761772,-2.000793,-17.192906,-0.029750,0.400000,0.325720,0.663228,0.000000,0.128976,0.000000,-3.953699,0.000000,-10.280116,0.716799,0.611909,0.645543,0.678663,-0.201379,-0.100689,0.032349,105,-0.093021,0.016556,0.000000,0.000000,0.000000,0.000000,-0.001126,0.034503,0.017942,0.003228
728,946684905.728302,11,-0.211529,0.477472,-9.573178,-15.198218,-2.794275,-10.661946,-0.029750,0.400000,0.325720,0.663228,0.000000,0.109265,0.000000,-3.980814,0.000000,-10.333810,0.716957,0.611407,0.645572,0.678978,-0.099657,-0.099657,0.032684,106,-0.093523,0.016054,0.000000,0.000000,0.000000,0.000000,-0.000954,0.034739,0.018036,0.003228
729,946684905.733245,11,-0.441451,-0.212294,-9.573178,-15.564441,-11.278420,-0.529801,-0.029750,0.400000,0.325720,0.663228,0.000000,0.038227,0.000000,-4.037933,0.000000,-10.336429,0.716840,0.610284,0.645698,0.680092,-0.099657,-0.099657,0.032684,106,-0.094015,0.015561,0.000000,0.000000,0.000000,0.000000,-0.000334,0.035238,0.018040,0.003228
730,946684905.738281,11,0.018393,0.017628,-9.573178,-9.949034,-7.005829,-13.957945,-0.029750,0.400000,0.325720,0.663228,0.000000,0.008022,0.000000,-4.057948,0.000000,-10.406721,0.716874,0.609723,0.645909,0.680408,-0.099657,-0.099657,0.032684,106,-0.094517,0.015059,0.000000,0.000000,0.000000,0.000000,-0.000070,0.035412,0.018163,0.003228
