nr,time,flyState,ax,ay,az,gx,gy,gz,height_speed,set_h,height,throttle,set_pitch,pitch,set_roll,roll,set_yaw,yaw,motval_0,motval_1, motval_2,motval_3,hor_xv,hor_yv, hor_dt,hor_seqNum,xPos,yPos,targetXVel,targetYVel,targetPitch, targetRoll, adj_pitch, adj_roll, adj_yaw, adj_h
5154,946684927.932678,1,-0.058248,-0.135653,-9.803100,0.061037,0.013428,0.080569,0.004250,0.000000,0.299540,0.000000,0.000000,0.097819,0.000000,-0.425365,0.000000,-18.163106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031799,791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5155,946684927.937652,1,-0.058248,-0.135653,-9.879741,-0.061037,0.013428,0.019532,0.004250,0.000000,0.299540,0.000000,0.000000,0.095043,0.000000,-0.428451,0.000000,-18.163008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032288,792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5156,946684927.942810,1,-0.058248,-0.059012,-9.879741,0.122074,-0.108646,-0.041505,0.000001,0.000000,0.299200,0.000000,0.000000,0.091667,0.000000,-0.427344,0.000000,-18.163222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032288,792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5157,946684927.947723,1,0.018393,-0.059012,-9.879741,0.000000,0.013428,0.019532,0.000001,0.000000,0.299200,0.000000,0.000000,0.092169,0.000000,-0.426862,0.000000,-18.163126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032288,792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5158,946684927.952728,1,-0.058248,-0.059012,-9.879741,0.183111,-0.047609,0.019532,0.000001,0.000000,0.299200,0.000000,0.000000,0.089114,0.000000,-0.425473,0.000000,-18.163029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032288,792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5159,946684927.957733,1,0.018393,-0.059012,-9.879741,0.000000,0.013428,0.080569,0.000001,0.000000,0.299200,0.000000,0.000000,0.089633,0.000000,-0.425003,0.000000,-18.162626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032288,792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5160,946684927.962768,1,0.018393,-0.059012,-9.879741,0.000000,-0.108646,0.019532,0.000001,0.000000,0.299200,0.000000,0.000000,0.089540,0.000000,-0.424535,0.000000,-18.162527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032288,792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5161,946684927.967773,1,0.018393,-0.059012,-9.879741,-0.061037,0.074465,-0.102542,0.000001,0.000000,0.299200,0.000000,0.000000,0.090360,0.000000,-0.424371,0.000000,-18.163041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032288,792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5162,946684927.972808,1,0.018393,-0.135653,-9.879741,0.000000,-0.108646,-0.041505,0.000001,0.000000,0.299200,0.000000,0.000000,0.090263,0.000000,-0.427161,0.000000,-18.163249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032409,793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5163,946684927.977783,1,0.018393,-0.135653,-9.803100,0.061037,0.013428,0.019532,0.000001,0.000000,0.299200,0.000000,0.000000,0.090778,0.000000,-0.429682,0.000000,-18.163152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032409,793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5164,946684927.982940,1,0.018393,-0.135653,-9.803100,-0.061037,0.013428,-0.102542,-0.004250,0.000000,0.299200,0.000000,0.000000,0.091305,0.000000,-0.432812,0.000000,-18.163681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032409,793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5165,946684927.987884,1,0.018393,-0.135653,-9.803100,0.061037,0.135502,0.019532,-0.004250,0.000000,0.299200,0.000000,0.000000,0.092410,0.000000,-0.435309,0.000000,-18.163584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032409,793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5166,946684927.992858,1,0.018393,-0.135653,-9.803100,0.000000,0.135502,-0.041505,-0.004250,0.000000,0.299200,0.000000,0.000000,0.093514,0.000000,-0.438096,0.000000,-18.163790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032409,793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5167,946684927.997863,1,0.018393,-0.135653,-9.803100,-0.061037,0.013428,0.080569,-0.004250,0.000000,0.299200,0.000000,0.000000,0.094009,0.000000,-0.441175,0.000000,-18.163387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032409,793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5168,946684928.002899,1,0.018393,-0.135653,-9.803100,-0.061037,-0.047609,0.080569,-0.004250,0.000000,0.299200,0.000000,0.000000,0.094199,0.000000,-0.444244,0.000000,-18.162981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032319,794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5169,946684928.007904,1,0.018393,-0.135653,-9.803100,0.000000,0.074465,-0.041505,-0.004250,0.000000,0.299200,0.000000,0.000000,0.094993,0.000000,-0.446991,0.000000,-18.163189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032319,794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5170,946684928.012939,1,0.018393,-0.059012,-9.803100,-0.061037,0.013428,-0.041505,-0.004250,0.000000,0.299200,0.000000,0.000000,0.095481,0.000000,-0.446750,0.000000,-18.163398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032319,794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5171,946684928.017944,1,0.018393,-0.059012,-9.803100,-0.061037,-0.047609,0.019532,-0.004250,0.000000,0.299200,0.000000,0.000000,0.095660,0.000000,-0.446505,0.000000,-18.163300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032319,794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5172,946684928.023071,1,-0.058248,-0.059012,-9.803100,0.000000,-0.169683,0.080569,0.000000,0.000000,0.299200,0.000000,0.000000,0.091935,0.000000,-0.445961,0.000000,-18.162887,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032319,794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5173,946684928.028015,1,0.018393,-0.059012,-9.803100,0.000000,0.196539,0.080569,0.000000,0.000000,0.299200,0.000000,0.000000,0.093328,0.000000,-0.445411,0.000000,-18.162489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032319,794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5174,946684928.033020,1,-0.058248,-0.059012,-9.803100,0.122074,0.074465,-0.041505,0.000000,0.000000,0.299200,0.000000,0.000000,0.090836,0.000000,-0.444259,0.000000,-18.162698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032319,794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5175,946684928.037994,1,-0.058248,-0.059012,-9.803100,0.061037,0.013428,0.019532,0.000000,0.000000,0.299200,0.000000,0.000000,0.088047,0.000000,-0.443417,0.000000,-18.162600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032928,795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5176,946684928.043029,1,-0.058248,-0.059012,-9.803100,0.000000,0.013428,-0.041505,0.000000,0.000000,0.299200,0.000000,0.000000,0.085272,0.000000,-0.442883,0.000000,-18.162809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032928,795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5177,946684928.048034,1,0.018393,-0.059012,-9.879741,0.000000,0.074465,-0.041505,0.000000,0.000000,0.299200,0.000000,0.000000,0.086087,0.000000,-0.442329,0.000000,-18.163017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032928,795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5178,946684928.053070,1,0.018393,-0.059012,-9.803100,0.000000,0.013428,-0.041505,0.000000,0.000000,0.299200,0.000000,0.000000,0.086601,0.000000,-0.441798,0.000000,-18.163225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032928,795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5179,946684928.058074,1,0.018393,-0.059012,-9.803100,0.000000,0.013428,0.019532,0.000000,0.000000,0.299200,0.000000,0.000000,0.087110,0.000000,-0.441267,0.000000,-18.163128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032928,795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5180,946684928.063232,1,0.018393,-0.059012,-9.879741,0.000000,-0.108646,0.019532,0.000000,0.000000,0.299200,0.000000,0.000000,0.086995,0.000000,-0.440724,0.000000,-18.163027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032928,795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5181,946684928.068145,1,0.018393,-0.059012,-9.803100,0.000000,0.074465,0.019532,0.000000,0.000000,0.299200,0.000000,0.000000,0.087793,0.000000,-0.440193,0.000000,-18.162932,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031586,796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5182,946684928.073120,1,0.018393,-0.059012,-9.803100,0.000000,0.013428,-0.102542,0.000000,0.000000,0.299200,0.000000,0.000000,0.088292,0.000000,-0.439667,0.000000,-18.163442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031586,796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5183,946684928.078125,1,0.018393,-0.059012,-9.803100,0.000000,-0.047609,-0.102542,0.000000,0.000000,0.299200,0.000000,0.000000,0.088487,0.000000,-0.439143,0.000000,-18.163956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031586,796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5184,946684928.083160,1,0.018393,-0.059012,-9.803100,0.000000,-0.047609,0.080569,0.000000,0.000000,0.299200,0.000000,0.000000,0.088681,0.000000,-0.438621,0.000000,-18.163550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031586,796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5185,946684928.088165,1,0.018393,-0.059012,-9.803100,0.061037,-0.047609,0.019532,0.000000,0.000000,0.299200,0.000000,0.000000,0.088874,0.000000,-0.437797,0.000000,-18.163452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031586,796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5186,946684928.093200,1,0.018393,-0.135653,-9.803100,0.000000,-0.047609,-0.041505,0.000000,0.000000,0.299200,0.000000,0.000000,0.089066,0.000000,-0.440564,0.000000,-18.163661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031586,796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5187,946684928.098266,1,0.018393,-0.059012,-9.803100,0.000000,0.135502,0.019532,0.000000,0.000000,0.299200,0.000000,0.000000,0.090179,0.000000,-0.440038,0.000000,-18.163562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031586,796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5188,946684928.103363,1,0.018393,-0.059012,-9.803100,-0.061037,0.013428,-0.041505,0.004250,0.000000,0.299540,0.000000,0.000000,0.090672,0.000000,-0.439822,0.000000,-18.163773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033233,797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5189,946684928.108276,1,0.018393,-0.059012,-9.803100,0.000000,-0.169683,0.080569,0.004250,0.000000,0.299540,0.000000,0.000000,0.090256,0.000000,-0.439291,0.000000,-18.163377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033233,797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5190,946684928.113342,1,0.018393,-0.059012,-9.803100,0.000000,0.013428,-0.041505,0.004250,0.000000,0.299540,0.000000,0.000000,0.090747,0.000000,-0.438767,0.000000,-18.163587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033233,797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5191,946684928.118286,1,0.018393,-0.059012,-9.803100,0.000000,0.013428,-0.041505,0.004250,0.000000,0.299540,0.000000,0.000000,0.091226,0.000000,-0.438240,0.000000,-18.163792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033233,797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5192,946684928.123321,1,0.018393,-0.059012,-9.803100,0.122074,0.013428,-0.041505,0.004250,0.000000,0.299540,0.000000,0.000000,0.091708,0.000000,-0.437108,0.000000,-18.164000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033233,797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5193,946684928.128295,1,0.018393,-0.059012,-9.803100,0.061037,-0.108646,0.080569,0.004250,0.000000,0.299540,0.000000,0.000000,0.091581,0.000000,-0.436289,0.000000,-18.163599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033233,797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5194,946684928.133331,1,0.018393,-0.059012,-9.803100,0.000000,0.013428,-0.102542,0.004250,0.000000,0.299540,0.000000,0.000000,0.092061,0.000000,-0.435777,0.000000,-18.164115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031800,798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5195,946684928.138336,1,0.018393,-0.059012,-9.803100,0.122074,0.013428,-0.041505,0.004250,0.000000,0.299540,0.000000,0.000000,0.092537,0.000000,-0.434659,0.000000,-18.164323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031800,798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5196,946684928.143493,1,0.018393,-0.059012,-9.803100,0.061037,0.074465,-0.041505,0.004250,0.000000,0.299540,0.000000,0.000000,0.093332,0.000000,-0.433846,0.000000,-18.164537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031800,798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5197,946684928.148406,1,0.018393,-0.059012,-9.803100,0.183111,0.013428,-0.041505,0.004250,0.000000,0.299540,0.000000,0.000000,0.093792,0.000000,-0.432448,0.000000,-18.164740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031800,798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5198,946684928.153411,1,0.018393,-0.059012,-9.803100,0.061037,0.013428,0.019532,0.004250,0.000000,0.299540,0.000000,0.000000,0.094256,0.000000,-0.431652,0.000000,-18.164643,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031800,798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5199,946684928.158416,1,0.018393,-0.059012,-9.803100,0.000000,0.013428,-0.041505,0.004250,0.000000,0.299540,0.000000,0.000000,0.094717,0.000000,-0.431163,0.000000,-18.164851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031800,798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5200,946684928.163452,1,0.018393,-0.059012,-9.803100,0.061037,0.013428,-0.041505,0.004250,0.000000,0.299540,0.000000,0.000000,0.095176,0.000000,-0.430371,0.000000,-18.165059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031800,798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5201,946684928.168457,1,0.018393,-0.059012,-9.879741,0.000000,0.074465,0.019532,0.004250,0.000000,0.299540,0.000000,0.000000,0.095928,0.000000,-0.429867,0.000000,-18.164962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032470,799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5202,946684928.173492,1,0.018393,-0.059012,-9.879741,0.061037,0.013428,0.019532,0.004250,0.000000,0.299540,0.000000,0.000000,0.096373,0.000000,-0.429061,0.000000,-18.164863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032470,799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5203,946684928.178863,1,0.018393,-0.059012,-9.879741,-0.061037,-0.047609,-0.041505,0.004250,0.000000,0.299540,0.000000,0.000000,0.096515,0.000000,-0.428898,0.000000,-18.165086,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032470,799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5204,946684928.183898,1,0.018393,-0.135653,-9.879741,-0.061037,-0.047609,0.019532,-0.004250,0.000000,0.299200,0.000000,0.000000,0.096651,0.000000,-0.431964,0.000000,-18.164987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032470,799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5205,946684928.188598,1,0.018393,-0.135653,-9.879741,0.183111,0.013428,-0.041505,-0.004250,0.000000,0.299200,0.000000,0.000000,0.097067,0.000000,-0.433846,0.000000,-18.165182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032470,799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5206,946684928.193572,1,0.018393,-0.135653,-9.879741,0.061037,0.074465,-0.041505,-0.004250,0.000000,0.299200,0.000000,0.000000,0.097802,0.000000,-0.436282,0.000000,-18.165389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032470,799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5207,946684928.198577,1,0.018393,-0.135653,-9.879741,0.122074,-0.047609,0.019532,-0.004250,0.000000,0.299200,0.000000,0.000000,0.097929,0.000000,-0.438405,0.000000,-18.165291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032105,800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5208,946684928.203613,1,0.018393,-0.135653,-9.879741,0.061037,-0.047609,-0.102542,-0.004250,0.000000,0.299200,0.000000,0.000000,0.098056,0.000000,-0.440824,0.000000,-18.165807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032105,800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5209,946684928.208618,1,0.018393,-0.135653,-9.879741,0.000000,-0.047609,0.019532,-0.004250,0.000000,0.299200,0.000000,0.000000,0.098182,0.000000,-0.443536,0.000000,-18.165710,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032105,800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5210,946684928.213653,1,0.018393,-0.135653,-9.879741,0.000000,0.013428,0.019532,-0.004250,0.000000,0.299200,0.000000,0.000000,0.098612,0.000000,-0.446238,0.000000,-18.165611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032105,800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5211,946684928.218658,1,0.018393,-0.059012,-9.879741,-0.061037,0.013428,-0.102542,-0.004250,0.000000,0.299200,0.000000,0.000000,0.099038,0.000000,-0.445972,0.000000,-18.166125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032105,800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5212,946684928.223754,1,0.018393,-0.059012,-9.879741,0.000000,-0.047609,-0.163579,0.000000,0.000000,0.299540,0.000000,0.000000,0.099158,0.000000,-0.445406,0.000000,-18.166958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032105,800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5213,946684928.228698,1,0.018393,-0.059012,-9.803100,0.061037,-0.047609,0.019532,0.000000,0.000000,0.299540,0.000000,0.000000,0.099282,0.000000,-0.444556,0.000000,-18.166861,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032501,801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5214,946684928.233673,1,0.018393,-0.059012,-9.879741,0.000000,-0.047609,-0.041505,0.000000,0.000000,0.299540,0.000000,0.000000,0.099399,0.000000,-0.443991,0.000000,-18.167067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032501,801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5215,946684928.238677,1,0.018393,-0.059012,-9.803100,0.061037,-0.047609,-0.163579,0.000000,0.000000,0.299540,0.000000,0.000000,0.099522,0.000000,-0.443146,0.000000,-18.167885,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032501,801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5216,946684928.244018,1,0.018393,-0.059012,-9.879741,0.000000,0.074465,0.019532,0.000000,0.000000,0.299540,0.000000,0.000000,0.100290,0.000000,-0.442599,0.000000,-18.167781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032501,801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5217,946684928.248718,1,0.018393,-0.059012,-9.879741,0.000000,0.074465,0.019532,0.000000,0.000000,0.299540,0.000000,0.000000,0.100966,0.000000,-0.442032,0.000000,-18.167689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032501,801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5218,946684928.253753,1,0.018393,-0.059012,-9.879741,-0.061037,0.074465,0.019532,0.000000,0.000000,0.299540,0.000000,0.000000,0.101683,0.000000,-0.441783,0.000000,-18.167590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032501,801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5219,946684928.258758,1,0.018393,-0.059012,-9.879741,0.000000,-0.108646,0.019532,0.000000,0.000000,0.299540,0.000000,0.000000,0.101480,0.000000,-0.441228,0.000000,-18.167492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032501,801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5220,946684928.263885,1,0.018393,-0.059012,-9.879741,0.000000,-0.169683,0.019532,0.000001,0.000000,0.299200,0.000000,0.000000,0.100963,0.000000,-0.440679,0.000000,-18.167392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032379,802,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5221,946684928.268829,1,0.018393,-0.059012,-9.879741,0.000000,-0.108646,-0.163579,0.000001,0.000000,0.299200,0.000000,0.000000,0.100769,0.000000,-0.440125,0.000000,-18.168201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032379,802,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5222,946684928.273803,1,0.018393,-0.059012,-9.879741,0.122074,0.013428,-0.102542,0.000001,0.000000,0.299200,0.000000,0.000000,0.101178,0.000000,-0.438971,0.000000,-18.168712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032379,802,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5223,946684928.278808,1,0.018393,-0.059012,-9.879741,0.000000,-0.047609,0.019532,0.000001,0.000000,0.299200,0.000000,0.000000,0.101283,0.000000,-0.438427,0.000000,-18.168614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032379,802,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5224,946684928.283843,1,0.018393,-0.059012,-9.803100,0.122074,-0.047609,0.019532,0.000001,0.000000,0.299200,0.000000,0.000000,0.101394,0.000000,-0.437296,0.000000,-18.168515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032379,802,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5225,946684928.288848,1,0.018393,-0.059012,-9.803100,0.122074,-0.047609,-0.102542,0.000001,0.000000,0.299200,0.000000,0.000000,0.101504,0.000000,-0.436173,0.000000,-18.169029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032379,802,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5226,946684928.293884,1,0.018393,-0.059012,-9.803100,-0.061037,0.074465,0.019532,0.000001,0.000000,0.299200,0.000000,0.000000,0.102224,0.000000,-0.435969,0.000000,-18.168930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032379,803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
5227,946684928.298889,1,0.018393,-0.059012,-9.803100,0.061037,-0.047609,0.019532,0.000001,0.000000,0.299200,0.000000,0.000000,0.102328,0.000000,-0.435155,0.000000,-18.168833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032379,803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002185,0.035518,-0.000142,-0.010197
