ax,ay,az,gx,gy,gz,mx,my,mz
-3.622,-0.133,9.140,-0.83,+11.35,+0.16,33,-119,51
-3.698,-0.133,9.140,-0.65,+11.35,+0.53,32,-126,48
-3.698,-0.209,9.140,-0.40,+11.04,+0.71,32,-126,48
-3.698,-0.209,9.140,-0.04,+10.92,+0.65,34,-128,50
-3.698,-0.209,9.140,-0.10,+10.98,+0.53,34,-128,50
-3.775,-0.209,9.140,-0.04,+10.86,+0.71,40,-124,48
-3.775,-0.209,9.140,-0.04,+11.23,+0.83,40,-124,48
-3.775,-0.209,9.140,-0.22,+11.84,+1.02,37,-125,45
-3.775,-0.209,9.140,-0.34,+12.81,+0.77,37,-125,45
-3.775,-0.133,9.140,-0.59,+13.79,+0.53,34,-122,48
-3.775,-0.133,9.140,-0.77,+14.70,+0.16,34,-122,48
-3.775,-0.133,9.140,-0.83,+15.50,-0.27,34,-122,48
-3.775,-0.133,9.064,-0.65,+16.35,-0.45,34,-122,48
-3.775,-0.133,9.064,-0.77,+16.41,-0.45,34,-126,44
-3.775,-0.133,9.064,-0.77,+16.47,-0.33,34,-126,44
-3.852,-0.133,9.064,-0.89,+16.05,-0.27,36,-130,48
-3.852,-0.056,9.064,-1.08,+15.32,-0.08,36,-130,48
-3.928,-0.133,9.064,-1.20,+14.40,+0.04,36,-130,44
-4.005,-0.133,9.064,-1.20,+13.42,-0.02,36,-130,44
-4.005,-0.133,8.987,-1.20,+12.02,+0.10,33,-129,49
-4.081,-0.133,8.987,-1.08,+10.49,+0.28,33,-129,49
-4.158,-0.133,8.987,-0.77,+8.78,+0.47,31,-125,51
-4.158,-0.209,8.987,-0.47,+6.95,+0.71,31,-125,51
-4.158,-0.209,8.987,-0.22,+6.04,+0.89,34,-122,48
-4.235,-0.209,8.987,+0.33,+5.24,+0.95,34,-122,48
-4.235,-0.209,8.987,+0.51,+4.51,+1.02,34,-126,50
-4.158,-0.209,8.910,+0.45,+4.02,+0.95,34,-126,50
-4.158,-0.209,8.910,+0.51,+4.21,+0.89,35,-125,47
-4.158,-0.209,8.910,+0.57,+5.24,+0.71,35,-125,47
-4.081,-0.133,8.987,+0.08,+5.85,+0.40,40,-122,44
-4.081,-0.133,8.987,-0.16,+7.20,+0.16,40,-122,44
-4.005,-0.133,8.987,-0.22,+8.97,-0.02,34,-124,48
-3.928,-0.056,8.987,-0.28,+10.43,-0.21,34,-124,48
-3.928,-0.056,9.064,-0.40,+12.02,-0.39,34,-120,50
-3.852,-0.056,9.064,-0.77,+13.73,-0.51,34,-120,50
-3.852,-0.056,9.064,-1.14,+14.77,-0.63,40,-128,50
-3.852,-0.056,9.064,-1.26,+15.32,-0.51,40,-128,50
-3.852,-0.056,9.064,-1.26,+15.56,-0.08,34,-132,46
-3.928,-0.133,9.064,-1.38,+15.25,+0.16,34,-132,46
-4.005,-0.133,9.064,-1.20,+14.95,+0.16,33,-129,51
-4.005,-0.133,8.987,-1.02,+14.34,+0.40,33,-129,51
-4.081,-0.209,8.987,-0.89,+13.30,+0.83,38,-130,46
-4.081,-0.209,8.910,-0.59,+12.63,+1.02,38,-130,46
-4.158,-0.209,8.910,-0.22,+12.51,+0.83,37,-127,51
-4.158,-0.209,8.910,+0.33,+12.81,+0.65,37,-127,51
-4.158,-0.209,8.834,+0.45,+13.06,+0.53,36,-130,50
-4.235,-0.133,8.834,+0.39,+13.73,+0.22,36,-130,50
-4.235,-0.133,8.834,+0.08,+14.46,-0.21,32,-124,46
-4.235,-0.133,8.834,-0.22,+15.01,-0.45,32,-124,46
-4.235,-0.056,8.834,-0.89,+14.89,-0.57,35,-125,53
-4.311,-0.056,8.834,-1.32,+14.28,-0.57,35,-125,53
-4.311,-0.056,8.834,-1.63,+13.12,-0.27,33,-123,49
-4.311,-0.056,8.834,-1.81,+12.02,-0.27,33,-123,49
-4.388,-0.056,8.834,-1.63,+10.43,-0.27,35,-129,51
-4.388,-0.056,8.834,-1.32,+8.78,-0.14,35,-129,51
-4.388,-0.133,8.834,-0.65,+6.95,+0.04,37,-125,53
-4.465,-0.133,8.834,-0.22,+5.12,+0.04,37,-125,53
-4.465,-0.209,8.834,+0.27,+3.41,+0.34,29,-127,55
-4.465,-0.209,8.834,+0.51,+2.01,+0.59,29,-127,55
-4.465,-0.209,8.834,+0.57,+1.03,+0.77,34,-130,52
-4.465,-0.209,8.834,+0.57,+0.54,+0.95,34,-130,52
-4.465,-0.209,8.834,+0.51,+0.48,+1.08,37,-131,49
-4.388,-0.209,8.834,+0.27,+0.73,+0.71,37,-131,49
-4.388,-0.209,8.834,+0.14,+1.83,+0.28,30,-130,54
-4.311,-0.133,8.910,+0.02,+3.29,-0.08,30,-130,54
-4.311,-0.133,8.834,-0.16,+4.27,-0.02,34,-126,52
-4.311,-0.133,8.834,-0.40,+5.00,-0.14,34,-126,52
-4.235,-0.056,8.834,-0.53,+5.43,-0.02,33,-133,51
-4.235,-0.133,8.834,-0.65,+5.55,-0.14,33,-133,51
-4.311,-0.133,8.834,-0.71,+5.55,-0.33,35,-131,49
-4.311,-0.133,8.834,-0.65,+4.76,-0.14,35,-131,49
-4.311,-0.133,8.834,-0.34,+3.47,+0.04,33,-129,51
-4.311,-0.133,8.834,-0.34,+2.44,+0.10,33,-129,51
-4.311,-0.133,8.834,-0.28,+1.70,+0.10,39,-129,49
-4.388,-0.209,8.910,-0.04,+1.40,+0.28,39,-129,49
-4.388,-0.209,8.834,+0.21,+0.97,+0.53,37,-127,51
-4.311,-0.209,8.834,+0.27,+0.91,+0.65,37,-127,51
-4.311,-0.209,8.910,+0.45,+1.28,+0.71,35,-127,51
-4.311,-0.133,8.910,+0.45,+2.19,+0.47,35,-127,51
-4.311,-0.133,8.910,+0.21,+3.17,+0.22,31,-125,55
-4.311,-0.133,8.910,+0.02,+4.27,-0.02,31,-125,55
-4.311,-0.133,8.910,-0.16,+5.24,-0.33,36,-136,52
-4.311,-0.133,8.910,-0.28,+6.16,-0.39,36,-136,52
-4.311,-0.056,8.910,-0.65,+6.53,-0.39,33,-129,53
-4.311,-0.056,8.910,-1.08,+6.89,-0.21,33,-129,53
-4.311,-0.056,8.910,-0.83,+7.38,+0.16,32,-132,54
-4.311,-0.133,8.910,-0.83,+7.56,+0.16,32,-132,54
-4.311,-0.133,8.910,-0.59,+7.75,+0.28,37,-129,55
-4.311,-0.133,8.910,-0.34,+7.99,+0.47,37,-129,55
-4.311,-0.133,8.910,+0.14,+8.48,+0.40,38,-124,50
-4.235,-0.209,8.910,+0.45,+9.39,+0.16,38,-124,50
-4.235,-0.133,8.910,+0.51,+10.37,+0.10,36,-126,50
-4.235,-0.133,8.910,+0.33,+11.53,+0.40,36,-126,50
-4.235,-0.133,8.834,+0.39,+12.45,+0.53,29,-125,53
-4.235,-0.133,8.834,-0.16,+13.36,+0.40,29,-125,53
-4.235,-0.133,8.834,-0.71,+14.09,+0.28,34,-126,52
-4.311,-0.133,8.834,-1.02,+14.89,+0.28,34,-126,52
-4.311,-0.056,8.834,-1.32,+15.01,+0.04,33,-131,45
-4.388,-0.056,8.757,-1.38,+14.89,-0.08,33,-131,45
-4.465,-0.056,8.757,-1.38,+14.52,-0.08,33,-129,55
-4.465,-0.056,8.757,-1.20,+13.91,-0.21,33,-129,55
-4.541,-0.056,8.757,-0.95,+13.18,-0.14,32,-130,50
-4.541,-0.056,8.680,-0.59,+12.51,-0.21,32,-130,50
-4.618,-0.056,8.680,-0.40,+11.29,-0.27,36,-128,52
-4.618,-0.133,8.680,-0.28,+9.82,-0.27,36,-128,52
-4.695,-0.133,8.680,-0.22,+8.30,+0.04,35,-131,53
-4.695,-0.209,8.604,-0.40,+7.14,+0.04,35,-131,53
-4.771,-0.209,8.604,-0.16,+5.49,-0.02,36,-136,56
-4.771,-0.209,8.604,-0.10,+4.08,+0.16,36,-136,56
-4.771,-0.209,8.604,-0.16,+2.74,+0.28,29,-131,53
-4.771,-0.209,8.680,-0.28,+2.07,+0.28,29,-131,53
-4.771,-0.209,8.680,-0.04,+1.46,+0.53,40,-132,54
-4.695,-0.209,8.680,+0.08,+0.85,+0.65,40,-132,54
-4.695,-0.133,8.680,-0.04,+0.54,+0.59,37,-131,55
-4.618,-0.133,8.680,+0.14,+1.03,+0.59,37,-131,55
-4.618,-0.133,8.757,+0.21,+1.58,+0.28,34,-134,54
-4.541,-0.133,8.757,+0.27,+2.31,+0.28,34,-134,54
-4.541,-0.133,8.757,+0.08,+2.99,+0.22,37,-129,53
-4.465,-0.133,8.757,+0.02,+3.72,+0.28,37,-129,53
-4.465,-0.133,8.757,-0.04,+5.00,+0.04,36,-130,54
-4.388,-0.056,8.757,-0.22,+6.16,-0.14,36,-130,54
-4.388,-0.056,8.757,-0.65,+7.14,-0.02,33,-131,53
-4.388,-0.056,8.757,-0.83,+7.81,+0.16,33,-131,53
-4.388,-0.133,8.757,-0.53,+9.09,+0.16,37,-135,55
-4.388,-0.056,8.757,-0.47,+10.49,-0.21,37,-135,55
-4.465,-0.133,8.680,-0.40,+11.65,-0.39,35,-131,55
-4.465,-0.133,8.680,-0.34,+12.08,-0.14,35,-131,55
-4.465,-0.133,8.680,-0.34,+12.14,+0.28,34,-134,52
-4.388,-0.133,8.680,-0.28,+12.87,+0.47,34,-134,52
-4.465,-0.133,8.680,-0.16,+13.79,+0.53,30,-134,52
-4.465,-0.133,8.680,-0.40,+15.07,+0.65,30,-134,52
-4.465,-0.133,8.757,-0.53,+16.17,+0.77,32,-132,54
-4.465,-0.133,8.757,-0.40,+17.51,+0.59,32,-132,54
-4.465,-0.133,8.757,-0.71,+19.04,+0.47,39,-133,53
-4.465,-0.133,8.757,-1.02,+20.63,+0.22,39,-133,53
-4.465,-0.133,8.757,-1.14,+21.54,-0.02,31,-135,55
-4.541,-0.133,8.757,-1.08,+22.15,-0.08,31,-135,55
-4.618,-0.133,8.680,-0.83,+21.97,-0.14,35,-135,55
-4.695,-0.056,8.680,-1.20,+21.24,-0.21,35,-135,55
-4.771,-0.056,8.680,-1.38,+19.89,-0.27,36,-136,52
-4.848,-0.056,8.604,-1.63,+17.82,-0.21,36,-136,52
-4.848,-0.133,8.604,-1.32,+15.93,-0.14,32,-132,52
-4.925,-0.133,8.604,-1.20,+14.09,-0.02,32,-132,52
-5.001,-0.133,8.527,-1.02,+12.32,-0.14,39,-139,55
-5.001,-0.133,8.527,-0.71,+10.31,+0.16,39,-139,55
-5.078,-0.209,8.527,-0.34,+8.05,+0.34,34,-134,58
-5.078,-0.209,8.527,-0.04,+6.28,+0.65,34,-134,58
-5.078,-0.209,8.527,+0.08,+5.31,+0.71,33,-131,61
-5.078,-0.209,8.527,+0.39,+5.06,+0.59,33,-131,61
-5.078,-0.209,8.527,+0.51,+4.88,+0.53,34,-134,56
-5.001,-0.209,8.527,+0.45,+5.00,+0.53,34,-134,56
-5.001,-0.209,8.527,+0.14,+5.49,+0.59,29,-133,57
-4.925,-0.133,8.527,-0.10,+6.46,+0.28,29,-133,57
-4.925,-0.133,8.604,-0.47,+7.32,+0.04,31,-135,59
-4.925,-0.133,8.604,-0.83,+8.05,+0.10,31,-135,59
-4.925,-0.133,8.604,-0.77,+7.93,+0.22,30,-134,52
-4.848,-0.133,8.527,-0.53,+7.99,+0.16,30,-134,52
-4.848,-0.133,8.604,-0.28,+7.93,-0.21,35,-133,55
-4.848,-0.133,8.604,-0.22,+7.75,-0.63,35,-133,55
-4.925,-0.056,8.527,-0.16,+7.38,-0.45,36,-138,56
-4.925,-0.056,8.604,-0.10,+6.59,-0.33,36,-138,56
-4.925,-0.133,8.527,-0.10,+5.92,-0.02,33,-135,59
-4.925,-0.133,8.527,-0.53,+5.67,+0.16,33,-135,59
-4.925,-0.133,8.527,-0.95,+5.73,+0.47,32,-136,62
-4.925,-0.133,8.527,-0.95,+5.79,+0.40,32,-136,62
-4.925,-0.209,8.527,-0.65,+6.28,+0.40,31,-135,55
-4.925,-0.209,8.527,-0.34,+6.77,+0.40,31,-135,55
-4.925,-0.209,8.527,-0.10,+7.32,+0.47,38,-134,56
-4.925,-0.209,8.527,+0.14,+7.87,+0.65,38,-134,56
-4.925,-0.209,8.527,+0.14,+8.72,+0.77,34,-134,52
-4.925,-0.209,8.527,+0.08,+9.94,+0.77,34,-134,52
-4.925,-0.209,8.527,-0.04,+10.68,+0.95,40,-138,60
-4.925,-0.209,8.527,-0.04,+11.77,+0.77,40,-138,60
-4.848,-0.133,8.527,-0.22,+13.12,+0.40,37,-137,55
-4.848,-0.133,8.527,-0.34,+14.28,+0.22,37,-137,55
-4.848,-0.133,8.527,-0.65,+15.68,+0.22,32,-136,58
-4.848,-0.133,8.527,-0.65,+17.02,+0.28,32,-136,58
-4.771,-0.133,8.527,-0.83,+18.37,+0.47,32,-138,56
-4.771,-0.133,8.527,-0.95,+19.28,+0.40,32,-138,56
-4.848,-0.133,8.527,-1.08,+19.89,+0.53,40,-134,56
-4.848,-0.133,8.527,-1.20,+20.63,+0.22,40,-134,56
-4.925,-0.133,8.450,-1.02,+20.87,+0.16,36,-140,62
-5.001,-0.133,8.450,-0.89,+21.05,+0.04,36,-140,62
-5.001,-0.133,8.450,-1.02,+20.63,-0.02,35,-139,57
-5.078,-0.133,8.374,-1.14,+19.89,+0.22,35,-139,57
-5.154,-0.133,8.374,-1.20,+19.10,+0.22,35,-139,61
-5.154,-0.133,8.374,-0.95,+18.12,+0.22,35,-139,61
-5.231,-0.133,8.374,-0.95,+17.02,+0.28,33,-139,63
-5.231,-0.133,8.374,-0.77,+16.05,+0.16,33,-139,63
-5.308,-0.133,8.374,-0.83,+14.89,+0.10,34,-136,56
-5.308,-0.133,8.297,-0.71,+13.97,+0.10,34,-136,56
-5.308,-0.133,8.297,-0.53,+12.87,+0.10,35,-141,57
-5.308,-0.209,8.297,-0.53,+11.96,+0.34,35,-141,57
-5.384,-0.209,8.297,-0.40,+10.92,+0.47,35,-145,57
-5.384,-0.209,8.297,-0.47,+10.25,+0.59,35,-145,57
-5.461,-0.209,8.220,-0.47,+9.58,+0.71,33,-135,63
-5.461,-0.209,8.220,-0.53,+8.72,+0.83,33,-135,63
-5.384,-0.209,8.220,-0.47,+8.23,+0.95,40,-140,60
-5.384,-0.209,8.220,-0.16,+7.99,+0.89,40,-140,60
-5.384,-0.209,8.220,-0.10,+8.36,+0.28,34,-144,58
-5.384,-0.209,8.220,-0.04,+8.97,+0.16,34,-144,58
-5.308,-0.209,8.220,-0.04,+9.33,+0.10,33,-141,57
-5.308,-0.133,8.220,-0.10,+9.94,+0.16,33,-141,57
-5.308,-0.133,8.220,-0.53,+10.31,+0.16,35,-139,57
-5.308,-0.133,8.220,-0.59,+10.68,+0.28,35,-139,57
-5.308,-0.133,8.220,-0.77,+10.80,+0.28,33,-139,61
-5.308,-0.133,8.220,-0.89,+10.31,+0.10,33,-139,61
-5.384,-0.133,8.220,-0.83,+9.52,+0.16,38,-142,60
-5.384,-0.133,8.220,-0.71,+8.72,+0.10,38,-142,60
-5.384,-0.133,8.220,-0.53,+8.11,+0.16,35,-137,55
-5.384,-0.133,8.220,-0.40,+7.75,-0.02,35,-137,55
-5.384,-0.133,8.220,-0.16,+7.50,+0.10,31,-141,59
-5.384,-0.209,8.220,-0.16,+7.38,+0.34,31,-141,59
-5.384,-0.209,8.220,-0.10,+7.93,+0.65,33,-145,63
-5.384,-0.209,8.220,-0.16,+8.54,+0.77,33,-145,63
-5.308,-0.209,8.220,-0.28,+9.33,+0.77,36,-142,60
-5.308,-0.209,8.220,-0.22,+10.55,+0.71,36,-142,60
-5.308,-0.286,8.220,-0.34,+11.77,+0.65,35,-141,63
-5.308,-0.286,8.220,-0.10,+13.18,+0.40,35,-141,63
-5.308,-0.209,8.144,-0.22,+14.28,+0.40,36,-144,60
-5.308,-0.209,8.144,-0.40,+14.95,+0.22,36,-144,60
-5.308,-0.209,8.144,-0.71,+15.68,+0.10,38,-142,58
-5.384,-0.133,8.144,-0.83,+16.35,+0.10,38,-142,58
-5.384,-0.133,8.144,-1.08,+16.47,+0.22,36,-140,56
-5.461,-0.133,8.144,-1.26,+16.05,+0.10,36,-140,56
-5.461,-0.133,8.144,-1.20,+15.38,+0.22,34,-144,62
-5.461,-0.209,8.067,-1.14,+14.77,+0.28,34,-144,62
-5.538,-0.209,8.144,-1.14,+14.22,+0.47,33,-143,61
-5.538,-0.209,8.067,-0.77,+13.36,+0.71,33,-143,61
-5.538,-0.209,8.067,-0.40,+12.75,+1.02,29,-143,59
-5.538,-0.209,8.067,+0.02,+12.32,+1.08,29,-143,59
-5.614,-0.209,8.067,+0.14,+12.14,+0.77,34,-144,62
-5.614,-0.209,8.067,+0.33,+12.26,+0.34,34,-144,62
-5.614,-0.209,8.067,+0.33,+12.39,+0.04,30,-142,60
-5.691,-0.209,7.991,-0.10,+12.26,-0.27,30,-142,60
-5.691,-0.133,7.991,-0.40,+12.14,-0.51,36,-144,66
-5.691,-0.133,8.067,-0.83,+11.71,-0.75,36,-144,66
-5.691,-0.133,8.067,-1.50,+11.10,-0.94,34,-138,64
-5.768,-0.133,7.991,-1.81,+10.37,-0.75,34,-138,64
-5.768,-0.133,7.991,-1.56,+9.64,-0.45,32,-144,62
-5.768,-0.133,7.991,-1.44,+8.54,-0.08,32,-144,62
-5.768,-0.209,7.991,-1.02,+7.62,+0.40,35,-141,63
-5.768,-0.209,7.991,-0.71,+6.71,+0.77,35,-141,63
-5.691,-0.209,7.991,+0.08,+6.53,+0.89,32,-142,66
-5.691,-0.286,7.991,+0.69,+6.71,+1.08,32,-142,66
-5.691,-0.286,7.991,+1.12,+7.08,+1.08,33,-141,59
-5.614,-0.286,7.991,+1.00,+7.87,+1.02,33,-141,59
-5.614,-0.286,7.991,+0.63,+8.97,+0.95,36,-144,66
-5.614,-0.209,7.991,+0.33,+10.43,+0.83,36,-144,66
-5.691,-0.209,7.991,-0.04,+11.47,+0.65,31,-141,61
-5.691,-0.209,7.991,-0.65,+12.51,+0.40,31,-141,61
-5.691,-0.133,7.914,-1.08,+12.75,+0.04,33,-143,65
-5.691,-0.133,7.991,-1.32,+12.93,-0.45,33,-143,65
-5.768,-0.133,7.991,-1.14,+12.63,-0.45,34,-146,62
-5.691,-0.133,7.991,-1.32,+11.53,-0.45,34,-146,62
-5.768,-0.133,7.991,-1.44,+10.86,-0.63,31,-147,67
-5.768,-0.133,7.991,-0.83,+10.55,-0.27,31,-147,67
-5.691,-0.209,7.991,-0.59,+10.13,+0.40,34,-144,62
-5.691,-0.209,7.991,-0.22,+10.25,+0.77,34,-144,62
-5.691,-0.209,7.991,+0.14,+11.23,+1.20,33,-143,69
-5.614,-0.286,7.991,+0.63,+13.00,+1.32,33,-143,69
-5.614,-0.286,7.991,+0.51,+14.70,+1.26,39,-143,61
-5.614,-0.286,7.914,+0.33,+16.23,+1.14,39,-143,61
-5.614,-0.286,7.914,-0.04,+17.51,+0.83,38,-142,66
-5.691,-0.209,7.914,-0.40,+18.86,+0.65,38,-142,66
-5.691,-0.209,7.914,-1.08,+19.47,+0.34,34,-148,64
-5.768,-0.209,7.914,-1.56,+18.98,+0.16,34,-148,64
-5.844,-0.133,7.837,-1.81,+17.94,-0.14,36,-142,64
-5.921,-0.133,7.837,-1.81,+16.11,-0.51,36,-142,64
-5.998,-0.133,7.837,-1.81,+14.16,-0.51,35,-145,63
-6.074,-0.209,7.761,-1.75,+11.59,-0.39,35,-145,63
-6.074,-0.209,7.761,-1.08,+9.03,-0.63,33,-143,63
-6.074,-0.209,7.761,-0.34,+6.77,-0.63,33,-143,63
-6.074,-0.209,7.761,+0.14,+5.12,-0.57,31,-155,67
-6.151,-0.209,7.761,+0.57,+4.15,-0.45,31,-155,67
-6.074,-0.209,7.761,+0.88,+4.02,-0.57,36,-150,62
-5.998,-0.209,7.761,+1.00,+5.12,-0.63,36,-150,62
-5.921,-0.209,7.837,+0.39,+6.34,-0.63,33,-145,63
-5.921,-0.209,7.837,-0.16,+7.75,-0.63,33,-145,63
-5.921,-0.209,7.837,-0.47,+8.54,-0.51,36,-146,62
-5.921,-0.133,7.837,-1.20,+8.91,-0.02,36,-146,62
-5.921,-0.133,7.837,-1.69,+8.97,-0.08,37,-147,65
-5.921,-0.133,7.761,-1.75,+8.36,-0.14,37,-147,65
-5.998,-0.209,7.761,-1.26,+7.20,-0.08,36,-148,70
-6.074,-0.209,7.761,-0.95,+5.85,-0.02,36,-148,70
-6.074,-0.209,7.684,-0.47,+4.69,+0.10,35,-147,69
-6.151,-0.286,7.684,+0.14,+3.35,+0.40,35,-147,69
-6.151,-0.286,7.684,+0.63,+1.95,+0.65,36,-146,60
-6.151,-0.286,7.761,+0.63,+1.22,+0.71,36,-146,60
-6.074,-0.286,7.761,+0.88,+1.28,+0.89,37,-143,63
-6.074,-0.286,7.761,+0.88,+1.95,+0.71,37,-143,63
-5.998,-0.286,7.761,+0.57,+2.62,+0.34,35,-149,67
-5.998,-0.209,7.761,+0.33,+3.72,+0.28,35,-149,67
-5.921,-0.209,7.761,-0.04,+4.76,+0.04,33,-145,65
-5.921,-0.209,7.761,-0.28,+6.22,-0.21,33,-145,65
-5.921,-0.209,7.761,-0.47,+7.08,-0.45,35,-147,63
-5.921,-0.133,7.761,-0.71,+7.14,-0.69,35,-147,63
-5.998,-0.133,7.761,-0.95,+6.71,-0.88,31,-145,67
-5.998,-0.133,7.684,-0.89,+6.16,-0.88,31,-145,67
-6.074,-0.133,7.684,-0.77,+5.00,-0.82,36,-148,64
-6.151,-0.133,7.684,-0.77,+2.92,-0.75,36,-148,64
-6.151,-0.209,7.684,-0.65,+1.03,-0.33,36,-146,64
-6.151,-0.209,7.684,-0.22,-0.13,+0.10,36,-146,64
-6.151,-0.209,7.684,+0.21,-0.98,+0.28,32,-148,64
-6.074,-0.286,7.684,+0.39,-1.16,+0.59,32,-148,64
-6.074,-0.286,7.684,+0.51,-0.62,+0.89,32,-146,68
-5.998,-0.286,7.761,+0.75,+1.15,+1.38,32,-146,68
-5.921,-0.363,7.761,+0.63,+3.78,+1.56,33,-143,61
-5.768,-0.363,7.761,+0.57,+6.83,+1.81,33,-143,61
-5.768,-0.286,7.761,+0.63,+10.31,+1.63,34,-150,70
-5.691,-0.286,7.837,+0.75,+14.28,+1.32,34,-150,70
-5.614,-0.286,7.837,+0.75,+18.55,+0.65,30,-150,66
-5.614,-0.209,7.837,-0.04,+22.09,+0.16,30,-150,66
-5.691,-0.133,7.837,-1.02,+24.17,-0.33,35,-151,65
-5.768,-0.056,7.761,-1.87,+25.02,-1.24,35,-151,65
-5.844,-0.056,7.684,-2.72,+23.86,-1.73,35,-153,65
-5.998,-0.056,7.684,-3.15,+20.81,-1.30,35,-153,65
-6.151,-0.056,7.684,-3.09,+17.15,-1.12,31,-151,69
-6.304,-0.056,7.607,-2.30,+12.87,-1.49,31,-151,69
-6.457,-0.056,7.531,-1.50,+7.87,-1.43,32,-146,72
-6.534,-0.133,7.531,-1.14,+2.86,-0.57,32,-146,72
-6.534,-0.209,7.454,-0.77,-1.47,+0.47,36,-150,68
-6.534,-0.286,7.531,+0.02,-4.58,+0.77,36,-150,68
-6.534,-0.286,7.531,+1.18,-6.29,+0.59,37,-149,69
-6.534,-0.363,7.531,+1.98,-6.66,+1.02,37,-149,69
-6.457,-0.363,7.531,+2.28,-6.05,+1.63,32,-150,68
-6.304,-0.363,7.531,+3.07,-5.99,+1.26,32,-150,68
-6.304,-0.363,7.607,+3.07,-5.07,+1.02,32,-148,62
-6.227,-0.363,7.607,+1.43,-1.29,+1.32,32,-148,62
-6.074,-0.286,7.607,-0.22,+2.31,+0.53,32,-148,68
-5.998,-0.209,7.684,-0.22,+4.45,-0.27,32,-148,68
-5.998,-0.209,7.684,-0.47,+6.10,-0.33,32,-150,66
-5.998,-0.133,7.684,-1.56,+7.69,-0.51,32,-150,66
-5.998,-0.056,7.684,-2.36,+8.48,-0.69,38,-150,68
-6.074,-0.056,7.684,-1.99,+7.20,-0.69,38,-150,68
-6.074,0.021,7.684,-1.50,+4.82,-1.12,34,-156,72
-6.151,-0.056,7.607,-1.44,+3.17,-1.12,34,-156,72
-6.227,-0.133,7.607,-1.14,+1.64,-0.75,31,-147,69
-6.304,-0.209,7.607,-0.34,-0.31,-0.33,31,-147,69
-6.304,-0.286,7.531,+0.51,-2.81,+0.16,40,-150,68
-6.304,-0.286,7.531,+0.82,-3.91,+0.89,40,-150,68
-6.304,-0.286,7.531,+1.12,-4.03,+1.08,34,-144,68
-6.227,-0.363,7.607,+1.67,-3.48,+0.65,34,-144,68
-6.227,-0.363,7.607,+1.73,-2.57,+0.83,30,-148,64
-6.151,-0.363,7.607,+1.24,-1.29,+1.14,30,-148,64
-6.151,-0.286,7.607,+0.82,+0.36,+1.14,30,-150,66
-6.074,-0.209,7.607,+0.33,+1.83,+0.83,30,-150,66
-6.074,-0.209,7.684,-0.34,+3.60,+0.71,36,-144,64
-5.998,-0.133,7.684,-1.20,+4.82,+0.34,36,-144,64
-5.998,-0.056,7.684,-1.69,+5.61,+0.28,34,-150,68
-6.074,-0.056,7.684,-1.50,+5.98,-0.02,34,-150,68
-6.074,-0.056,7.684,-1.38,+5.92,-0.45,33,-149,67
-6.151,-0.056,7.607,-1.20,+5.18,-0.57,33,-149,67
-6.227,-0.133,7.607,-0.71,+4.33,-0.94,29,-149,67
-6.227,-0.133,7.531,-0.04,+3.35,-0.88,29,-149,67
-6.304,-0.209,7.531,+0.33,+1.95,-0.82,31,-149,69
-6.304,-0.209,7.531,+0.27,+0.42,-0.21,31,-149,69
-6.304,-0.286,7.531,+0.39,-1.10,+0.22,35,-151,65
-6.304,-0.286,7.531,+0.27,-1.78,+0.65,35,-151,65
-6.304,-0.286,7.531,+0.33,-1.78,+0.89,33,-147,65
-6.227,-0.286,7.531,+0.57,-1.23,+0.95,33,-147,65
-6.151,-0.286,7.607,+0.57,-0.37,+0.65,35,-147,71
-6.074,-0.286,7.607,+0.51,+1.09,+0.47,35,-147,71
-5.998,-0.209,7.607,+0.51,+3.23,+0.59,35,-151,69
-5.998,-0.209,7.684,+0.21,+5.49,+0.83,35,-151,69
-5.921,-0.133,7.607,-0.22,+7.62,+0.83,33,-149,65
-5.921,-0.133,7.607,-0.59,+10.07,+0.71,33,-149,65
-5.921,-0.133,7.607,-0.47,+12.45,+0.47,35,-155,67
-5.921,-0.133,7.607,-0.04,+15.19,+0.04,35,-155,67
-5.921,-0.133,7.607,-0.16,+17.09,-0.51,36,-152,68
-5.921,-0.133,7.607,-0.47,+18.12,-1.00,36,-152,68
-5.998,-0.133,7.607,-0.59,+19.10,-1.00,35,-149,65
-5.998,-0.133,7.607,-0.77,+19.28,-0.75,35,-149,65
-6.074,-0.209,7.607,-1.50,+18.37,-0.33,35,-151,71
-6.074,-0.209,7.531,-2.18,+17.15,+0.34,35,-151,71
-6.151,-0.209,7.531,-2.11,+16.05,+0.89,30,-148,68
-6.227,-0.209,7.531,-1.69,+14.95,+1.32,30,-148,68
-6.304,-0.209,7.454,-1.20,+13.30,+1.44,32,-152,72
-6.381,-0.209,7.454,-0.71,+11.53,+1.14,32,-152,72
-6.381,-0.286,7.454,-0.10,+10.19,+0.95,35,-151,67
-6.457,-0.286,7.454,+0.94,+9.39,+0.47,35,-151,67
-6.457,-0.209,7.454,+1.37,+8.60,-0.27,32,-150,74
-6.457,-0.209,7.454,+0.82,+7.75,-0.94,32,-150,74
-6.534,-0.133,7.454,+0.14,+6.77,-1.30,30,-152,66
-6.534,-0.133,7.454,-0.59,+5.73,-1.30,30,-152,66
-6.534,-0.056,7.454,-1.14,+5.31,-1.30,31,-153,71
-6.534,-0.056,7.531,-1.50,+4.82,-1.06,31,-153,71
-6.534,-0.056,7.531,-1.50,+4.45,-1.00,32,-154,72
