ax,ay,az,gx,gy,gz,mx,my,mz
0.057,0.021,9.830,-0.16,-0.07,+0.10,32,-72,26
0.057,0.021,9.830,+0.21,+0.12,+0.04,32,-72,26
0.057,0.021,9.830,+0.33,+0.12,-0.08,33,-71,31
-0.020,0.021,9.830,+0.45,+0.12,-0.08,33,-71,31
-0.020,0.021,9.830,+0.27,+0.06,-0.02,34,-74,26
-0.020,0.021,9.830,+0.08,-0.07,-0.02,34,-74,26
-0.020,0.021,9.830,-0.04,-0.07,-0.02,34,-74,34
-0.020,0.021,9.830,-0.22,-0.19,-0.08,34,-74,34
-0.020,0.021,9.830,-0.34,-0.07,+0.04,31,-69,31
-0.020,0.021,9.830,-0.16,-0.07,+0.04,31,-69,31
-0.020,0.021,9.830,+0.02,+0.06,+0.04,28,-72,28
-0.020,0.021,9.830,+0.27,-0.01,-0.02,28,-72,28
0.057,0.021,9.830,+0.33,+0.06,+0.04,34,-72,30
0.057,0.021,9.830,+0.21,+0.06,+0.04,34,-72,30
0.057,0.097,9.830,+0.08,+0.24,-0.08,34,-70,28
0.057,0.097,9.830,-0.10,-0.07,-0.02,34,-70,28
0.057,0.021,9.830,-0.34,-0.01,+0.04,32,-72,34
0.057,0.021,9.830,-0.22,-0.13,-0.02,32,-72,34
0.057,0.021,9.830,-0.22,+0.06,+0.10,32,-70,28
0.057,0.021,9.830,-0.10,+0.12,-0.02,32,-70,28
0.057,0.021,9.830,+0.02,+0.06,-0.08,38,-74,30
-0.020,0.021,9.830,+0.14,+0.06,+0.04,38,-74,30
-0.020,0.021,9.753,+0.27,+0.24,-0.02,32,-70,32
-0.020,0.021,9.753,+0.14,+0.42,-0.08,32,-70,32
-0.020,0.021,9.753,+0.14,-0.07,+0.04,35,-67,31
0.057,0.097,9.830,-0.16,-0.86,+0.34,35,-67,31
0.057,0.097,9.830,-0.28,-0.31,+0.16,40,-72,28
0.057,0.097,9.830,-0.10,+0.24,-0.39,40,-72,28
0.057,0.021,9.830,-0.16,-0.13,-0.27,37,-71,29
0.057,0.021,9.830,-0.22,-0.68,+0.28,37,-71,29
0.057,0.021,9.830,+0.02,-0.68,+0.28,31,-75,27
0.057,0.021,9.907,+0.39,+0.42,-0.14,31,-75,27
0.057,0.021,9.830,+0.27,+0.91,-0.14,33,-71,27
0.057,0.021,9.830,+0.02,+0.36,+0.04,33,-71,27
0.057,0.021,9.830,+0.45,+0.24,+0.22,34,-76,30
-0.020,0.021,9.830,+0.45,+0.36,+0.04,34,-76,30
-0.020,0.021,9.753,-0.10,+0.36,-0.21,32,-72,24
-0.020,0.021,9.753,-0.53,+0.12,-0.21,32,-72,24
-0.020,0.021,9.753,-0.59,-0.49,+0.10,33,-71,29
0.057,0.021,9.753,-0.40,-0.68,+0.22,33,-71,29
0.057,0.021,9.753,-0.16,-0.68,+0.10,33,-73,25
0.057,0.021,9.830,-0.10,-0.37,+0.04,33,-73,25
0.057,0.021,9.830,+0.21,-0.13,+0.04,35,-73,25
0.057,-0.056,9.830,+0.51,-0.07,+0.04,35,-73,25
0.057,-0.056,9.830,+0.63,-0.07,+0.22,38,-74,30
0.057,0.021,9.830,+0.39,+0.18,+0.10,38,-74,30
0.057,0.021,9.907,+0.08,+0.18,-0.08,33,-71,31
-0.020,0.021,9.907,-0.04,+0.42,-0.08,33,-71,31
0.057,0.021,9.830,-0.04,+0.18,+0.04,34,-72,30
0.057,0.021,9.830,-0.28,-0.13,-0.02,34,-72,30
0.057,0.021,9.830,-0.59,-0.13,-0.08,35,-73,27
0.057,0.021,9.907,-0.34,+0.06,+0.04,35,-73,27
0.057,0.021,9.907,-0.04,+0.18,-0.02,33,-71,27
-0.020,0.021,9.830,+0.27,+0.18,+0.04,33,-71,27
-0.020,0.021,9.830,+0.27,-0.19,-0.08,35,-75,29
-0.020,0.021,9.830,+0.27,-0.01,+0.04,35,-75,29
0.057,0.021,9.830,+0.27,-0.19,+0.04,32,-74,32
-0.020,0.021,9.830,+0.21,-0.25,+0.04,32,-74,32
-0.020,0.021,9.830,+0.02,-0.07,-0.08,33,-73,33
-0.020,0.021,9.830,-0.22,-0.25,-0.02,33,-73,33
0.057,0.021,9.830,-0.10,-0.07,+0.04,32,-70,30
0.057,0.021,9.830,-0.04,+0.18,+0.04,32,-70,30
0.057,0.021,9.830,+0.02,+0.18,-0.02,33,-73,31
-0.020,0.021,9.830,-0.04,+0.24,-0.08,33,-73,31
-0.020,0.021,9.830,-0.10,+0.24,-0.08,36,-72,26
-0.020,0.021,9.753,+0.08,+0.18,+0.04,36,-72,26
-0.020,0.021,9.830,+0.02,+0.12,-0.02,36,-76,28
-0.020,0.021,9.830,+0.02,-0.07,+0.04,36,-76,28
-0.020,0.021,9.830,-0.16,-0.13,+0.04,33,-71,33
-0.020,0.021,9.830,-0.04,-0.25,-0.02,33,-71,33
-0.020,0.021,9.830,+0.08,-0.13,-0.02,33,-73,33
-0.020,0.021,9.830,+0.21,-0.13,+0.04,33,-73,33
-0.020,0.021,9.830,-0.04,+0.06,+0.04,37,-73,29
-0.020,0.021,9.830,-0.04,-0.07,-0.02,37,-73,29
-0.020,0.021,9.830,+0.08,-0.07,-0.02,29,-71,29
-0.020,0.021,9.830,-0.10,+0.06,+0.10,29,-71,29
-0.020,0.021,9.830,-0.10,+0.06,+0.04,33,-69,31
-0.020,0.021,9.830,-0.16,+0.06,+0.10,33,-69,31
0.057,0.021,9.830,-0.16,+0.12,-0.02,34,-68,30
0.057,0.021,9.830,+0.02,+0.06,-0.14,34,-68,30
-0.020,0.021,9.830,+0.14,+0.18,-0.02,35,-73,27
-0.020,0.021,9.830,+0.08,+0.18,-0.08,35,-73,27
-0.020,0.021,9.830,+0.02,+0.06,+0.04,35,-75,29
0.057,0.021,9.830,+0.14,+0.18,+0.04,35,-75,29
-0.020,0.021,9.830,+0.02,+0.06,+0.04,29,-75,27
-0.020,0.021,9.830,+0.02,-0.07,+0.16,29,-75,27
-0.020,0.021,9.830,-0.10,-0.07,+0.10,35,-73,31
-0.020,0.021,9.830,-0.10,-0.07,-0.02,35,-73,31
0.057,0.021,9.830,-0.10,-0.01,+0.04,37,-67,29
0.057,0.021,9.830,-0.04,-0.07,+0.10,37,-67,29
-0.020,0.021,9.830,-0.04,-0.01,-0.02,33,-73,25
-0.020,0.021,9.830,+0.08,+0.18,+0.10,33,-73,25
-0.020,0.021,9.830,+0.14,+0.06,-0.02,31,-69,31
-0.020,0.021,9.753,+0.02,+0.06,-0.02,31,-69,31
0.057,0.021,9.753,+0.08,+0.18,-0.02,34,-70,30
-0.020,0.021,9.753,+0.08,+0.12,+0.10,34,-70,30
-0.020,0.021,9.753,-0.04,+0.18,-0.08,35,-73,23
-0.020,0.021,9.753,-0.04,+0.18,-0.02,35,-73,23
-0.020,0.021,9.830,-0.04,-0.13,-0.08,33,-75,23
0.057,0.021,9.830,-0.10,-0.01,-0.02,33,-75,23
-0.020,0.021,9.830,-0.04,-0.01,+0.04,33,-71,31
-0.020,0.021,9.830,+0.02,+0.06,-0.08,33,-71,31
-0.020,0.021,9.830,-0.04,-0.13,+0.10,34,-76,26
-0.020,0.021,9.830,+0.08,+0.06,+0.04,34,-76,26
0.057,0.021,9.830,+0.08,+0.06,+0.04,31,-77,27
0.057,0.021,9.830,-0.04,+0.06,+0.10,31,-77,27
0.057,0.021,9.907,+0.08,-0.07,-0.02,30,-76,32
0.057,0.021,9.907,-0.04,+0.06,-0.02,30,-76,32
0.057,0.021,9.907,-0.04,+0.06,-0.14,34,-74,28
0.057,0.021,9.907,+0.02,+0.06,-0.02,34,-74,28
0.057,0.021,9.907,+0.02,+0.12,+0.04,30,-76,30
0.057,0.021,9.830,+0.14,-0.01,-0.02,30,-76,30
0.057,0.021,9.830,+0.02,-0.07,+0.10,31,-69,27
-0.020,0.021,9.830,-0.04,-0.01,+0.04,31,-69,27
-0.020,0.021,9.830,-0.04,+0.06,+0.04,30,-76,32
-0.020,0.021,9.753,-0.04,+0.30,-0.02,30,-76,32
-0.020,0.021,9.753,-0.10,+0.48,-0.14,32,-74,28
-0.020,0.021,9.830,-0.10,-0.25,+0.04,32,-74,28
-0.020,0.021,9.830,-0.04,-1.41,+0.65,34,-70,34
-0.020,0.021,9.830,+0.14,-0.25,+0.04,34,-70,34
-0.020,0.021,9.830,+0.33,+0.79,-0.82,35,-69,31
0.057,0.021,9.830,+0.02,+0.24,-0.33,35,-69,31
0.057,0.021,9.830,-0.40,-1.16,+0.59,35,-69,25
0.057,0.021,9.907,-0.22,-1.65,+0.65,35,-69,25
0.057,0.021,9.907,+0.08,+0.42,-0.02,34,-70,30
0.057,0.021,9.907,+0.21,+2.01,-0.51,34,-70,30
0.057,0.021,9.830,+0.21,+1.46,-0.33,38,-74,28
0.057,0.021,9.830,+0.21,-0.31,+0.47,38,-74,28
0.057,0.021,9.830,+0.27,-1.16,+0.65,34,-72,28
0.057,0.021,9.907,+0.14,-0.07,-0.02,34,-72,28
-0.020,0.021,9.907,-0.22,+1.40,-0.57,37,-67,29
0.057,0.021,9.830,-0.34,+1.22,-0.39,37,-67,29
0.057,0.021,9.753,-0.47,-0.43,+0.28,30,-68,26
0.057,0.021,9.753,-0.34,-1.47,+0.71,30,-68,26
-0.020,0.021,9.830,-0.16,-0.92,+0.22,31,-73,31
-0.020,0.021,9.907,+0.21,+0.48,-0.27,31,-73,31
-0.020,0.021,9.830,+0.57,+1.15,-0.45,35,-69,29
-0.020,0.021,9.830,+0.75,+0.30,+0.04,35,-69,29
0.057,0.021,9.753,+0.27,-0.98,+0.28,36,-72,30
0.057,0.097,9.830,-0.22,-1.10,+0.40,36,-72,30
-0.020,0.097,9.907,-0.28,-0.07,-0.27,30,-72,28
-0.020,0.021,9.907,-0.40,+0.85,-0.33,30,-72,28
0.057,0.021,9.830,-0.28,+0.61,-0.08,32,-76,30
0.057,0.021,9.830,-0.40,-0.25,+0.34,32,-76,30
0.057,0.021,9.830,-0.28,-0.43,+0.34,37,-73,31
-0.020,0.021,9.830,+0.33,+0.48,+0.04,37,-73,31
-0.020,0.021,9.830,+0.69,+1.09,-0.27,37,-69,35
-0.020,0.021,9.830,+0.51,+0.73,-0.33,37,-69,35
-0.020,0.021,9.753,-0.04,-0.13,-0.02,36,-68,32
-0.020,0.021,9.753,-0.28,-0.80,+0.22,36,-68,32
0.057,0.021,9.830,-0.34,-0.62,-0.02,35,-65,31
0.057,0.021,9.830,-0.34,-0.13,-0.08,35,-65,31
0.057,0.021,9.830,-0.28,+0.06,-0.14,38,-78,28
0.057,0.021,9.830,-0.10,-0.01,+0.04,38,-78,28
0.057,0.021,9.830,+0.33,-0.07,+0.16,33,-71,31
0.057,0.021,9.830,+0.45,+0.06,+0.16,33,-71,31
0.057,0.021,9.830,+0.51,+0.18,-0.14,32,-74,30
-0.020,0.021,9.830,+0.27,+0.42,-0.08,32,-74,30
-0.020,0.021,9.753,-0.10,+0.30,-0.02,36,-70,30
0.057,0.021,9.753,-0.22,-0.01,-0.02,36,-70,30
0.057,0.097,9.753,-0.47,-0.19,+0.04,34,-68,28
0.057,0.021,9.830,-0.53,-0.07,+0.04,34,-68,28
0.057,0.021,9.830,-0.28,-0.31,+0.04,31,-73,29
0.057,0.021,9.830,+0.08,+0.06,+0.10,31,-73,29
0.057,0.021,9.830,+0.33,+0.24,-0.02,32,-74,26
0.057,0.097,9.830,+0.39,+0.30,+0.04,32,-74,26
0.057,0.097,9.830,+0.33,-0.13,-0.08,36,-72,30
0.057,0.097,9.830,+0.02,-0.19,+0.04,36,-72,30
-0.020,0.097,9.830,-0.22,-0.25,-0.02,36,-70,32
-0.020,0.021,9.830,-0.28,-0.07,-0.08,36,-70,32
0.057,0.021,9.830,-0.40,+0.06,-0.02,34,-70,28
0.057,0.021,9.830,-0.34,-0.25,+0.04,34,-70,28
0.057,0.021,9.830,-0.10,-0.19,+0.10,35,-73,27
0.057,0.021,9.830,+0.33,+0.06,+0.04,35,-73,27
-0.020,0.021,9.830,+0.39,+0.48,-0.02,36,-70,26
-0.020,0.021,9.830,+0.39,+0.36,-0.02,36,-70,26
0.057,0.021,9.830,+0.14,+0.30,+0.04,34,-72,28
0.057,0.021,9.830,-0.04,-0.25,+0.04,34,-72,28
0.057,0.021,9.830,-0.22,-0.19,+0.04,30,-72,26
0.057,0.021,9.830,-0.40,-0.19,-0.08,30,-72,26
0.057,0.021,9.830,-0.34,+0.12,-0.02,32,-68,32
0.057,0.021,9.830,-0.16,-0.07,+0.04,32,-68,32
0.057,0.021,9.830,+0.08,-0.25,+0.10,33,-71,29
0.057,0.021,9.830,+0.21,-0.13,+0.04,33,-71,29
-0.020,0.021,9.830,+0.39,-0.01,+0.10,34,-70,24
-0.020,0.021,9.830,+0.21,+0.18,-0.02,34,-70,24
-0.020,0.021,9.830,+0.27,+0.06,+0.04,31,-67,29
-0.020,0.021,9.830,-0.16,-0.13,+0.10,31,-67,29
0.057,0.021,9.830,-0.22,-0.19,+0.10,32,-72,32
0.057,0.021,9.830,-0.22,-0.01,-0.02,32,-72,32
0.057,0.021,9.830,-0.10,-0.01,+0.04,32,-66,28
-0.020,0.021,9.830,+0.02,+0.12,-0.02,32,-66,28
0.057,0.021,9.830,+0.08,+0.06,-0.02,34,-70,22
-0.020,0.021,9.830,+0.33,+0.12,+0.16,34,-70,22
-0.020,0.021,9.830,+0.21,+0.06,+0.04,35,-71,35
-0.020,0.021,9.830,+0.14,+0.12,-0.02,35,-71,35
-0.020,0.021,9.830,+0.08,+0.18,-0.02,32,-70,28
-0.020,0.021,9.753,-0.16,+0.06,+0.10,32,-70,28
-0.020,0.021,9.830,-0.22,-0.25,-0.02,32,-72,30
-0.020,0.021,9.753,-0.22,-0.19,+0.10,32,-72,30
-0.020,0.021,9.753,-0.28,-0.19,+0.10,38,-70,32
-0.020,0.021,9.753,+0.08,+0.06,-0.08,38,-70,32
-0.020,0.021,9.753,+0.14,+0.24,-0.08,34,-72,32
-0.020,0.021,9.830,+0.08,+0.12,+0.04,34,-72,32
-0.020,0.021,9.830,+0.02,+0.06,+0.04,34,-68,30
-0.020,0.097,9.830,+0.02,-0.07,-0.02,34,-68,30
-0.020,0.021,9.830,-0.10,+0.12,-0.02,30,-68,30
-0.020,0.097,9.830,-0.22,+0.24,-0.21,30,-68,30
-0.020,0.021,9.830,-0.28,+0.12,-0.02,34,-72,26
-0.020,0.021,9.753,-0.22,+0.30,-0.14,34,-72,26
-0.020,0.021,9.830,-0.04,-0.13,-0.02,32,-74,30
-0.020,0.021,9.830,+0.33,-1.04,+0.59,32,-74,30
-0.020,0.021,9.830,+0.75,-0.07,+0.40,37,-71,29
-0.020,0.021,9.830,+0.57,+0.91,-0.82,37,-71,29
0.057,0.021,9.830,+0.14,+0.36,-0.69,36,-70,32
0.057,0.021,9.830,-0.40,-0.74,+0.34,36,-70,32
0.057,0.021,9.830,-0.59,-2.08,+0.53,33,-69,29
0.057,0.021,9.907,-0.53,-0.13,+0.04,33,-69,29
0.057,0.021,9.830,-0.47,+2.01,-0.57,38,-74,30
0.057,-0.056,9.753,-0.28,+1.89,-0.51,38,-74,30
0.057,-0.056,9.753,+0.27,+0.12,+0.53,36,-70,30
0.057,0.021,9.753,+0.51,-1.23,+0.77,36,-70,30
-0.020,0.021,9.830,+0.45,-0.43,+0.22,37,-67,29
-0.020,0.021,9.830,+0.21,+1.09,-0.63,37,-67,29
-0.020,0.021,9.753,+0.21,+1.09,-0.63,32,-70,30
0.057,0.021,9.753,+0.08,-0.37,+0.28,32,-70,30
0.057,0.021,9.753,-0.47,-1.78,+0.65,31,-67,27
0.057,0.021,9.753,-0.71,-1.35,+0.28,31,-67,27
-0.020,0.021,9.830,-0.40,+0.42,-0.33,32,-68,32
-0.020,0.021,9.753,+0.27,+1.34,-0.33,32,-68,32
0.057,0.021,9.753,+0.57,+0.30,+0.10,32,-74,32
0.057,0.021,9.677,+0.51,-0.86,+0.28,32,-74,32
0.057,0.021,9.753,+0.21,-0.55,+0.10,34,-72,28
-0.020,0.021,9.830,-0.04,+0.18,-0.21,34,-72,28
-0.020,0.021,9.830,-0.16,+0.79,-0.39,30,-68,30
-0.020,0.021,9.830,-0.40,+0.48,-0.21,30,-68,30
0.057,0.021,9.753,-0.65,-0.43,+0.16,34,-74,32
0.057,0.021,9.830,-0.47,-0.62,+0.28,34,-74,32
-0.020,0.021,9.830,+0.02,+0.06,+0.10,32,-72,30
-0.020,0.021,9.907,+0.63,+0.91,-0.14,32,-72,30
-0.020,0.021,9.830,+0.82,+0.79,-0.14,33,-73,31
-0.020,0.021,9.830,+0.39,+0.12,-0.08,33,-73,31
-0.020,0.021,9.830,+0.02,-0.62,+0.10,32,-76,26
-0.020,0.021,9.830,-0.22,-0.62,-0.02,32,-76,26
-0.020,0.021,9.907,-0.16,-0.13,-0.14,32,-72,32
-0.020,0.021,9.830,-0.47,+0.12,-0.27,32,-72,32
0.057,0.021,9.830,-0.53,+0.06,+0.04,38,-66,30
0.057,0.021,9.830,-0.22,-0.25,+0.10,38,-66,30
0.057,0.021,9.753,+0.33,-0.07,+0.16,34,-72,30
0.057,0.021,9.830,+0.69,+0.36,-0.08,34,-72,30
-0.020,0.021,9.830,+0.63,+0.54,-0.21,37,-73,29
-0.020,0.021,9.830,+0.51,+0.36,-0.14,37,-73,29
0.057,0.021,9.753,+0.02,-0.07,-0.02,32,-72,34
0.057,0.021,9.830,-0.47,-0.25,+0.04,32,-72,34
0.057,0.021,9.830,-0.65,-0.13,-0.08,30,-66,32
0.057,0.021,9.830,-0.53,-0.19,+0.04,30,-66,32
0.057,0.021,9.830,-0.22,-0.13,+0.04,32,-70,30
0.057,0.021,9.830,+0.08,-0.01,+0.04,32,-70,30
0.057,0.021,9.830,+0.33,+0.24,-0.02,34,-72,30
0.057,0.021,9.753,+0.57,+0.30,-0.08,34,-72,30
0.057,0.021,9.830,+0.51,-0.01,+0.04,30,-70,30
0.057,0.021,9.830,+0.21,-0.19,+0.04,30,-70,30
0.057,0.021,9.830,-0.10,-0.13,+0.04,36,-70,30
0.057,0.021,9.830,-0.40,+0.06,-0.08,36,-70,30
0.057,0.021,9.830,-0.47,-0.01,-0.02,41,-75,29
0.057,0.021,9.830,-0.40,-0.31,+0.10,41,-75,29
0.057,0.021,9.830,-0.10,-0.19,+0.16,38,-70,30
0.057,-0.056,9.830,+0.21,+0.18,+0.10,38,-70,30
-0.020,0.021,9.830,+0.51,+0.48,-0.08,31,-73,29
-0.020,0.021,9.830,+0.57,+0.48,-0.14,31,-73,29
-0.020,0.021,9.830,+0.27,-0.01,-0.02,32,-74,30
-0.020,0.021,9.830,-0.04,-0.25,+0.22,32,-74,30
-0.020,0.021,9.830,-0.16,-0.19,-0.08,35,-73,27
-0.020,0.021,9.830,-0.34,+0.06,-0.14,35,-73,27
-0.020,0.021,9.753,-0.34,+0.06,-0.14,34,-70,26
0.057,0.021,9.753,-0.28,-0.31,+0.10,34,-70,26
0.057,0.021,9.753,+0.02,-0.37,+0.16,33,-71,31
0.057,0.021,9.830,+0.33,+0.18,+0.04,33,-71,31
0.057,0.021,9.830,+0.45,+0.36,-0.14,33,-73,31
-0.020,0.021,9.830,+0.39,+0.30,-0.08,33,-73,31
-0.020,0.021,9.753,+0.08,-0.01,-0.02,32,-70,26
0.057,0.021,9.753,-0.10,-0.19,+0.10,32,-70,26
0.057,0.021,9.753,-0.16,-0.13,-0.08,29,-71,29
0.057,0.021,9.830,-0.22,-0.01,-0.08,29,-71,29
-0.020,0.021,9.753,-0.34,+0.06,-0.02,32,-72,30
-0.020,0.021,9.753,-0.04,-0.07,-0.02,32,-72,30
-0.020,0.021,9.830,+0.14,-0.19,+0.10,36,-74,26
-0.020,0.021,9.830,+0.39,+0.18,+0.04,36,-74,26
-0.020,0.021,9.830,+0.27,+0.24,-0.08,36,-66,32
-0.020,0.021,9.830,+0.27,+0.18,+0.04,36,-66,32
-0.020,0.021,9.830,-0.04,-0.01,+0.04,40,-72,34
-0.020,0.021,9.830,-0.22,-0.25,+0.04,40,-72,34
-0.020,0.021,9.830,-0.40,-0.19,-0.02,36,-70,32
-0.020,0.021,9.907,-0.22,-0.25,+0.04,36,-70,32
-0.020,0.021,9.907,-0.16,-0.01,-0.02,37,-71,29
0.057,0.021,9.907,+0.02,+0.12,+0.16,37,-71,29
-0.020,0.021,9.907,+0.14,+0.12,+0.04,32,-72,30
-0.020,0.021,9.907,+0.21,+0.18,-0.02,32,-72,30
-0.020,0.021,9.830,+0.27,+0.06,-0.02,32,-70,34
-0.020,0.021,9.830,+0.08,+0.12,+0.04,32,-70,34
-0.020,0.021,9.830,-0.04,-0.01,+0.04,39,-75,27
-0.020,0.021,9.830,-0.04,-0.07,-0.08,39,-75,27
-0.020,0.021,9.830,-0.16,-0.13,-0.02,29,-75,25
-0.020,0.021,9.753,-0.10,-0.19,+0.16,29,-75,25
-0.020,0.021,9.753,-0.10,+0.06,-0.02,29,-71,31
-0.020,0.021,9.753,+0.02,+0.36,-0.08,29,-71,31
0.057,0.021,9.753,+0.08,+0.06,+0.04,35,-71,29
-0.020,0.021,9.753,+0.33,-0.25,+0.34,35,-71,29
-0.020,0.021,9.753,+0.51,-0.13,+0.22,30,-68,28
-0.020,0.021,9.753,+0.27,+0.36,-0.27,30,-68,28
0.057,0.021,9.753,-0.04,+0.30,-0.45,29,-71,29
0.057,0.021,9.830,-0.34,-0.25,+0.10,29,-71,29
0.057,0.021,9.830,-0.40,-0.92,+0.34,34,-70,30
0.057,0.021,9.830,-0.22,-0.55,+0.16,34,-70,30
0.057,0.021,9.830,-0.28,+0.67,-0.21,33,-77,33
0.057,0.021,9.830,-0.10,+0.85,-0.27,33,-77,33
0.057,0.021,9.830,+0.14,+0.36,+0.10,28,-74,30
-0.020,-0.056,9.830,+0.33,-0.74,+0.34,28,-74,30
-0.020,-0.056,9.830,+0.21,-0.37,+0.10,30,-74,28
-0.020,-0.056,9.830,-0.10,+0.67,-0.27,30,-74,28
-0.020,0.021,9.830,+0.02,+0.79,-0.33,30,-70,36
-0.020,0.021,9.830,+0.08,+0.06,+0.10,30,-70,36
-0.020,0.021,9.830,-0.10,-0.62,+0.40,32,-74,26
-0.020,0.021,9.830,-0.28,-0.74,+0.10,32,-74,26
-0.020,0.021,9.830,-0.16,+0.18,-0.21,33,-75,29
-0.020,0.021,9.753,+0.14,+0.67,-0.27,33,-75,29
-0.020,0.021,9.753,+0.27,+0.36,+0.04,32,-70,30
0.057,0.021,9.753,+0.21,-0.31,+0.16,32,-70,30
0.057,0.021,9.753,+0.08,-0.49,+0.16,35,-71,29
-0.020,0.021,9.753,-0.16,-0.07,-0.14,35,-71,29
-0.020,0.021,9.830,-0.22,+0.36,-0.02,37,-67,31
0.057,0.021,9.830,-0.16,+0.18,-0.14,37,-67,31
0.057,0.021,9.753,-0.16,-0.25,+0.10,33,-71,31
0.057,0.021,9.753,-0.22,-0.43,+0.16,33,-71,31
0.057,0.021,9.830,+0.02,-0.01,+0.04,35,-69,33
-0.020,0.021,9.830,+0.27,+0.30,-0.08,35,-69,33
-0.020,0.021,9.830,+0.27,+0.36,-0.02,39,-75,31
-0.020,0.021,9.830,+0.08,+0.12,+0.04,39,-75,31
-0.020,0.097,9.830,-0.10,-0.25,+0.04,35,-71,25
-0.020,0.021,9.830,-0.22,-0.01,+0.10,35,-71,25
-0.020,0.021,9.830,-0.10,+0.06,+0.04,37,-71,25
-0.020,0.021,9.830,-0.28,-0.01,-0.14,37,-71,25
-0.020,0.021,9.830,-0.16,-0.01,-0.14,33,-69,29
0.057,0.021,9.830,-0.04,-0.01,+0.16,33,-69,29
0.057,0.021,9.830,+0.08,-0.01,+0.10,33,-71,27
0.057,0.021,9.830,+0.27,+0.12,-0.02,33,-71,27
-0.020,0.021,9.830,+0.27,+0.12,-0.02,29,-71,29
-0.020,0.021,9.753,+0.02,+0.06,+0.10,29,-71,29
-0.020,0.021,9.753,+0.02,-0.07,+0.04,33,-75,29
-0.020,0.021,9.753,-0.04,-0.07,+0.10,33,-75,29
0.057,0.021,9.830,-0.28,-0.07,+0.04,35,-73,31
0.057,0.021,9.830,-0.16,-0.13,-0.02,35,-73,31
0.057,0.021,9.830,+0.02,+0.06,+0.04,38,-72,30
0.057,0.021,9.830,+0.08,+0.12,-0.02,38,-72,30
0.057,0.021,9.830,+0.21,+0.12,+0.04,34,-74,30
0.057,0.021,9.830,+0.08,+0.12,+0.10,34,-74,30
0.057,0.021,9.830,+0.21,-0.01,-0.02,36,-70,32
0.057,0.021,9.830,-0.04,-0.13,+0.04,36,-70,32
0.057,0.021,9.830,+0.08,-0.07,-0.02,37,-73,27
-0.020,0.021,9.830,-0.04,+0.12,+0.04,37,-73,27
-0.020,0.021,9.830,-0.22,-0.01,-0.02,35,-69,25
-0.020,0.021,9.830,-0.10,-0.13,+0.10,35,-69,25
-0.020,0.021,9.753,+0.08,-0.13,-0.08,33,-67,29
-0.020,0.021,9.753,+0.02,+0.06,-0.14,33,-67,29
-0.020,0.021,9.753,+0.08,+0.12,-0.08,31,-75,27
-0.020,0.021,9.830,+0.08,+0.18,-0.02,31,-75,27
-0.020,0.021,9.830,+0.02,+0.12,-0.08,29,-73,29
-0.020,0.021,9.830,+0.08,-0.13,+0.16,29,-73,29
-0.020,0.021,9.830,-0.04,-0.13,+0.16,34,-70,30
-0.020,0.021,9.830,+0.02,+0.06,-0.02,34,-70,30
-0.020,0.097,9.830,+0.08,+0.06,+0.04,29,-73,27
-0.020,0.097,9.830,+0.02,-0.01,-0.02,29,-73,27
-0.020,0.097,9.830,+0.02,-0.01,-0.02,35,-69,31
-0.020,0.097,9.830,+0.14,-0.07,+0.04,35,-69,31
-0.020,0.097,9.830,+0.14,+0.06,-0.02,34,-72,28
-0.020,0.021,9.753,-0.04,+0.18,-0.08,34,-72,28
-0.020,0.021,9.753,+0.08,+0.24,-0.02,30,-70,32
-0.020,0.021,9.753,-0.04,+0.06,+0.04,30,-70,32
-0.020,0.021,9.753,-0.04,-0.13,-0.02,32,-76,28
-0.020,0.021,9.753,+0.14,-0.13,+0.10,32,-76,28
-0.020,0.021,9.753,+0.14,-0.01,-0.08,30,-70,28
-0.020,0.021,9.830,+0.14,+0.18,-0.21,30,-70,28
-0.020,0.021,9.830,+0.08,-0.01,+0.04,34,-72,26
-0.020,0.021,9.830,-0.04,-0.01,+0.04,34,-72,26
-0.020,0.021,9.830,+0.02,-0.07,-0.02,35,-71,29
-0.020,0.021,9.830,+0.02,+0.06,-0.08,35,-71,29
-0.020,0.021,9.830,+0.08,+0.12,+0.04,34,-70,34
-0.020,0.021,9.830,-0.04,+0.06,+0.10,34,-70,34
-0.020,0.021,9.830,-0.04,+0.06,-0.02,31,-71,27
-0.020,0.021,9.830,-0.04,-0.13,+0.10,31,-71,27
-0.020,0.021,9.830,-0.04,+0.06,-0.08,33,-75,31
-0.020,0.021,9.830,+0.02,+0.12,-0.08,33,-75,31
-0.020,0.021,9.830,+0.02,+0.18,-0.02,33,-73,33
-0.020,0.021,9.907,+0.02,-0.01,+0.04,33,-73,33
-0.020,0.021,9.907,+0.02,-0.01,+0.04,32,-70,26
-0.020,0.021,9.830,+0.02,-0.13,-0.02,32,-70,26
-0.020,0.021,9.907,+0.08,-0.01,-0.02,34,-74,26
-0.020,0.021,9.907,+0.02,-0.07,-0.02,34,-74,26
-0.020,0.021,9.907,-0.04,-0.07,-0.02,29,-69,33
-0.020,0.021,9.830,-0.04,-0.01,-0.08,29,-69,33
-0.020,0.021,9.907,-0.10,+0.06,+0.04,31,-71,27
-0.020,0.021,9.830,-0.04,+0.06,+0.16,31,-71,27
-0.020,0.021,9.830,-0.04,+0.06,+0.04,31,-79,33
-0.020,0.021,9.830,-0.04,-0.13,+0.04,31,-79,33
