cnt,flyState,setpoint.h [m],setpoint.pitch [deg],setpoint.roll [deg],setpoint.yaw [deg],motval_avg [frac],motval_0 [frac],motval_1 [frac],motval_2 [frac],motval_3 [frac],hor_velocities.xv,hor_velocities.yv,hor_velocities.dt,hor_velocities.seqNum,att.ts [s],att.ax [m/s^2],att.ay [m/s^2],att.az [m/s^2],att.gx [deg/s],att.gx_kalman [deg/s],att.gx_bias_kalman [deg/s],att.gy [deg/s],att.gy_kalman [deg/s],att.gy_bias_kalman [deg/s],att.gz [deg/s],att.hv [m/sec],att.h [m],att.pitch [deg],att.roll [deg],att.yaw [deg],xPos [m],yPos [m],targetXVel [m/s],targetYVel [m/s],targetPitch [deg],targetRoll [deg],adj_pitch,adj_roll,adj_yaw,adj_h
1145,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.655522,0.655267,0.664478,0.664733,0.144781,-0.434343,0.033570,171,946691147.656585,0.269776,-0.481687,-10.059082,-26.001465,-25.459138,-0.542327,-10.104373,-9.562046,0.734035,17.987305,0.055251,0.972060,-0.527738,-0.014590,-4.431881,-0.042197,-0.048630,0.000000,0.000000,0.000000,0.000000,0.004605,0.000127,0.000000,0.000000
1146,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.655610,0.656105,0.664390,0.663895,0.143920,-0.431760,0.033570,171,946691147.661712,0.576339,1.357688,-9.829160,-3.417768,-2.838548,-0.579220,5.582141,6.161361,0.716001,-19.550462,-0.034001,0.966280,-0.474693,0.028334,-4.532118,-0.041459,-0.050844,0.000000,0.000000,0.000000,0.000000,0.004142,-0.000247,0.000000,-0.000000
1147,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.654662,0.655742,0.665338,0.664258,0.143920,-0.431760,0.033570,171,946691147.666748,-0.266708,0.514642,-10.365644,2.014527,2.606838,-0.592311,-12.851040,-12.258728,0.720352,-12.226020,-0.034001,0.966280,-0.549817,0.061859,-4.593688,-0.040734,-0.053018,0.000000,0.000000,0.000000,0.000000,0.004798,-0.000540,0.000000,-0.000000
1148,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.655313,0.653953,0.664687,0.666047,0.143920,-0.431760,0.033570,171,946691147.671661,-0.036786,-0.864890,-10.212363,-21.911985,-21.342096,-0.569888,-13.156224,-12.586336,0.718428,19.452193,-0.034001,0.966280,-0.614986,-0.077933,-4.498120,-0.040027,-0.055139,0.000000,0.000000,0.000000,0.000000,0.005367,0.000680,0.000000,-0.000000
1149,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.656058,0.653776,0.663942,0.666224,0.143920,-0.431760,0.033570,171,946691147.676574,0.576339,0.744563,-9.829160,-18.005615,-17.414720,-0.590895,1.431623,2.022519,0.699890,-1.300394,-0.034001,0.966280,-0.582505,-0.130759,-4.504509,-0.039320,-0.057260,0.000000,0.000000,0.000000,0.000000,0.005083,0.001141,0.000000,-0.000000
1150,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.654894,0.654262,0.665106,0.665738,0.143920,-0.431760,0.033570,171,946691147.681640,0.116495,1.127766,-10.135722,8.789637,9.410592,-0.620956,-8.822596,-8.201640,0.693865,-25.165868,-0.034001,0.966280,-0.621329,-0.036250,-4.632000,-0.038591,-0.059448,0.000000,0.000000,0.000000,0.000000,0.005422,0.000316,0.000000,-0.000000
1151,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.654580,0.652905,0.665420,0.667096,0.143920,-0.431760,0.033570,171,946691147.686584,-0.266708,-0.634968,-10.365644,-7.629322,-7.024416,-0.604906,-17.550889,-16.945983,0.697427,10.723899,-0.034001,0.966280,-0.717099,-0.095986,-4.578982,-0.037879,-0.061582,0.000000,0.000000,0.000000,0.000000,0.006258,0.000838,0.000000,-0.000000
1152,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.655287,0.651735,0.664713,0.668265,0.295363,-0.295363,0.032715,172,946691147.691589,0.423058,0.208079,-9.829160,-24.170355,-23.558781,-0.611573,-9.310892,-8.699318,0.682325,11.578418,-0.034001,0.966280,-0.743585,-0.203510,-4.521032,-0.036401,-0.063061,0.000000,0.000000,0.000000,0.000000,0.006489,0.001776,0.000000,-0.000000
1153,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.654495,0.652533,0.665505,0.667467,0.295363,-0.295363,0.032715,172,946691147.696594,0.346417,1.357688,-9.982441,6.042970,6.691534,-0.648564,-3.268227,-2.619663,0.669469,-24.433424,-0.034001,0.966280,-0.743263,-0.112386,-4.643321,-0.034923,-0.064539,0.000000,0.000000,0.000000,0.000000,0.006486,0.000981,0.000000,-0.000000
1154,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.653640,0.651531,0.666360,0.668469,0.295883,-0.295883,0.032715,172,946691147.701721,-0.343349,-0.251765,-10.442285,-0.487991,0.154639,-0.642630,-18.588517,-17.945887,0.674336,1.995605,-0.051001,0.967980,-0.849605,-0.120839,-4.633090,-0.033406,-0.066056,0.000000,0.000000,0.000000,0.000000,0.007414,0.001055,0.000000,-0.000000
1155,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.654227,0.650154,0.665773,0.669846,0.295883,-0.295883,0.032715,172,946691147.706695,0.346417,-0.405046,-10.059082,-20.202949,-19.570077,-0.632872,-12.667928,-12.035056,0.660836,17.621082,-0.051001,0.967980,-0.894869,-0.233384,-4.545442,-0.031934,-0.067528,0.000000,0.000000,0.000000,0.000000,0.007809,0.002037,0.000000,-0.000000
1156,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.653793,0.651010,0.666207,0.668990,0.295883,-0.295883,0.032715,172,946691147.711669,0.576339,1.357688,-9.905801,2.441786,3.112154,-0.670368,-0.704672,-0.034304,0.641058,-12.226020,-0.051001,0.967980,-0.870748,-0.159483,-4.606254,-0.030462,-0.068999,0.000000,0.000000,0.000000,0.000000,0.007599,0.001392,0.000000,-0.000000
1157,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.652528,0.650831,0.667472,0.669169,0.295883,-0.295883,0.032715,172,946691147.716613,-0.113427,0.438001,-10.365644,8.179266,8.861483,-0.682217,-16.574296,-15.892078,0.639520,-12.958464,-0.051001,0.967980,-0.953459,-0.097210,-4.670322,-0.028999,-0.070462,0.000000,0.000000,0.000000,0.000000,0.008321,0.000848,0.000000,-0.000000
1158,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.652632,0.648394,0.667368,0.671606,0.299239,-0.149620,0.032348,173,946691147.725585,-0.036786,-0.864890,-10.212363,-13.122654,-12.462210,-0.660445,-14.987334,-14.326889,0.635350,16.339305,-0.051001,0.967980,-1.087143,-0.242856,-4.523727,-0.026315,-0.071805,0.000000,0.000000,0.000000,0.000000,0.009487,0.002119,0.000000,-0.000000
1159,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.652626,0.648883,0.667374,0.671118,0.299239,-0.149620,0.032348,173,946691147.726623,0.576339,0.821204,-9.829160,-8.727988,-8.044050,-0.683938,-4.000672,-3.316733,0.614564,2.056642,-0.051001,0.967980,-1.059467,-0.214510,-4.521592,-0.026004,-0.071960,0.000000,0.000000,0.000000,0.000000,0.009246,0.001872,0.000000,-0.000000
1160,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.651056,0.649620,0.668944,0.670380,0.299239,-0.149620,0.032348,173,946691147.731628,0.269776,1.051126,-10.135722,16.907560,17.619761,-0.712200,-12.790002,-12.077802,0.602173,-18.329721,-0.051001,0.967980,-1.107189,-0.082294,-4.613330,-0.024506,-0.072709,0.000000,0.000000,0.000000,0.000000,0.009662,0.000718,0.000000,-0.000000
1161,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.650767,0.648452,0.669233,0.671548,0.299239,-0.149620,0.032348,173,946691147.736633,-0.190067,-0.864890,-10.289003,-3.906064,-3.215861,-0.690203,-16.269111,-15.578909,0.601550,16.034120,-0.051001,0.967980,-1.190656,-0.132661,-4.533079,-0.023009,-0.073458,0.000000,0.000000,0.000000,0.000000,0.010390,0.001158,0.000000,-0.000000
1162,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.651094,0.647801,0.668906,0.672199,0.299765,-0.149882,0.032348,173,946691147.741729,0.499698,0.208079,-9.675879,-13.733024,-13.036132,-0.696892,-9.066744,-8.369852,0.581935,7.977233,0.042501,0.969680,-1.209269,-0.188673,-4.492427,-0.021481,-0.074221,0.000000,0.000000,0.000000,0.000000,0.010553,0.001646,0.000000,0.000000
1163,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.649605,0.648954,0.670395,0.671046,0.299765,-0.149882,0.032348,173,946691147.746795,0.346417,1.434329,-9.905801,17.151708,17.887576,-0.735868,-7.907040,-7.171173,0.566718,-18.512832,0.042501,0.969680,-1.228490,-0.037334,-4.586213,-0.019962,-0.074981,0.000000,0.000000,0.000000,0.000000,0.010721,0.000326,0.000000,0.000000
1164,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.648549,0.648476,0.671451,0.671524,0.299765,-0.149882,0.032348,173,946691147.751678,-0.113427,-0.328405,-10.365644,8.789637,9.516979,-0.727343,-18.466445,-17.739101,0.563472,3.826716,0.042501,0.969680,-1.316354,-0.004146,-4.567528,-0.018499,-0.075712,0.000000,0.000000,0.000000,0.000000,0.011487,0.000036,0.000000,0.000000
1165,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.648918,0.647456,0.671082,0.672544,0.296675,0.000000,0.032685,174,946691147.756622,0.193136,-0.634968,-9.982441,-11.535691,-10.825090,-0.710601,-10.653706,-9.943105,0.551880,17.499008,0.042501,0.969680,-1.353694,-0.083748,-4.481013,-0.017032,-0.075712,0.000000,0.000000,0.000000,0.000000,0.011813,0.000731,0.000000,0.000000
1166,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.648374,0.648173,0.671626,0.671827,0.296675,0.000000,0.032685,174,946691147.761627,0.423058,1.281048,-9.905801,2.869045,3.614394,-0.745350,-3.024079,-2.278730,0.534039,-10.516983,0.042501,0.969680,-1.343708,-0.011522,-4.533651,-0.015547,-0.075712,0.000000,0.000000,0.000000,0.000000,0.011726,0.000101,0.000000,0.000000
1167,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.646692,0.648453,0.673308,0.671547,0.296675,0.000000,0.032685,174,946691147.766601,-0.113427,0.591282,-10.442285,17.212745,17.972878,-0.760133,-16.818445,-16.058311,0.530264,-9.906613,0.042501,0.969680,-1.424119,0.100907,-4.582926,-0.014071,-0.075712,0.000000,0.000000,0.000000,0.000000,0.012428,-0.000881,0.000000,0.000000
1168,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.646459,0.647659,0.673541,0.672341,0.296675,0.000000,0.032685,174,946691147.771636,0.039855,-1.018171,-10.059082,1.404157,2.136752,-0.732596,-13.644521,-12.911925,0.522213,21.771601,0.042501,0.969680,-1.482906,0.068765,-4.473305,-0.012578,-0.075712,0.000000,0.000000,0.000000,0.000000,0.012941,-0.000600,0.000000,0.000000
1169,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.646327,0.647865,0.673673,0.672135,0.296675,0.000000,0.032685,174,946691147.776611,0.423058,0.667923,-9.752520,-2.502213,-1.751585,-0.750627,-4.488967,-3.738340,0.503556,-1.422468,0.042501,0.969680,-1.478677,0.088144,-4.480382,-0.011102,-0.075712,0.000000,0.000000,0.000000,0.000000,0.012904,-0.000769,0.000000,0.000000
1170,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.644587,0.648569,0.675413,0.671431,0.296467,0.000000,0.032685,174,946691147.781738,0.193136,1.127766,-10.059082,17.701042,18.480720,-0.779678,-14.865262,-14.085583,0.491133,-11.615650,0.012749,0.969000,-1.538058,0.228151,-4.539936,-0.009582,-0.075712,0.000000,0.000000,0.000000,0.000000,0.013422,-0.001991,0.000000,0.000000
1171,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.643968,0.647852,0.676032,0.672148,0.300399,0.150200,0.032257,175,946691147.786804,-0.113427,-1.018171,-10.059082,6.836451,7.587860,-0.751408,-16.024963,-15.273555,0.486571,19.940490,0.012749,0.969000,-1.614598,0.222551,-4.438920,-0.008060,-0.074952,0.000000,0.000000,0.000000,0.000000,0.014090,-0.001942,0.000000,0.000000
1172,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.644196,0.647349,0.675804,0.672651,0.300399,0.150200,0.032257,175,946691147.791687,0.193136,-0.328405,-9.599238,-6.103397,-5.362066,-0.741331,-6.930448,-6.189118,0.473466,13.714714,0.012749,0.969000,-1.630333,0.180666,-4.371950,-0.006593,-0.074218,0.000000,0.000000,0.000000,0.000000,0.014227,-0.001577,0.000000,0.000000
1173,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.642918,0.648325,0.677082,0.671675,0.300399,0.150200,0.032257,175,946691147.796630,0.269776,1.281048,-9.982441,14.954375,15.728681,-0.774306,-7.784967,-7.010661,0.458419,-9.357280,0.012749,0.969000,-1.647637,0.309787,-4.418203,-0.005108,-0.073476,0.000000,0.000000,0.000000,0.000000,0.014378,-0.002703,0.000000,0.000000
1174,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.641787,0.648140,0.678213,0.671860,0.300399,0.150200,0.032257,175,946691147.801635,-0.190067,-0.251765,-10.365644,12.634968,13.401008,-0.766040,-15.597705,-14.831666,0.455252,10.174567,0.012749,0.969000,-1.723048,0.363982,-4.367279,-0.003605,-0.072724,0.000000,0.000000,0.000000,0.000000,0.015036,-0.003176,0.000000,0.000000
1175,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.641964,0.647439,0.678036,0.672561,0.300399,0.150200,0.032257,175,946691147.806610,0.039855,-0.941530,-9.982441,-2.441176,-1.701983,-0.739193,-8.517411,-7.778218,0.445920,23.358563,0.012749,0.969000,-1.753102,0.313688,-4.251071,-0.002110,-0.071977,0.000000,0.000000,0.000000,0.000000,0.015299,-0.002737,0.000000,0.000000
1176,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.641207,0.648264,0.678793,0.671737,0.300399,0.150200,0.032257,175,946691147.811645,0.193136,0.974485,-9.982441,9.705192,10.468735,-0.763543,-2.963042,-2.199499,0.432464,-2.215949,0.012749,0.969000,-1.749236,0.404334,-4.262229,-0.000598,-0.071220,0.000000,0.000000,0.000000,0.000000,0.015265,-0.003528,0.000000,0.000000
1177,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.639749,0.648365,0.680251,0.671636,0.300399,0.150200,0.032257,175,946691147.816619,-0.266708,0.438001,-10.365644,14.344005,15.116618,-0.772612,-15.719778,-14.947166,0.430801,10.174567,0.012749,0.969000,-1.826979,0.493653,-4.211621,0.000897,-0.070473,0.000000,0.000000,0.000000,0.000000,0.015943,-0.004308,0.000000,0.000000
1178,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.639605,0.647304,0.680395,0.672696,0.303643,0.303643,0.032226,176,946691147.821746,-0.113427,-1.324733,-9.905801,0.549638,1.284298,-0.734660,-14.804224,-14.069563,0.424962,27.387007,0.110501,0.978520,-1.895961,0.441117,-4.071209,0.002453,-0.068917,0.000000,0.000000,0.000000,0.000000,0.016545,-0.003849,0.000000,0.000000
1179,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.639648,0.647400,0.680352,0.672600,0.303643,0.303643,0.032226,176,946691147.826812,0.116495,0.131438,-9.752520,-0.610065,0.126140,-0.736205,-1.742302,-1.006097,0.412845,16.461379,0.110501,0.978520,-1.888004,0.444163,-3.987815,0.003992,-0.067378,0.000000,0.000000,0.000000,0.000000,0.016476,-0.003876,0.000000,0.000000
1180,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.638132,0.647975,0.681868,0.672025,0.303643,0.303643,0.032226,176,946691147.831726,-0.036786,1.051126,-10.135722,15.625783,16.387216,-0.761433,-13.156224,-12.394791,0.404679,6.024049,0.110501,0.978520,-1.941918,0.563993,-3.958213,0.005484,-0.065886,0.000000,0.000000,0.000000,0.000000,0.016946,-0.004922,0.000000,0.000000
1181,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.637416,0.647570,0.682584,0.672430,0.303643,0.303643,0.032226,176,946691147.836639,-0.266708,-1.018171,-10.059082,12.390821,13.122296,-0.731476,-13.400372,-12.668896,0.402384,30.621969,0.110501,0.978520,-2.006157,0.581792,-3.807764,0.006976,-0.064394,0.000000,0.000000,0.000000,0.000000,0.017507,-0.005077,0.000000,0.000000
1182,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.637702,0.646897,0.682298,0.673103,0.303643,0.303643,0.032226,176,946691147.841644,-0.036786,-0.788249,-9.675879,-4.089175,-3.382113,-0.707063,-6.686300,-5.979237,0.393858,23.724785,0.110501,0.978520,-2.028311,0.526832,-3.689022,0.008495,-0.062875,0.000000,0.000000,0.000000,0.000000,0.017700,-0.004597,0.000000,0.000000
1183,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.636683,0.647222,0.683317,0.672778,0.303643,0.303643,0.032226,176,946691147.846649,-0.036786,1.127766,-10.059082,6.165044,6.899388,-0.734344,-10.287484,-9.553140,0.385105,5.413678,0.110501,0.978520,-2.068092,0.603864,-3.661927,0.010015,-0.061355,0.000000,0.000000,0.000000,0.000000,0.018048,-0.005270,0.000000,0.000000
1184,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.635570,0.647167,0.684430,0.672833,0.302489,0.302489,0.032349,177,946691147.851654,-0.343349,-0.328405,-10.365644,15.015413,15.738083,-0.722669,-13.339335,-12.616666,0.383985,36.725668,0.110501,0.978520,-2.135032,0.664445,-3.478114,0.011529,-0.059841,0.000000,0.000000,0.000000,0.000000,0.018632,-0.005798,0.000000,0.000000
1185,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.635827,0.646513,0.684173,0.673487,0.302489,0.302489,0.032349,177,946691147.856628,0.039855,-1.171452,-9.829160,-0.243843,0.443936,-0.687779,-7.723930,-7.036151,0.372729,28.302561,0.110501,0.978520,-2.157769,0.612299,-3.337341,0.013034,-0.058336,0.000000,0.000000,0.000000,0.000000,0.018830,-0.005343,0.000000,0.000000
1186,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.635428,0.646921,0.684572,0.673079,0.300386,0.300386,0.032349,177,946691147.861785,0.116495,0.591282,-9.905801,4.333934,5.034702,-0.700768,-3.573412,-2.872644,0.359394,11.944640,0.033998,0.971720,-2.157279,0.658496,-3.275741,0.014583,-0.056787,0.000000,0.000000,0.000000,0.000000,0.018826,-0.005746,0.000000,0.000000
1187,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.634330,0.647132,0.685670,0.672868,0.300386,0.300386,0.032349,177,946691147.866851,-0.190067,0.514642,-10.212363,10.986969,11.697872,-0.710903,-11.325114,-10.614211,0.354015,28.302561,0.033998,0.971720,-2.208065,0.733544,-3.132362,0.016104,-0.055266,0.000000,0.000000,0.000000,0.000000,0.019269,-0.006401,0.000000,0.000000
1188,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.633989,0.646359,0.686011,0.673641,0.300386,0.300386,0.032349,177,946691147.872375,-0.113427,-1.401374,-9.752520,6.653340,7.322351,-0.669011,-13.339335,-12.670324,0.346446,33.490706,0.033998,0.971720,-2.271878,0.708754,-2.947358,0.017764,-0.053606,0.000000,0.000000,0.000000,0.000000,0.019826,-0.006185,0.000000,0.000000
1189,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.634298,0.646276,0.685702,0.673724,0.300386,0.300386,0.032349,177,946691147.876647,-0.036786,-0.251765,-9.752520,-2.197028,-1.538213,-0.658815,-0.155339,0.503476,0.336825,16.827602,0.033998,0.971720,-2.258986,0.686291,-2.875471,0.019047,-0.052323,0.000000,0.000000,0.000000,0.000000,0.019713,-0.005989,0.000000,0.000000
1190,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.633269,0.646843,0.686731,0.673157,0.300386,0.300386,0.032349,177,946691147.881652,0.039855,1.281048,-10.212363,8.240303,8.929128,-0.688825,-8.639485,-7.950660,0.325009,14.813379,0.033998,0.971720,-2.285445,0.777732,-2.801330,0.020550,-0.050820,0.000000,0.000000,0.000000,0.000000,0.019944,-0.006787,0.000000,0.000000
1191,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.632774,0.646781,0.687226,0.673219,0.297580,0.297580,0.032654,178,946691147.886657,-0.190067,-0.788249,-9.982441,12.085636,12.749417,-0.663781,-7.846003,-7.182222,0.319232,37.885373,0.033998,0.971720,-2.317314,0.802530,-2.611714,0.022040,-0.049330,0.000000,0.000000,0.000000,0.000000,0.020222,-0.007003,0.000000,0.000000
1192,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.633352,0.646335,0.686648,0.673665,0.297580,0.297580,0.032654,178,946691147.891662,-0.113427,-0.864890,-9.675879,-3.783990,-3.147769,-0.636222,-0.582598,0.053623,0.311517,12.493973,0.033998,0.971720,-2.309770,0.743842,-2.549181,0.023529,-0.047841,0.000000,0.000000,0.000000,0.000000,0.020157,-0.006491,0.000000,0.000000
1193,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.632248,0.646631,0.687752,0.673369,0.297580,0.297580,0.032654,178,946691147.896667,-0.113427,1.281048,-9.982441,5.859859,6.526641,-0.666782,-11.447188,-10.780406,0.303486,4.925382,0.033998,0.971720,-2.356072,0.824115,-2.524530,0.025019,-0.046351,0.000000,0.000000,0.000000,0.000000,0.020561,-0.007192,0.000000,0.000000
1194,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.631256,0.646925,0.688745,0.673075,0.299663,0.299663,0.032654,178,946691147.901794,-0.266708,0.131438,-10.059082,13.916746,14.582826,-0.666079,-8.761558,-8.095479,0.299354,44.660484,0.000003,0.978520,-2.396089,0.897786,-2.295557,0.026555,-0.044815,0.000000,0.000000,0.000000,0.000000,0.020910,-0.007835,0.000000,0.000000
1195,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.631296,0.646118,0.688704,0.673882,0.299663,0.299663,0.032654,178,946691147.906799,-0.343349,-1.171452,-9.445957,1.282082,1.910858,-0.628776,-9.005707,-8.376931,0.297666,16.339305,0.000003,0.978520,-2.440023,0.849238,-2.213779,0.028055,-0.043315,0.000000,0.000000,0.000000,0.000000,0.021293,-0.007411,0.000000,0.000000
1196,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.630590,0.646311,0.689410,0.673689,0.299663,0.299663,0.032654,178,946691147.911743,-0.419989,0.744563,-9.599238,4.517045,5.162470,-0.645425,-5.587634,-4.942209,0.297835,-6.671652,0.000003,0.978520,-2.469385,0.900699,-2.246764,0.029536,-0.041834,0.000000,0.000000,0.000000,0.000000,0.021549,-0.007860,0.000000,0.000000
1197,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.629326,0.646485,0.690674,0.673515,0.152541,0.152541,0.032074,179,946691147.916656,-0.573270,0.821204,-10.059082,10.620747,11.283523,-0.662776,-11.325114,-10.662338,0.301272,25.616932,0.000003,0.978520,-2.531860,0.983166,-2.120909,0.030286,-0.041084,0.000000,0.000000,0.000000,0.000000,0.022095,-0.008580,0.000000,0.000000
1198,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.628761,0.645838,0.691239,0.674162,0.152541,0.152541,0.032074,179,946691147.921661,-0.726552,-1.018171,-9.675879,8.667562,9.297437,-0.629875,-11.080965,-10.451090,0.309246,12.677084,0.000003,0.978520,-2.601290,0.978447,-2.057460,0.031049,-0.040321,0.000000,0.000000,0.000000,0.000000,0.022701,-0.008539,0.000000,0.000000
1199,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.628087,0.645371,0.691914,0.674629,0.152541,0.152541,0.032074,179,946691147.926666,-1.033114,0.208079,-9.752520,1.404157,2.035124,-0.630968,-7.784967,-7.153999,0.325167,-18.756980,0.000003,0.978520,-2.666683,0.990334,-2.151339,0.031813,-0.039557,0.000000,0.000000,0.000000,0.000000,0.023271,-0.008642,0.000000,0.000000
1200,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.626273,0.645474,0.693727,0.674526,0.152541,0.152541,0.032074,179,946691147.931671,-0.879833,1.664251,-10.135722,9.216896,9.886601,-0.669705,-16.024963,-15.355258,0.335513,4.131901,0.000003,0.978520,-2.764683,1.100162,-2.130659,0.032576,-0.038794,0.000000,0.000000,0.000000,0.000000,0.024126,-0.009601,0.000000,0.000000
1201,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.625137,0.644950,0.694863,0.675050,0.152541,0.152541,0.032074,179,946691147.937164,-0.879833,-0.405046,-9.905801,10.376599,11.029916,-0.653318,-14.010743,-13.357425,0.345957,27.631153,0.000003,0.978520,-2.859809,1.135228,-1.978883,0.033414,-0.037956,0.000000,0.000000,0.000000,0.000000,0.024957,-0.009907,0.000000,0.000000
1202,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.624897,0.643263,0.695103,0.676737,0.151746,0.151746,0.032074,179,946691147.942199,-1.263036,-0.941530,-9.675879,-7.446212,-6.824052,-0.622159,-15.048372,-14.426214,0.367013,-18.085573,0.021252,0.973420,-2.970225,1.052331,-2.069945,0.034178,-0.037192,0.000000,0.000000,0.000000,0.000000,0.025920,-0.009183,0.000000,0.000000
1203,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.622773,0.642083,0.697227,0.677917,0.151746,0.151746,0.032074,179,946691147.947387,-1.109755,1.204407,-9.905801,1.526231,2.175859,-0.649629,-31.528365,-30.878736,0.382255,-19.489424,0.021252,0.973420,-3.159519,1.106406,-2.171056,0.034965,-0.036405,0.000000,0.000000,0.000000,0.000000,0.027572,-0.009655,0.000000,0.000000
1204,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.621618,0.641328,0.698382,0.678672,0.289450,0.289450,0.033630,180,946691147.951873,-0.803192,-0.175124,-9.752520,7.996155,8.635616,-0.639461,-21.640369,-21.000908,0.389036,39.533371,0.021252,0.973420,-3.268909,1.129301,-1.993710,0.036264,-0.035106,0.000000,0.000000,0.000000,0.000000,0.028527,-0.009855,0.000000,0.000000
1205,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.621255,0.639355,0.698745,0.680645,0.289450,0.289450,0.033630,180,946691147.956695,-1.263036,-1.631296,-9.369316,-3.112583,-2.524530,-0.588054,-20.846889,-20.258835,0.409171,-11.249428,0.021252,0.973420,-3.402776,1.037036,-2.047955,0.037660,-0.033710,0.000000,0.000000,0.000000,0.000000,0.029695,-0.009050,0.000000,0.000000
1206,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.619602,0.637287,0.700398,0.682713,0.289450,0.289450,0.033630,180,946691147.961761,-1.492958,0.131438,-9.599238,-4.943694,-4.356718,-0.586976,-34.091920,-33.504944,0.433782,-24.372386,0.021252,0.973420,-3.616021,1.013286,-2.171427,0.039126,-0.032244,0.000000,0.000000,0.000000,0.000000,0.031556,-0.008843,0.000000,0.000000
1207,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.618322,0.636082,0.701679,0.683918,0.289450,0.289450,0.033630,180,946691147.966705,-0.879833,0.131438,-9.905801,0.671712,1.257475,-0.585763,-26.401257,-25.815493,0.439987,33.551744,0.021252,0.973420,-3.758390,1.017614,-2.005548,0.040557,-0.030813,0.000000,0.000000,0.000000,0.000000,0.032798,-0.008880,0.000000,0.000000
1208,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.617996,0.633908,0.702004,0.686092,0.289450,0.289450,0.033630,180,946691147.971710,-1.033114,-1.861218,-9.599238,-4.272286,-3.742507,-0.529780,-24.875331,-24.345551,0.450544,11.944640,0.021252,0.973420,-3.901592,0.911673,-1.945765,0.042006,-0.029364,0.000000,0.000000,0.000000,0.000000,0.034048,-0.007956,0.000000,0.000000
