cnt,flyState,setpoint.h [m],setpoint.pitch [deg],setpoint.roll [deg],setpoint.yaw [deg],motval_avg [frac],motval_0 [frac],motval_1 [frac],motval_2 [frac],motval_3 [frac],hor_velocities.xv,hor_velocities.yv,hor_velocities.dt,hor_velocities.seqNum,att.ts [s],att.ax [m/s^2],att.ay [m/s^2],att.az [m/s^2],att.gx [deg/s],att.gx_kalman [deg/s],att.gx_bias_kalman [deg/s],att.gy [deg/s],att.gy_kalman [deg/s],att.gy_bias_kalman [deg/s],att.gz [deg/s],att.hv [m/sec],att.h [m],att.pitch [deg],att.roll [deg],att.yaw [deg],xPos [m],yPos [m],targetXVel [m/s],targetYVel [m/s],targetPitch [deg],targetRoll [deg],adj_pitch,adj_roll,adj_yaw,adj_h
3858,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.619063,0.639444,0.700937,0.680556,-0.461043,-0.307362,0.032013,578,946691161.225891,-1.492958,0.054798,-10.365644,-10.742210,-10.635942,-0.106268,0.516068,0.622336,0.438515,-14.362315,-0.063750,0.983960,-3.523284,1.167771,-8.573136,0.269147,-0.026553,0.000000,0.000000,0.000000,0.000000,0.030746,-0.010191,0.000000,-0.000000
3859,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.619628,0.640400,0.700372,0.679600,-0.461043,-0.307362,0.032013,578,946691161.230957,-0.343349,1.357688,-9.905801,-5.309916,-5.172457,-0.137459,15.531174,15.668634,0.431672,2.544939,-0.063750,0.983960,-3.436131,1.190154,-8.560243,0.266811,-0.028111,0.000000,0.000000,0.000000,0.000000,0.029986,-0.010386,0.000000,-0.000000
3860,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.620221,0.642256,0.699779,0.677744,-0.461043,-0.307362,0.032013,578,946691161.235839,-0.190067,0.667923,-9.982441,10.803858,10.953412,-0.149555,25.846432,25.995986,0.421276,-2.887356,-0.063750,0.983960,-3.295810,1.262472,-8.574339,0.264561,-0.029611,0.000000,0.000000,0.000000,0.000000,0.028761,-0.011017,0.000000,-0.000000
3861,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.620344,0.641723,0.699656,0.678277,-0.461043,-0.307362,0.032013,578,946691161.240753,-1.416317,-0.251765,-10.289003,-3.845027,-3.707856,-0.137172,2.408216,2.545387,0.442577,-14.484390,-0.063750,0.983960,-3.319334,1.224961,-8.645515,0.262295,-0.031121,0.000000,0.000000,0.000000,0.000000,0.028967,-0.010690,0.000000,-0.000000
3862,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.620479,0.641544,0.699521,0.678456,-0.461043,-0.307362,0.032013,578,946691161.245788,-0.803192,0.897845,-9.829160,-9.582506,-9.426419,-0.156087,1.919919,2.076007,0.448940,-1.910764,-0.063750,0.983960,-3.321841,1.206966,-8.655136,0.259974,-0.032669,0.000000,0.000000,0.000000,0.000000,0.028989,-0.010533,0.000000,-0.000000
3863,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.620907,0.643529,0.699093,0.676471,-0.295794,-0.147897,0.033265,579,946691161.250762,0.346417,1.127766,-9.599238,9.766229,9.947795,-0.181566,20.475174,20.656741,0.424188,2.667013,-0.063750,0.983960,-3.183548,1.296137,-8.641870,0.258502,-0.033405,0.000000,0.000000,0.000000,0.000000,0.027782,-0.011311,0.000000,-0.000000
3864,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.621058,0.644192,0.698942,0.675808,-0.295794,-0.147897,0.033265,579,946691161.255767,-0.879833,-0.021843,-10.212363,7.813044,7.987783,-0.174740,12.357250,12.531989,0.432613,-4.596393,-0.063750,0.983960,-3.136990,1.325482,-8.664875,0.257022,-0.034145,0.000000,0.000000,0.000000,0.000000,0.027375,-0.011567,0.000000,-0.000000
3865,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.621194,0.643666,0.698806,0.676334,-0.295794,-0.147897,0.033265,579,946691161.260772,-1.339677,0.131438,-10.135722,-6.957915,-6.785743,-0.172172,2.408216,2.580388,0.453215,-3.009430,-0.063750,0.983960,-3.159299,1.287520,-8.679937,0.255541,-0.034885,0.000000,0.000000,0.000000,0.000000,0.027570,-0.011236,0.000000,-0.000000
3866,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.621440,0.645392,0.698560,0.674608,-0.293852,-0.146926,0.033265,579,946691161.265899,0.116495,1.281048,-9.675879,7.507858,7.709122,-0.201263,17.118138,17.319401,0.435598,-3.497726,-0.033998,0.977500,-3.046327,1.372358,-8.697870,0.254035,-0.035638,0.000000,0.000000,0.000000,0.000000,0.026584,-0.011976,0.000000,-0.000000
3867,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.621625,0.646912,0.698375,0.673088,-0.293852,-0.146926,0.033265,579,946691161.270965,-0.266708,0.438001,-10.212363,13.428450,13.634462,-0.206012,17.606435,17.812447,0.428748,7.061678,-0.033998,0.977500,-2.948633,1.448828,-8.662095,0.252546,-0.036383,0.000000,0.000000,0.000000,0.000000,0.025732,-0.012643,0.000000,-0.000000
3868,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.621867,0.646510,0.698134,0.673490,-0.293852,-0.146926,0.033265,579,946691161.275848,-1.569598,-0.251765,-10.442285,-3.539842,-3.346999,-0.192843,6.985992,7.178835,0.455106,0.713828,-0.033998,0.977500,-2.957806,1.411968,-8.658609,0.251111,-0.037100,0.000000,0.000000,0.000000,0.000000,0.025812,-0.012322,0.000000,-0.000000
3869,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.622169,0.647246,0.697831,0.672754,-0.303035,0.000000,0.032257,580,946691161.280792,-0.266708,0.974485,-9.905801,-1.403546,-1.190989,-0.212557,10.465102,10.677660,0.448713,-11.798761,-0.033998,0.977500,-2.898326,1.436791,-8.716941,0.249613,-0.037100,0.000000,0.000000,0.000000,0.000000,0.025293,-0.012538,0.000000,-0.000000
3870,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.622325,0.649569,0.697675,0.670431,-0.303035,0.000000,0.032257,580,946691161.285827,0.193136,1.051126,-10.135722,18.067263,18.300375,-0.233112,23.038729,23.271841,0.430572,4.620197,-0.033998,0.977500,-2.756233,1.560954,-8.693678,0.248087,-0.037100,0.000000,0.000000,0.000000,0.000000,0.024053,-0.013622,0.000000,-0.000000
3871,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.622592,0.649735,0.697408,0.670265,-0.303035,0.000000,0.032257,580,946691161.290771,-1.186395,-0.175124,-10.595566,2.319712,2.541028,-0.221317,10.892362,11.113678,0.447814,10.113530,-0.033998,0.977500,-2.731456,1.555142,-8.643677,0.246589,-0.037100,0.000000,0.000000,0.000000,0.000000,0.023836,-0.013571,0.000000,-0.000000
3872,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.622827,0.649395,0.697174,0.670605,-0.303035,0.000000,0.032257,580,946691161.295776,-0.956473,0.361360,-9.905801,-7.629322,-7.405333,-0.223989,3.323771,3.547760,0.460909,-11.005279,-0.033998,0.977500,-2.737527,1.522242,-8.698758,0.245072,-0.037100,0.000000,0.000000,0.000000,0.000000,0.023889,-0.013284,0.000000,-0.000000
3873,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.623205,0.651568,0.696795,0.668432,-0.303035,0.000000,0.032257,580,946691161.300781,0.499698,1.434329,-9.982441,10.681784,10.936660,-0.254876,21.634877,21.889753,0.435182,-4.779504,-0.033998,0.977500,-2.591346,1.625094,-8.722679,0.243556,-0.037100,0.000000,0.000000,0.000000,0.000000,0.022614,-0.014182,0.000000,-0.000000
3874,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.623334,0.652700,0.696666,0.667300,-0.302508,0.000000,0.032257,580,946691161.305908,-0.266708,0.361360,-10.365644,10.498673,10.755029,-0.256356,13.028657,13.285014,0.430254,18.902860,-0.101998,0.975800,-2.519078,1.682541,-8.625765,0.242005,-0.037100,0.000000,0.000000,0.000000,0.000000,0.021983,-0.014683,0.000000,-0.000000
3875,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.623579,0.652303,0.696421,0.667697,-0.302508,0.000000,0.032257,580,946691161.310974,-1.263036,-0.328405,-9.982441,-2.380139,-2.140429,-0.239710,5.521104,5.760814,0.452339,-1.422468,-0.101998,0.975800,-2.527801,1.645767,-8.632971,0.240472,-0.037100,0.000000,0.000000,0.000000,0.000000,0.022059,-0.014362,0.000000,-0.000000
3876,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.623685,0.653254,0.696315,0.666746,-0.301937,0.150969,0.032318,581,946691161.315856,0.193136,1.051126,-9.675879,2.869045,3.129999,-0.260954,7.413251,7.674205,0.435315,-17.353129,-0.101998,0.975800,-2.467213,1.694144,-8.717688,0.238998,-0.036363,0.000000,0.000000,0.000000,0.000000,0.021530,-0.014784,0.000000,-0.000000
3877,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.623846,0.655033,0.696155,0.664967,-0.301937,0.150969,0.032318,581,946691161.320800,0.193136,0.744563,-10.212363,14.954375,15.226563,-0.272189,17.789546,18.061734,0.419099,19.085972,-0.101998,0.975800,-2.356073,1.786925,-8.623327,0.237505,-0.035617,0.000000,0.000000,0.000000,0.000000,0.020561,-0.015594,0.000000,-0.000000
3878,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.624216,0.654993,0.695784,0.665007,-0.301937,0.150969,0.032318,581,946691161.325805,-1.339677,-0.558327,-10.289003,2.197638,2.446869,-0.249232,11.685843,11.935074,0.443055,15.789972,-0.101998,0.975800,-2.337121,1.763410,-8.544299,0.235994,-0.034861,0.000000,0.000000,0.000000,0.000000,0.020395,-0.015389,0.000000,-0.000000
3879,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.624248,0.655099,0.695752,0.664901,-0.301937,0.150969,0.032318,581,946691161.330780,-0.726552,0.361360,-9.905801,0.122379,0.373127,-0.250748,4.788659,5.039407,0.451851,-21.381573,-0.101998,0.975800,-2.329246,1.767628,-8.650674,0.234492,-0.034110,0.000000,0.000000,0.000000,0.000000,0.020327,-0.015425,0.000000,-0.000000
3880,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.624406,0.657108,0.695594,0.662892,-0.301937,0.150969,0.032318,581,946691161.335876,0.499698,1.281048,-10.289003,13.001191,13.276567,-0.275376,17.606435,17.881811,0.428344,8.404492,-0.101998,0.975800,-2.205091,1.873648,-8.607845,0.232953,-0.033341,0.000000,0.000000,0.000000,0.000000,0.019243,-0.016351,0.000000,-0.000000
3881,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.624905,0.657652,0.695095,0.662348,-0.301937,0.150969,0.032318,581,946691161.340820,-0.726552,-0.021843,-10.595566,3.235267,3.501241,-0.265974,15.164953,15.430928,0.436723,23.419599,-0.101998,0.975800,-2.145330,1.876310,-8.492060,0.231461,-0.032594,0.000000,0.000000,0.000000,0.000000,0.018722,-0.016374,0.000000,-0.000000
3882,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.624900,0.657475,0.695100,0.662525,-0.300591,0.150296,0.032440,582,946691161.345916,-1.186395,-0.021843,-10.212363,0.671712,0.928307,-0.256595,4.849697,5.106292,0.457804,-17.292093,-0.029752,0.975120,-2.155785,1.866432,-8.580182,0.229929,-0.031828,0.000000,0.000000,0.000000,0.000000,0.018813,-0.016288,0.000000,-0.000000
3883,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.624944,0.658764,0.695056,0.661236,-0.300591,0.150296,0.032440,582,946691161.350982,0.346417,1.204407,-10.135722,6.775414,7.054828,-0.279413,9.671621,9.951034,0.438767,-14.118168,-0.029752,0.975120,-2.079358,1.937716,-8.651703,0.228406,-0.031067,0.000000,0.000000,0.000000,0.000000,0.018146,-0.016910,0.000000,-0.000000
3884,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.625464,0.659701,0.694536,0.660299,-0.300591,0.150296,0.032440,582,946691161.355865,0.039855,0.514642,-10.518926,3.357341,3.640712,-0.283371,14.188361,14.471732,0.428333,29.340191,-0.029752,0.975120,-1.995913,1.961659,-8.508433,0.226938,-0.030333,0.000000,0.000000,0.000000,0.000000,0.017418,-0.017119,0.000000,-0.000000
3885,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.625643,0.659569,0.694357,0.660431,-0.300591,0.150296,0.032440,582,946691161.360809,-1.263036,-0.251765,-9.982441,1.160008,1.427404,-0.267396,8.756065,9.023460,0.452933,4.803308,-0.029752,0.975120,-1.993184,1.943829,-8.484686,0.225452,-0.029590,0.000000,0.000000,0.000000,0.000000,0.017394,-0.016963,0.000000,-0.000000
3886,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.625253,0.660059,0.694747,0.659941,-0.300591,0.150296,0.032440,582,946691161.365844,-0.266708,0.667923,-9.905801,7.019562,7.295743,-0.276180,0.943327,1.219507,0.450834,-27.363200,-0.029752,0.975120,-1.987435,1.994248,-8.622461,0.223939,-0.028833,0.000000,0.000000,0.000000,0.000000,0.017344,-0.017403,0.000000,-0.000000
3887,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.625675,0.661199,0.694325,0.658801,-0.300591,0.150296,0.032440,582,946691161.370788,0.423058,0.744563,-10.365644,4.944304,5.230257,-0.285953,12.235176,12.521129,0.430869,18.414564,-0.029752,0.975120,-1.897972,2.035331,-8.531420,0.222453,-0.028090,0.000000,0.000000,0.000000,0.000000,0.016563,-0.017762,0.000000,-0.000000
3888,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.626307,0.661184,0.693693,0.658816,-0.300591,0.150296,0.032440,582,946691161.375793,-0.879833,-0.175124,-10.212363,-3.295694,-3.023793,-0.271901,11.991027,12.262929,0.445301,14.386120,-0.029752,0.975120,-1.862668,1.998307,-8.459417,0.220948,-0.027338,0.000000,0.000000,0.000000,0.000000,0.016255,-0.017439,0.000000,-0.000000
3889,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.625746,0.661208,0.694254,0.658792,-0.296137,0.148069,0.032928,583,946691161.380798,-1.033114,0.361360,-10.135722,6.409192,6.681141,-0.271949,0.088809,0.360758,0.463812,-29.377423,-0.029752,0.975120,-1.893382,2.031820,-8.606452,0.219466,-0.026597,0.000000,0.000000,0.000000,0.000000,0.016523,-0.017731,0.000000,-0.000000
3890,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.625944,0.662136,0.694056,0.657864,-0.295827,0.147914,0.032928,583,946691161.386352,0.499698,0.974485,-10.442285,2.930082,3.217402,-0.287320,6.009400,6.296719,0.442257,1.446272,-0.021249,0.974100,-1.828895,2.073625,-8.598419,0.217823,-0.025775,0.000000,0.000000,0.000000,0.000000,0.015960,-0.018096,0.000000,-0.000000
3891,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.626987,0.662341,0.693013,0.657659,-0.295827,0.147914,0.032928,583,946691161.391448,-0.266708,0.054798,-10.365644,-7.202063,-6.922873,-0.279190,14.066286,14.345477,0.440919,30.744041,-0.021249,0.974100,-1.757375,2.025683,-8.441745,0.216315,-0.025022,0.000000,0.000000,0.000000,0.000000,0.015336,-0.017677,0.000000,-0.000000
3892,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.626794,0.662250,0.693206,0.657750,-0.295827,0.147914,0.032928,583,946691161.395996,-1.186395,0.284720,-9.982441,1.648305,1.925619,-0.277314,4.971770,5.249085,0.464517,-14.545426,-0.021249,0.974100,-1.773647,2.031518,-8.507897,0.214970,-0.024349,0.000000,0.000000,0.000000,0.000000,0.015478,-0.017728,0.000000,-0.000000
3893,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.626019,0.662561,0.693981,0.657439,-0.295827,0.147914,0.032928,583,946691161.401367,-0.113427,0.821204,-10.135722,7.813044,8.102335,-0.289291,-6.075930,-5.786639,0.459048,-20.527055,-0.021249,0.974100,-1.800229,2.093687,-8.618148,0.213381,-0.023555,0.000000,0.000000,0.000000,0.000000,0.015710,-0.018271,0.000000,-0.000000
3894,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.626862,0.662771,0.693138,0.657230,-0.295827,0.147914,0.032928,583,946691161.405853,0.423058,0.054798,-10.289003,-5.493027,-5.211997,-0.281029,7.169103,7.450132,0.439744,29.462264,-0.021249,0.974100,-1.739959,2.057432,-8.485977,0.212054,-0.022891,0.000000,0.000000,0.000000,0.000000,0.015184,-0.017954,0.000000,-0.000000
3895,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.627775,0.662772,0.692225,0.657228,-0.147092,0.147092,0.033112,584,946691161.410858,-0.879833,0.054798,-9.905801,-8.239692,-7.966622,-0.273070,15.897399,16.170470,0.455718,-1.117283,-0.021249,0.974100,-1.687557,2.005160,-8.491570,0.211318,-0.022155,0.000000,0.000000,0.000000,0.000000,0.014727,-0.017498,0.000000,-0.000000
3896,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.626567,0.662737,0.693433,0.657263,-0.147092,0.147092,0.033112,584,946691161.415863,-0.879833,0.667923,-10.059082,10.620747,10.901957,-0.281210,-9.005707,-8.724497,0.470993,-27.302164,-0.021249,0.974100,-1.758784,2.072404,-8.628217,0.210582,-0.021419,0.000000,0.000000,0.000000,0.000000,0.015348,-0.018085,0.000000,-0.000000
3897,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.627116,0.662631,0.692884,0.657369,-0.147092,0.147092,0.033112,584,946691161.420867,0.499698,0.131438,-10.365644,-5.859249,-5.584207,-0.275041,-1.070894,-0.795853,0.449809,17.315898,-0.021249,0.974100,-1.733392,2.034852,-8.541569,0.209846,-0.020683,0.000000,0.000000,0.000000,0.000000,0.015127,-0.017757,0.000000,-0.000000
3898,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.628843,0.662378,0.691157,0.657623,-0.147143,0.147143,0.033112,584,946691161.425933,-0.266708,-0.175124,-10.059082,-18.432874,-18.171596,-0.261279,16.935027,17.196306,0.449195,16.827602,-0.008500,0.974440,-1.648919,1.921356,-8.456320,0.209100,-0.019937,0.000000,0.000000,0.000000,0.000000,0.014390,-0.016767,0.000000,-0.000000
3899,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.628035,0.662527,0.691965,0.657473,-0.147143,0.147143,0.033112,584,946691161.430999,-1.339677,0.821204,-10.135722,6.714377,6.988180,-0.273802,1.492660,1.766463,0.476746,-22.724386,-0.008500,0.974440,-1.686690,1.976267,-8.571443,0.208355,-0.019192,0.000000,0.000000,0.000000,0.000000,0.014719,-0.017246,0.000000,-0.000000
3900,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.627317,0.662085,0.692683,0.657915,-0.147143,0.147143,0.033112,584,946691161.435882,-0.036786,0.514642,-10.442285,1.709342,1.987054,-0.277713,-15.475631,-15.197917,0.469432,-4.901578,-0.008500,0.974440,-1.753154,1.992062,-8.595377,0.207636,-0.018473,0.000000,0.000000,0.000000,0.000000,0.015299,-0.017384,0.000000,-0.000000
3901,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.628946,0.661619,0.691054,0.658381,-0.147143,0.147143,0.033112,584,946691161.440826,0.499698,-0.328405,-10.289003,-19.043244,-18.782974,-0.260269,7.291178,7.551447,0.448374,24.029970,-0.008500,0.974440,-1.686516,1.872022,-8.476571,0.206909,-0.017746,0.000000,0.000000,0.000000,0.000000,0.014718,-0.016336,0.000000,-0.000000
3902,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.629468,0.661685,0.690532,0.658315,-0.148792,0.000000,0.032745,585,946691161.445831,-1.033114,0.744563,-9.905801,-9.094210,-8.822378,-0.271832,13.516953,13.788785,0.468651,-6.244392,-0.008500,0.974440,-1.652799,1.845879,-8.507823,0.206164,-0.017746,0.000000,0.000000,0.000000,0.000000,0.014423,-0.016108,0.000000,-0.000000
3903,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.627648,0.661014,0.692352,0.658986,-0.148792,0.000000,0.032745,585,946691161.450805,-0.803192,0.744563,-10.365644,9.705192,9.987379,-0.282188,-24.325997,-24.043810,0.481074,-13.935056,-0.008500,0.974440,-1.795542,1.911690,-8.577136,0.205424,-0.017746,0.000000,0.000000,0.000000,0.000000,0.015669,-0.016683,0.000000,-0.000000
3904,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.628848,0.660188,0.691152,0.659812,-0.148792,0.000000,0.032745,585,946691161.455841,0.652980,-0.558327,-10.212363,-16.113468,-15.854498,-0.258969,-3.207190,-2.948221,0.455463,23.053378,-0.008500,0.974440,-1.774091,1.795678,-8.461039,0.204675,-0.017746,0.000000,0.000000,0.000000,0.000000,0.015482,-0.015670,0.000000,-0.000000
3905,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.630317,0.660047,0.689683,0.659953,-0.148792,0.000000,0.032745,585,946691161.460815,-0.343349,0.361360,-9.829160,-19.409467,-19.148601,-0.260865,16.202584,16.463449,0.456889,1.019013,-0.008500,0.974440,-1.697994,1.703385,-8.455970,0.203934,-0.017746,0.000000,0.000000,0.000000,0.000000,0.014818,-0.014865,0.000000,-0.000000
3906,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.628673,0.659656,0.691327,0.660345,-0.149623,0.000000,0.032745,585,946691161.466156,-1.339677,1.204407,-10.289003,6.409192,6.693175,-0.283983,-13.644521,-13.360538,0.483320,-21.259499,0.072247,0.979880,-1.814616,1.775139,-8.569518,0.203135,-0.017746,0.000000,0.000000,0.000000,0.000000,0.015836,-0.015491,0.000000,0.000000
3907,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.628587,0.658529,0.691413,0.661471,-0.149623,0.000000,0.032745,585,946691161.471008,0.116495,-0.251765,-10.518926,-7.873470,-7.604042,-0.269428,-17.672963,-17.403536,0.471443,10.296640,0.072247,0.979880,-1.884148,1.715568,-8.519560,0.202409,-0.017746,0.000000,0.000000,0.000000,0.000000,0.016442,-0.014971,0.000000,0.000000
3908,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.630588,0.658095,0.689412,0.661905,0.000000,-0.149481,0.032776,586,946691161.475921,0.576339,-0.098483,-9.905801,-25.452132,-25.192820,-0.259311,11.075472,11.334783,0.447284,10.662863,0.072247,0.979880,-1.794293,1.576033,-8.467172,0.202409,-0.018480,0.000000,0.000000,0.000000,0.000000,0.015658,-0.013753,0.000000,0.000000
3909,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.630142,0.658042,0.689858,0.661958,0.000000,-0.149481,0.032776,586,946691161.480895,-1.339677,1.281048,-10.135722,-4.028138,-3.742402,-0.285736,3.140660,3.426396,0.474188,-11.859797,0.072247,0.979880,-1.822942,1.598584,-8.526163,0.202409,-0.019224,0.000000,0.000000,0.000000,0.000000,0.015908,-0.013950,0.000000,0.000000
3910,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.628919,0.656701,0.691081,0.663299,0.000000,-0.149481,0.032776,586,946691161.485839,-0.496630,0.284720,-10.595566,-1.586657,-1.301169,-0.285488,-28.171331,-27.885843,0.477552,0.164495,0.072247,0.979880,-1.969823,1.591765,-8.525349,0.202409,-0.019963,0.000000,0.000000,0.000000,0.000000,0.017190,-0.013891,0.000000,0.000000
3911,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.630805,0.655940,0.689195,0.664060,0.000000,-0.149481,0.032776,586,946691161.490844,0.959542,-0.558327,-9.982441,-23.743095,-23.479488,-0.263607,2.469253,2.732860,0.442685,11.822566,0.072247,0.979880,-1.905365,1.440164,-8.466178,0.202409,-0.020711,0.000000,0.000000,0.000000,0.000000,0.016627,-0.012568,0.000000,0.000000
3912,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.631204,0.655970,0.688796,0.664030,0.000000,-0.149481,0.032776,586,946691161.495849,-0.726552,0.974485,-9.905801,-10.681173,-10.397768,-0.283405,8.756065,9.039470,0.453595,-3.009430,0.072247,0.979880,-1.880805,1.418964,-8.481240,0.202409,-0.021459,0.000000,0.000000,0.000000,0.000000,0.016413,-0.012383,0.000000,0.000000
3913,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.629408,0.654747,0.690592,0.665254,0.000000,-0.149481,0.032776,586,946691161.500915,-1.263036,0.974485,-10.442285,0.549638,0.851335,-0.301697,-26.645405,-26.343709,0.476428,-10.700094,0.072247,0.979880,-2.053774,1.451771,-8.535447,0.202409,-0.022216,0.000000,0.000000,0.000000,0.000000,0.017923,-0.012669,0.000000,0.000000
3914,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.630262,0.653623,0.689738,0.666377,0.000000,-0.149533,0.032776,586,946691161.505981,0.729620,-0.634968,-10.135722,-15.503097,-15.224615,-0.278483,-11.569261,-11.290778,0.447257,8.404492,0.072250,0.980220,-2.069208,1.338483,-8.492870,0.202409,-0.022974,0.000000,0.000000,0.000000,0.000000,0.018057,-0.011680,0.000000,0.000000
3915,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.631727,0.653730,0.688273,0.666270,0.298784,-0.448176,0.032807,587,946691161.511016,0.116495,0.591282,-9.829160,-18.921171,-18.632399,-0.288771,14.432509,14.721281,0.434722,1.019013,0.072250,0.980220,-1.979202,1.260695,-8.487739,0.203914,-0.025230,0.000000,0.000000,0.000000,0.000000,0.017272,-0.011002,0.000000,0.000000
3916,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.630148,0.652995,0.689852,0.667005,0.298784,-0.448176,0.032807,587,946691161.515930,-1.416317,1.434329,-10.365644,-0.304880,0.014864,-0.319744,-18.039186,-17.719442,0.461450,-5.817133,0.072250,0.980220,-2.111753,1.309020,-8.516325,0.205382,-0.027433,0.000000,0.000000,0.000000,0.000000,0.018429,-0.011423,0.000000,0.000000
3917,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.629699,0.651561,0.690301,0.668439,0.298784,-0.448176,0.032807,587,946691161.520874,0.039855,-0.405046,-10.365644,-6.530656,-6.227367,-0.303289,-24.997405,-24.694116,0.449946,3.094272,0.072250,0.980220,-2.219644,1.252597,-8.501027,0.206859,-0.029649,0.000000,0.000000,0.000000,0.000000,0.019370,-0.010931,0.000000,0.000000
3918,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.631521,0.651360,0.688479,0.668640,0.298784,-0.448176,0.032807,587,946691161.525909,0.882901,-0.098483,-9.752520,-20.813318,-20.518116,-0.295202,8.206733,8.501934,0.415530,-0.445875,0.072250,0.980220,-2.126803,1.136693,-8.503271,0.208364,-0.031905,0.000000,0.000000,0.000000,0.000000,0.018560,-0.009920,0.000000,0.000000
3919,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.630487,0.650950,0.689513,0.669050,0.298784,-0.448176,0.032807,587,946691161.530944,-1.033114,1.434329,-10.059082,-3.356731,-3.028795,-0.327936,-10.653706,-10.325770,0.432761,2.117679,0.072250,0.980220,-2.209466,1.172435,-8.492609,0.209868,-0.034162,0.000000,0.000000,0.000000,0.000000,0.019281,-0.010231,0.000000,0.000000
3920,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.629157,0.649466,0.690843,0.670534,0.298784,-0.448176,0.032807,587,946691161.535858,-0.879833,0.131438,-10.442285,-1.464583,-1.138733,-0.325851,-28.720662,-28.394811,0.444290,5.901975,0.072250,0.980220,-2.370744,1.163590,-8.463606,0.211336,-0.036364,0.000000,0.000000,0.000000,0.000000,0.020689,-0.010154,0.000000,0.000000
3921,11,0.500000,0.000000,0.000000,1.133918,0.660000,0.630450,0.648674,0.689550,0.671326,0.305612,-0.305612,0.032074,588,946691161.540863,0.959542,-0.634968,-9.829160,-17.212133,-16.908630,-0.303503,-5.465560,-5.162057,0.406963,0.896939,0.072250,0.980220,-2.341988,1.044149,-8.459117,0.212866,-0.037894,0.000000,0.000000,0.000000,0.000000,0.020438,-0.009112,0.000000,0.000000
