cnt,flyState,setpoint.h [m],setpoint.pitch [deg],setpoint.roll [deg],setpoint.yaw [deg],motval_avg [frac],motval_0 [frac],motval_1 [frac],motval_2 [frac],motval_3 [frac],hor_velocities.xv,hor_velocities.yv,hor_velocities.dt,hor_velocities.seqNum,att.ts [s],att.ax [m/s^2],att.ay [m/s^2],att.az [m/s^2],att.gx [deg/s],att.gx_kalman [deg/s],att.gx_bias_kalman [deg/s],att.gy [deg/s],att.gy_kalman [deg/s],att.gy_bias_kalman [deg/s],att.gz [deg/s],att.hv [m/sec],att.h [m],att.pitch [deg],att.roll [deg],att.yaw [deg],xPos [m],yPos [m],targetXVel [m/s],targetYVel [m/s],targetPitch [deg],targetRoll [deg],adj_pitch,adj_roll,adj_yaw,adj_h
11,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586540,-0.586540,0.034302,5,946693330.473693,0.652980,0.514642,-9.829160,-0.243843,-0.243719,-0.000125,0.027772,0.027897,-0.000152,0.042421,10.059750,0.804780,0.075566,-0.048309,0.015307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586540,-0.586540,0.034302,5,946693330.473846,0.652980,0.514642,-9.829160,-0.182806,-0.182660,-0.000146,0.210883,0.211029,-0.000178,0.042421,10.059750,0.804780,0.077537,-0.046752,0.015313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.473968,0.652980,0.514642,-9.829160,-0.304880,-0.304712,-0.000168,0.149846,0.150014,-0.000205,-0.018616,10.064000,0.805120,0.079492,-0.045205,0.015311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.474121,0.652980,0.591282,-9.829160,-0.243843,-0.243649,-0.000194,0.149846,0.150040,-0.000232,0.042421,10.064000,0.805120,0.081451,-0.043428,0.015318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.474243,0.652980,0.514642,-9.829160,-0.182806,-0.182589,-0.000217,0.088809,0.089026,-0.000261,0.042421,10.064000,0.805120,0.083397,-0.041869,0.015323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.474395,0.652980,0.514642,-9.829160,-0.243843,-0.243602,-0.000241,0.210883,0.211124,-0.000290,-0.018616,10.064000,0.805120,0.085362,-0.040325,0.015320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.474517,0.652980,0.514642,-9.829160,-0.060732,-0.060467,-0.000265,0.088809,0.089074,-0.000320,0.103458,10.064000,0.805120,0.087305,-0.038753,0.015333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.474639,0.652980,0.514642,-9.829160,-0.121769,-0.121479,-0.000290,0.027772,0.028062,-0.000351,0.225532,10.064000,0.805120,0.089239,-0.037189,0.015360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.474792,0.652980,0.591282,-9.905801,-0.243843,-0.243524,-0.000319,0.027772,0.028091,-0.000382,0.042421,10.064000,0.805120,0.091158,-0.035431,0.015367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.475006,0.652980,0.591282,-9.905801,-0.121769,-0.121419,-0.000350,0.088809,0.089159,-0.000414,-0.018616,10.064000,0.805120,0.093091,-0.033662,0.015363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.475158,0.652980,0.591282,-9.905801,-0.243843,-0.243462,-0.000381,0.149846,0.150227,-0.000447,-0.018616,0.004250,0.805120,0.095026,-0.031906,0.015360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.475280,0.652980,0.591282,-9.905801,-0.121769,-0.121356,-0.000413,0.088809,0.089222,-0.000481,-0.140690,0.004250,0.805120,0.096948,-0.030129,0.015343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.475463,0.652980,0.591282,-9.829160,-0.182806,-0.182360,-0.000446,0.210883,0.211329,-0.000516,0.042421,0.004250,0.805120,0.098912,-0.028357,0.015350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.475708,0.652980,0.591282,-9.829160,-0.182806,-0.182326,-0.000480,0.210883,0.211363,-0.000553,-0.018616,0.004250,0.805120,0.100888,-0.026597,0.015346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.475952,0.652980,0.591282,-9.829160,-0.182806,-0.182290,-0.000516,0.088809,0.089325,-0.000591,0.042421,0.004250,0.805120,0.102833,-0.024838,0.015356,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.476196,0.652980,0.591282,-9.829160,-0.243843,-0.243290,-0.000553,0.271920,0.272473,-0.000630,-0.018616,0.004250,0.805120,0.104823,-0.023094,0.015352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.476440,0.652980,0.591282,-9.829160,-0.182806,-0.182215,-0.000591,0.210883,0.211474,-0.000671,0.042421,0.004250,0.805120,0.106797,-0.021336,0.015362,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.477020,0.652980,0.591282,-9.829160,-0.182806,-0.182174,-0.000632,0.210883,0.211515,-0.000715,0.103458,0.004250,0.805120,0.108843,-0.019637,0.015422,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.477264,0.652980,0.591282,-9.829160,-0.121769,-0.121094,-0.000675,0.088809,0.089484,-0.000761,0.103458,0.000000,0.805120,0.110788,-0.017864,0.015447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.477569,0.652980,0.591282,-9.752520,-0.243843,-0.243123,-0.000720,0.210883,0.211603,-0.000808,-0.079653,0.000000,0.805120,0.112790,-0.016121,0.015423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.477813,0.729620,0.591282,-9.752520,-0.182806,-0.182041,-0.000765,0.149846,0.150611,-0.000863,0.042421,0.000000,0.805120,0.114998,-0.014349,0.015433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.478057,0.729620,0.591282,-9.829160,-0.182806,-0.181994,-0.000812,0.149846,0.150658,-0.000919,0.042421,0.000000,0.805120,0.117187,-0.012592,0.015444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.478424,0.652980,0.591282,-9.752520,-0.060732,-0.059870,-0.000862,0.149846,0.150708,-0.000972,0.042421,0.000000,0.805120,0.119179,-0.010798,0.015459,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.478668,0.729620,0.591282,-9.829160,-0.182806,-0.181894,-0.000912,0.271920,0.272832,-0.001032,0.042421,0.000000,0.805120,0.121397,-0.009041,0.015469,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.478912,0.652980,0.591282,-9.829160,-0.182806,-0.181843,-0.000963,0.271920,0.272883,-0.001086,0.042421,0.000000,0.805120,0.123383,-0.007285,0.015480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.479156,0.652980,0.591282,-9.829160,-0.243843,-0.242827,-0.001016,0.271920,0.272936,-0.001143,-0.079653,0.000000,0.805120,0.125368,-0.005545,0.015460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586292,-0.586292,0.034302,5,946693330.479400,0.652980,0.591282,-9.829160,-0.121769,-0.120699,-0.001070,0.332957,0.334027,-0.001200,0.103458,-0.008500,0.804440,0.127368,-0.003775,0.015486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586292,-0.586292,0.034302,5,946693330.479644,0.729620,0.514642,-9.829160,-0.243843,-0.242725,-0.001118,0.271920,0.273038,-0.001266,0.042421,-0.008500,0.804440,0.129583,-0.002268,0.015496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586292,-0.586292,0.034302,5,946693330.479888,0.729620,0.514642,-9.829160,-0.243843,-0.242676,-0.001167,0.149846,0.151013,-0.001334,0.042421,-0.008500,0.804440,0.131768,-0.000762,0.015506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586292,-0.586292,0.034302,5,946693330.480163,0.729620,0.514642,-9.829160,-0.243843,-0.242625,-0.001218,0.271920,0.273138,-0.001403,0.042421,-0.008500,0.804440,0.133991,0.000737,0.015518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586292,-0.586292,0.034302,5,946693330.480468,0.652980,0.591282,-9.829160,-0.182806,-0.181529,-0.001277,0.271920,0.273197,-0.001467,0.103458,-0.008500,0.804440,0.135990,0.002479,0.015550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586292,-0.586292,0.034302,5,946693330.480712,0.652980,0.591282,-9.829160,-0.182806,-0.181468,-0.001338,0.393994,0.395332,-0.001531,0.164495,-0.008500,0.804440,0.138001,0.004232,0.015590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586292,-0.586292,0.034302,5,946693330.480957,0.652980,0.591282,-9.829160,-0.182806,-0.181406,-0.001400,0.271920,0.273320,-0.001598,0.042421,-0.008500,0.804440,0.139981,0.005984,0.015600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
44,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586292,-0.586292,0.034302,5,946693330.481201,0.652980,0.591282,-9.829160,-0.060732,-0.059268,-0.001464,0.271920,0.273384,-0.001665,0.042421,-0.008500,0.804440,0.141961,0.007765,0.015610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
45,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586540,-0.586540,0.034302,5,946693330.481445,0.652980,0.591282,-9.829160,-0.243843,-0.242314,-0.001529,0.271920,0.273449,-0.001734,0.042421,-0.004250,0.804780,0.143940,0.009501,0.015621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
46,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586540,-0.586540,0.034302,5,946693330.481689,0.652980,0.591282,-9.752520,-0.121769,-0.120174,-0.001595,0.393994,0.395589,-0.001805,0.042421,-0.004250,0.804780,0.145963,0.011281,0.015631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
47,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586540,-0.586540,0.034302,5,946693330.481933,0.652980,0.591282,-9.752520,-0.060732,-0.059069,-0.001663,0.332957,0.334620,-0.001878,0.103458,-0.004250,0.804780,0.147971,0.013074,0.015656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
48,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586540,-0.586540,0.034302,5,946693330.482238,0.652980,0.591282,-9.752520,-0.304880,-0.303148,-0.001733,0.210883,0.212616,-0.001952,0.103458,-0.004250,0.804780,0.149962,0.014790,0.015688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
49,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586540,-0.586540,0.034302,5,946693330.482543,0.652980,0.591282,-9.752520,-0.182806,-0.181002,-0.001804,0.332957,0.334761,-0.002027,0.042421,-0.004250,0.804780,0.151990,0.016542,0.015701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
50,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586540,-0.586540,0.034302,5,946693330.482788,0.652980,0.591282,-9.752520,-0.060732,-0.058856,-0.001876,0.332957,0.334833,-0.002104,-0.079653,-0.004250,0.804780,0.153997,0.018334,0.015681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
51,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586540,-0.586540,0.034302,5,946693330.483032,0.652980,0.591282,-9.829160,-0.304880,-0.302931,-0.001949,0.332957,0.334906,-0.002182,-0.140690,-0.004250,0.804780,0.155987,0.020053,0.015647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
52,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586540,-0.586540,0.034302,5,946693330.483276,0.652980,0.591282,-9.829160,-0.182806,-0.180783,-0.002023,0.393994,0.396017,-0.002261,0.042421,-0.004250,0.804780,0.157992,0.021800,0.015657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.483520,0.652980,0.591282,-9.829160,-0.121769,-0.119670,-0.002099,0.271920,0.274019,-0.002342,0.042421,0.008500,0.805120,0.159966,0.023562,0.015668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.483764,0.652980,0.591282,-9.829160,-0.121769,-0.119593,-0.002176,0.332957,0.335133,-0.002424,-0.018616,0.008500,0.805120,0.161954,0.025323,0.015663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
55,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.484008,0.652980,0.591282,-9.829160,-0.182806,-0.180552,-0.002254,0.332957,0.335211,-0.002507,-0.018616,0.008500,0.805120,0.163942,0.027069,0.015659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
56,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.484252,0.652980,0.591282,-9.829160,-0.121769,-0.119436,-0.002333,0.271920,0.274253,-0.002591,0.103458,0.008500,0.805120,0.165914,0.028829,0.015684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
57,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.490600,0.652980,0.591282,-9.905801,-0.121769,-0.119322,-0.002447,0.271920,0.274367,-0.002712,-0.079653,0.008500,0.805120,0.169577,0.029876,0.015178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
58,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.490875,0.652980,0.591282,-9.829160,-0.243843,-0.241280,-0.002563,0.332957,0.335520,-0.002835,-0.079653,0.008500,0.805120,0.171605,0.031629,0.015156,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
59,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.490997,0.652980,0.591282,-9.829160,-0.243843,-0.241164,-0.002679,0.271920,0.274599,-0.002959,0.042421,0.008500,0.805120,0.173573,0.033418,0.015162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586788,-0.586788,0.034302,5,946693330.491149,0.652980,0.514642,-9.829160,-0.182806,-0.180025,-0.002781,0.271920,0.274701,-0.003084,0.042421,0.008500,0.805120,0.175548,0.034971,0.015168,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586540,-0.586540,0.034302,5,946693330.491302,0.652980,0.514642,-9.829160,-0.121769,-0.118886,-0.002883,0.332957,0.335840,-0.003209,0.103458,0.000000,0.804780,0.177532,0.036531,0.015184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
62,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586540,-0.586540,0.034302,5,946693330.491424,0.652980,0.514642,-9.829160,-0.121769,-0.118783,-0.002986,0.393994,0.396980,-0.003335,0.164495,0.000000,0.804780,0.179511,0.038094,0.015204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
63,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586540,-0.586540,0.034302,5,946693330.491577,0.652980,0.514642,-9.829160,-0.243843,-0.240753,-0.003090,0.393994,0.397084,-0.003462,0.103458,0.000000,0.804780,0.181501,0.039634,0.015220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
64,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.586540,-0.586540,0.034302,5,946693330.491729,0.652980,0.514642,-9.829160,-0.243843,-0.240649,-0.003194,0.455031,0.458225,-0.003589,-0.018616,0.000000,0.804780,0.183499,0.041173,0.015217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
