cnt,flyState,setpoint.h [m],setpoint.pitch [deg],setpoint.roll [deg],setpoint.yaw [deg],motval_avg [frac],motval_0 [frac],motval_1 [frac],motval_2 [frac],motval_3 [frac],hor_velocities.xv,hor_velocities.yv,hor_velocities.dt,hor_velocities.seqNum,att.ts [s],att.ax [m/s^2],att.ay [m/s^2],att.az [m/s^2],att.gx [deg/s],att.gx_kalman [deg/s],att.gx_bias_kalman [deg/s],att.gy [deg/s],att.gy_kalman [deg/s],att.gy_bias_kalman [deg/s],att.gz [deg/s],att.hv [m/sec],att.h [m],att.pitch [deg],att.roll [deg],att.yaw [deg],xPos [m],yPos [m],targetXVel [m/s],targetYVel [m/s],targetPitch [deg],targetRoll [deg],adj_pitch,adj_roll,adj_yaw,adj_h
1061,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032410,158,946693335.419036,0.652980,0.514642,-9.829160,-0.243843,0.048280,-0.292124,0.577105,0.869229,0.232893,0.042421,0.004250,0.806480,4.114575,3.472759,0.159361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1062,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032410,158,946693335.424011,0.652980,0.514642,-9.829160,-0.121769,0.168132,-0.289901,0.516068,0.805969,0.234364,-0.018616,0.004250,0.806480,4.113683,3.470130,0.159269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1063,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032410,158,946693335.428955,0.652980,0.514642,-9.829160,-0.182806,0.104886,-0.287692,0.638142,0.925834,0.235833,0.042421,0.004250,0.806480,4.113382,3.467205,0.159478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1064,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032410,158,946693335.433898,0.652980,0.514642,-9.829160,-0.060732,0.224762,-0.285494,0.577105,0.862599,0.237299,0.164495,0.004250,0.806480,4.112775,3.464890,0.160291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1065,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032410,158,946693335.438964,0.652980,0.514642,-9.829160,-0.243843,0.039468,-0.283311,0.577105,0.860417,0.238763,-0.018616,0.004250,0.806480,4.112208,3.461687,0.160197,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1066,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032410,158,946693335.443939,0.652980,0.514642,-9.829160,-0.243843,0.037300,-0.281143,0.516068,0.797212,0.240223,0.103458,0.004250,0.806480,4.111304,3.458493,0.160712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1067,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032410,159,946693335.448944,0.652980,0.514642,-9.829160,-0.182806,0.096183,-0.278989,0.638142,0.917131,0.241681,0.103458,0.004250,0.806480,4.111015,3.455615,0.161230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1068,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032410,159,946693335.453918,0.652980,0.514642,-9.829160,-0.243843,0.033006,-0.276849,0.516068,0.792918,0.243135,0.042421,0.004250,0.806480,4.110107,3.452444,0.161441,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1069,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032410,159,946693335.459045,0.652980,0.514642,-9.829160,-0.182806,0.091917,-0.274723,0.699179,0.973902,0.244589,0.042421,0.004250,0.806480,4.110170,3.449600,0.161658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1070,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032410,159,946693335.464019,0.652980,0.514642,-9.829160,-0.182806,0.089804,-0.272610,0.577105,0.849715,0.246041,-0.018616,0.004250,0.806480,4.109553,3.446753,0.161565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1071,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032410,159,946693335.469726,0.652980,0.514642,-9.829160,-0.182806,0.087701,-0.270507,0.577105,0.847612,0.247492,-0.018616,0.004250,0.806480,4.109173,3.443977,0.161459,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1072,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032410,159,946693335.473907,0.652980,0.514642,-9.829160,-0.304880,-0.036457,-0.268423,0.577105,0.845528,0.248938,-0.018616,0.004250,0.806480,4.108291,3.440574,0.161381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1073,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032410,159,946693335.478973,0.652980,0.514642,-9.829160,-0.243843,0.022511,-0.266354,0.577105,0.843459,0.250381,-0.018616,0.004250,0.806480,4.107697,3.437462,0.161287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1074,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032654,160,946693335.483947,0.652980,0.514642,-9.829160,-0.121769,0.142527,-0.264296,0.577105,0.841401,0.251821,-0.018616,0.004250,0.806480,4.107070,3.434964,0.161194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1075,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032654,160,946693335.488952,0.652980,0.514642,-9.829160,-0.243843,0.018410,-0.262253,0.577105,0.839358,0.253258,0.042421,0.004250,0.806480,4.106451,3.431871,0.161407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1076,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032654,160,946693335.493927,0.652980,0.514642,-9.829160,-0.243843,0.016381,-0.260224,0.638142,0.898366,0.254693,0.103458,0.004250,0.806480,4.106121,3.428790,0.161921,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1077,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032654,160,946693335.499053,0.652980,0.514642,-9.829160,-0.182806,0.075402,-0.258208,0.638142,0.896350,0.256128,0.042421,-0.008500,0.805800,4.105843,3.426034,0.162139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1078,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032654,160,946693335.504089,0.652980,0.514642,-9.829160,-0.182806,0.073398,-0.256204,0.516068,0.772272,0.257558,0.103458,-0.008500,0.805800,4.104916,3.423280,0.162660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1079,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032654,160,946693335.508972,0.652980,0.591282,-9.829160,-0.121769,0.134522,-0.256291,0.638142,0.894433,0.258986,0.042421,-0.008500,0.805800,4.104541,3.424073,0.162867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1080,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032318,161,946693335.514587,0.652980,0.591282,-9.829160,-0.243843,0.012534,-0.256377,0.699179,0.955556,0.260417,-0.140690,-0.008500,0.805800,4.104775,3.424277,0.162077,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1081,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032318,161,946693335.518981,0.652980,0.591282,-9.829160,-0.304880,-0.048417,-0.256463,0.638142,0.894605,0.261843,0.103458,-0.008500,0.805800,4.104204,3.424198,0.162532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1082,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032318,161,946693335.523956,0.652980,0.591282,-9.829160,-0.304880,-0.048330,-0.256550,0.577105,0.833655,0.263267,-0.018616,-0.008500,0.805800,4.103546,3.424093,0.162439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1083,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032318,161,946693335.528961,0.652980,0.591282,-9.829160,-0.182806,0.073828,-0.256634,0.638142,0.894776,0.264689,0.042421,-0.008500,0.805800,4.103199,3.424594,0.162651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1084,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032318,161,946693335.534515,0.652980,0.591282,-9.829160,-0.304880,-0.048161,-0.256719,0.699179,0.955898,0.266113,-0.018616,-0.008500,0.805800,4.103385,3.424459,0.162548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1085,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032318,161,946693335.539062,0.729620,0.591282,-9.829160,-0.182806,0.073996,-0.256802,0.638142,0.894944,0.265459,0.042421,-0.008500,0.805800,4.106100,3.424925,0.162741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1086,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032257,162,946693335.544067,0.652980,0.591282,-9.829160,-0.243843,0.013041,-0.256884,0.638142,0.895026,0.266893,0.042421,-0.008500,0.805800,4.105723,3.425118,0.162953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1087,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032257,162,946693335.548980,0.652980,0.591282,-9.829160,-0.304880,-0.047914,-0.256966,0.577105,0.834071,0.268324,0.042421,-0.008500,0.805800,4.105010,3.425011,0.163162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1088,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032257,162,946693335.553924,0.652980,0.514642,-9.829160,-0.304880,-0.049909,-0.254971,0.638142,0.893113,0.269752,-0.018616,-0.008500,0.805800,4.104604,3.421653,0.163070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1089,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032257,162,946693335.558990,0.729620,0.514642,-9.829160,-0.182806,0.070181,-0.252988,0.699179,0.952167,0.269106,-0.079653,-0.008500,0.805800,4.107791,3.418918,0.162666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1090,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032257,162,946693335.563964,0.729620,0.514642,-9.829160,-0.182806,0.068211,-0.251017,0.760216,1.011234,0.268475,-0.018616,-0.008500,0.805800,4.111219,3.416186,0.162573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1091,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032257,162,946693335.568939,0.729620,0.514642,-9.829160,-0.304880,-0.055817,-0.249063,0.699179,0.948242,0.267859,-0.079653,-0.008500,0.805800,4.114325,3.412862,0.162177,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1092,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032257,162,946693335.573944,0.729620,0.514642,-9.829160,-0.182806,0.064315,-0.247121,0.699179,0.946300,0.267258,0.042421,-0.008500,0.805800,4.117424,3.410157,0.162389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1093,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032348,163,946693335.579437,0.729620,0.514642,-9.829160,-0.243843,0.001349,-0.245192,0.699179,0.944371,0.266672,0.042421,0.000000,0.805800,4.120713,3.407159,0.162622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1094,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032348,163,946693335.584381,0.729620,0.514642,-9.829160,-0.243843,-0.000566,-0.243277,0.699179,0.942456,0.266100,0.042421,0.000000,0.805800,4.123746,3.404171,0.162832,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1095,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032348,163,946693335.589080,0.729620,0.514642,-9.829160,-0.304880,-0.063502,-0.241378,0.760216,1.001594,0.265543,0.103458,0.000000,0.805800,4.126938,3.400913,0.163318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1096,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032348,163,946693335.593994,0.729620,0.514642,-9.829160,-0.060732,0.178757,-0.239489,0.577105,0.816594,0.264998,-0.079653,0.000000,0.805800,4.129322,3.398847,0.162927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1097,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032348,163,946693335.599243,0.652980,0.514642,-9.829160,-0.304880,-0.067265,-0.237615,0.577105,0.814720,0.266540,-0.018616,0.000000,0.805800,4.128548,3.395574,0.162829,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1098,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032348,163,946693335.604064,0.652980,0.514642,-9.829160,-0.365917,-0.130160,-0.235757,0.699179,0.934936,0.268081,0.042421,0.000000,0.805800,4.128226,3.392051,0.163034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1099,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.123038,0.000000,0.032746,164,946693335.609008,0.652980,0.514642,-9.829160,-0.060732,0.173178,-0.233910,0.699179,0.933089,0.269620,0.042421,0.000000,0.805800,4.127951,3.390028,0.163243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1100,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.123038,0.000000,0.032746,164,946693335.614013,0.652980,0.514642,-9.829160,-0.243843,-0.011767,-0.232076,0.638142,0.870218,0.271156,-0.018616,0.000000,0.805800,4.127393,3.387111,0.163150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1101,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.123038,0.000000,0.032746,164,946693335.619110,0.652980,0.591282,-9.829160,-0.060732,0.171599,-0.232331,0.638142,0.870473,0.272690,-0.018616,0.000000,0.805800,4.126865,3.388382,0.163055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1102,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.123038,0.000000,0.032746,164,946693335.624053,0.652980,0.514642,-9.829160,-0.121769,0.108732,-0.230501,0.699179,0.929680,0.274223,-0.018616,0.000000,0.805800,4.126577,3.386069,0.162963,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1103,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.123038,0.000000,0.032746,164,946693335.629028,0.652980,0.514642,-9.829160,-0.060732,0.167950,-0.228682,0.638142,0.866824,0.275753,0.103458,0.000000,0.805800,4.125995,3.384068,0.163478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1104,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.123038,0.000000,0.032746,164,946693335.633972,0.652980,0.514642,-9.829160,-0.243843,-0.016968,-0.226876,0.699179,0.926055,0.277281,0.042421,0.000000,0.805800,4.125699,3.381170,0.163688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1105,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.123038,0.000000,0.032746,164,946693335.639007,0.652980,0.514642,-9.829160,-0.182806,0.042275,-0.225081,0.577105,0.802187,0.278806,0.103458,0.000000,0.805800,4.124825,3.378587,0.164209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1106,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031769,165,946693335.643981,0.652980,0.514642,-9.829160,-0.060732,0.162565,-0.223297,0.699179,0.922476,0.280329,0.042421,0.000000,0.805800,4.124535,3.376614,0.164420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1107,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031769,165,946693335.648986,0.652980,0.591282,-9.829160,-0.243843,-0.020238,-0.223605,0.577105,0.800710,0.281847,0.103458,0.000000,0.805800,4.123646,3.376993,0.164937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1108,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031769,165,946693335.653961,0.652980,0.591282,-9.829160,-0.182806,0.041104,-0.223910,0.638142,0.862052,0.283364,0.164495,0.000000,0.805800,4.123048,3.377673,0.165756,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1109,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031769,165,946693335.659088,0.652980,0.514642,-9.752520,-0.121769,0.100472,-0.222241,0.638142,0.860383,0.284738,0.042421,-0.008500,0.805120,4.122718,3.375586,0.165973,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1110,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031769,165,946693335.664093,0.652980,0.514642,-9.829160,-0.243843,-0.023369,-0.220474,0.638142,0.858616,0.286250,0.164495,-0.008500,0.805120,4.122123,3.372716,0.166797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1111,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031769,165,946693335.669036,0.652980,0.514642,-9.829160,-0.060732,0.157984,-0.218716,0.638142,0.856858,0.287759,0.103458,-0.008500,0.805120,4.121503,3.370758,0.167308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1112,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032684,166,946693335.673980,0.652980,0.514642,-9.829160,-0.060732,0.156236,-0.216968,0.577105,0.794073,0.289264,-0.079653,-0.008500,0.805120,4.120581,3.368806,0.166914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1113,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032684,166,946693335.679016,0.652980,0.514642,-9.829160,-0.182806,0.032426,-0.215232,0.638142,0.853374,0.290766,0.042421,-0.008500,0.805120,4.119990,3.366264,0.167128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1114,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032684,166,946693335.683990,0.652980,0.514642,-9.829160,-0.243843,-0.030334,-0.213509,0.760216,0.973725,0.292268,-0.018616,-0.008500,0.805120,4.119977,3.363428,0.167035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1115,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032684,166,946693335.688995,0.652980,0.514642,-9.829160,-0.243843,-0.032044,-0.211799,0.577105,0.788904,0.293765,0.042421,-0.008500,0.805120,4.119062,3.360603,0.167248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1116,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032684,166,946693335.693969,0.652980,0.514642,-9.829160,-0.243843,-0.033740,-0.210103,0.699179,0.909282,0.295261,-0.018616,-0.008500,0.805120,4.118739,3.357792,0.167155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1117,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032684,166,946693335.699218,0.652980,0.514642,-9.829160,-0.060732,0.147682,-0.208414,0.577105,0.785519,0.296754,-0.018616,-0.004250,0.805460,4.117886,3.355936,0.167057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1118,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032684,166,946693335.704071,0.652980,0.591282,-9.829160,-0.243843,-0.035023,-0.208820,0.577105,0.785925,0.298242,-0.079653,-0.004250,0.805460,4.116920,3.356398,0.166671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1119,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032379,167,946693335.709075,0.652980,0.591282,-9.829160,-0.304880,-0.095656,-0.209224,0.577105,0.786329,0.299725,-0.018616,-0.004250,0.805460,4.115997,3.356550,0.166578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1120,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032379,167,946693335.713989,0.652980,0.591282,-9.829160,-0.304880,-0.095252,-0.209628,0.577105,0.786733,0.301204,-0.018616,-0.004250,0.805460,4.115048,3.356711,0.166486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1121,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032379,167,946693335.719024,0.652980,0.591282,-9.829160,-0.304880,-0.094849,-0.210031,0.516068,0.726099,0.302677,-0.018616,-0.004250,0.805460,4.113827,3.356862,0.166392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1122,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032379,167,946693335.724029,0.652980,0.591282,-9.829160,-0.243843,-0.033411,-0.210432,0.638142,0.848574,0.304147,0.042421,-0.004250,0.805460,4.113207,3.357319,0.166605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1123,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032379,167,946693335.729003,0.652980,0.591282,-9.829160,-0.121769,0.089059,-0.210828,0.638142,0.848970,0.305615,0.103458,-0.004250,0.805460,4.112575,3.358379,0.167119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1124,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032379,167,946693335.733978,0.652980,0.514642,-9.829160,-0.304880,-0.095737,-0.209143,0.577105,0.786248,0.307077,-0.079653,-0.004250,0.805460,4.111639,3.355277,0.166723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1125,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032684,168,946693335.739166,0.652980,0.514642,-9.829160,-0.182806,0.024663,-0.207470,0.577105,0.784575,0.308537,-0.079653,-0.004250,0.804780,4.110759,3.352798,0.166310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1126,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032684,168,946693335.744110,0.652980,0.591282,-9.829160,-0.182806,0.025082,-0.207888,0.577105,0.784993,0.309991,0.103458,-0.004250,0.804780,4.109813,3.353574,0.166821,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
